cvterm_relationship_id,type_id,subject_id,object_id
19323,1200,8582,2180
19324,1210,8582,4040
19325,1220,8582,6040
19331,1220,8583,1903
19329,1200,8583,2191
19330,1210,8583,4030
19337,1220,8584,1904
19335,1200,8584,2191
19336,1210,8584,4030
9077,1200,8590,2054
9078,1210,8590,4020
9079,1220,8590,25722
9071,1200,8600,2054
9072,1210,8600,4020
9073,1220,8600,6040
9111,1200,8620,2770
9133,1210,8620,4210
9155,1220,8620,6090
9112,1200,8630,2640
9134,1210,8630,4030
9156,1220,8630,6060
9113,1200,8640,2451
9135,1210,8640,4030
9157,1220,8640,25723
9114,1200,8650,2800
9136,1210,8650,4050
9158,1220,8650,25724
9115,1200,8660,2080
9137,1210,8660,4020
9159,1220,8660,6020
9116,1200,8670,2100
9138,1210,8670,4030
9160,1220,8670,25725
9117,1200,8680,2010
