locid,llpn,lat,lon,alt,llsource,ll_fmt,ll_datum,ll_uncert,llref,lldate,lluid
2811,1,28.5,-106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2812,1,27.333333,-102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2813,1,19.166667,-104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2814,1,19.25,-99.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2815,1,24.833333,-104.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2816,1,21,-101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2817,1,17.666667,-100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2818,1,20.5,-99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2819,1,20.333333,-103.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2820,1,19.333333,-99.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2821,1,19.166667,-101.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2822,1,18.75,-99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2823,1,22,-105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2824,1,25.666667,-100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2825,1,17,-96.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2826,1,18.833333,-98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2827,1,21,-99.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2828,1,19.666667,-88.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2829,1,22.5,-100.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2830,1,25,-107.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2831,1,29.333333,-110.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2832,1,18,-92.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2833,1,24,-98.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2834,1,19.416667,-98.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2835,1,19.333333,-96.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2836,1,20.833333,-89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2837,1,23,-103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2838,1,5.316667,162.983333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2839,1,7,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2840,1,7,152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2841,1,9,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2845,1,48,101.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2846,1,45.5,99.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2847,1,48.5,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2849,1,48,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2850,1,44.5,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2851,1,45.5,106.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2852,1,48,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2853,1,45.5,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2854,1,48,110.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2855,1,47,92.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2856,1,50,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2857,1,43,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2858,1,46,102.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2859,1,49.666667,106.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2860,1,46.25,113.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2861,1,47.5,106.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2862,1,49.5,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2863,1,49,103.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2865,1,16.7,-62.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2866,1,16.766667,-62.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2867,1,16.783333,-62.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2907,1,-12.5,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2908,1,-23.5,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2909,1,-23,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2910,1,-25.5,32.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2911,1,-19.764722,34.928611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2912,1,-15,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2913,1,-13,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2914,1,-15.5,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2915,1,-17,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2916,1,-19,33.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2917,1,-26.5,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2918,1,-17.833333,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2919,1,-19.5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2920,1,-22.5,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2921,1,-19.583333,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2922,1,-18,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2923,1,-22.333333,15.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2924,1,-26.5,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2925,1,-26.5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2926,1,-25,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2927,1,-21.666667,17.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2928,1,-21.5,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2929,1,-20.666667,16.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2930,1,-19.5,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2931,1,-18,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2932,1,-23.5,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2933,1,-23,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2934,1,-19,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2935,1,-28,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2936,1,-22.5,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2937,1,-20.5,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2938,1,-20.75,19.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2939,1,-20.5,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2940,1,-18.5,19.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2941,1,-24.5,18.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2942,1,-25.666667,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2971,1,52.833333,6.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2972,1,53.166667,5.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2973,1,52,5.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2974,1,53.25,6.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2975,1,51.25,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2976,1,51.666667,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2977,1,52.583333,4.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2979,1,52,5.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2980,1,51.416667,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2981,1,52,4.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3089,1,12.5,-85.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3090,1,11.75,-86.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3091,1,12.833333,-87.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3092,1,12.083333,-85.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3093,1,13.166667,-86.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3094,1,11.833333,-85.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3095,1,13.75,-85.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3096,1,12.583333,-86.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3097,1,13.5,-86.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3098,1,12,-86.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3099,1,12,-86.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3100,1,12.916667,-85.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3101,1,13.7,-86.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3102,1,11.333333,-84.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3103,1,11.3,-85.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3105,1,19.75,10.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3106,1,16,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3107,1,13.5,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3108,1,14.25,7.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3109,1,14,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3110,1,16,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3111,1,15,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3112,1,6.583333,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3115,1,8.833333,7.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3116,1,7,3.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3119,1,5,7.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3120,1,5.75,8.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3121,1,10.333333,7.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3122,1,12.25,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3123,1,6.333333,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3124,1,7.333333,8.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3125,1,11.5,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3126,1,5.5,7.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3127,1,11.5,8.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3128,1,8.5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3129,1,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3130,1,8,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3133,1,9.333333,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3134,1,5.5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3135,1,6.5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3137,1,12,9.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3138,1,11.5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3139,1,7.75,6.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3140,1,7.5,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3141,1,8,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3142,1,12,11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3143,1,60,11.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3144,1,58.833333,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3145,1,60.416667,9.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3146,1,70,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3147,1,61.5,11.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3148,1,60.25,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3149,1,62.666667,7.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3150,1,67,14.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3151,1,64.416667,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3152,1,61.166667,9.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3153,1,59.9,10.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3154,1,59.333333,11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3155,1,59,6.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3156,1,61.5,6.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3157,1,63,10.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3158,1,59.5,8.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3159,1,69.25,19.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3160,1,58.5,7.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3161,1,59.25,10.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3174,1,22.4,57.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3175,1,23.75,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3176,1,19.95,56.283333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3177,1,22,58.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3178,1,22.266667,56.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3179,1,23.5,58.516667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3180,1,25.95,56.266667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3181,1,18.383333,54.066667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3182,1,33,70.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3183,1,28,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3184,1,34.5,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3185,1,31,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3186,1,25.5,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3187,1,34.373611,73.470556,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3189,1,33.666667,73.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3190,1,8.9,-82.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3191,1,8.5,-82.233333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3192,1,8.433333,-80.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3193,1,9.166667,-80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3194,1,8.216667,-77.883333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3195,1,7.833333,-80.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3196,1,7.583333,-80.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3197,1,9.183333,-79.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3198,1,9.25,-78.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3199,1,8.25,-81.133333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3217,1,-3.5,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3220,1,-25.5,-54.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3221,1,-23,-56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3223,1,-25.333333,-55.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3224,1,-26.166667,-56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3225,1,-25.5,-57.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3226,1,-23.1775,-57.1675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3227,1,-25.25,-57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3228,1,-25.75,-56.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3229,1,-26.833333,-55.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3230,1,-27,-57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3231,1,-27,-58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3232,1,-26,-57.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3233,1,-23.5,-58.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3234,1,-24.25,-56.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3236,1,-24.25,-55.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3239,1,-5,-78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3240,1,-9.5,-77.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3241,1,-14,-73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3242,1,-16,-72.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3243,1,-14,-74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3244,1,-6.25,-78.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3245,1,-12.066667,-77.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3246,1,-12.5,-72.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3247,1,-13,-75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3248,1,-9.5,-75.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3249,1,-14.3325,-75.499722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3250,1,-11.5,-75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3251,1,-8,-78.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3252,1,-6.333333,-80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3253,1,-12.003889,-76.638889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3254,1,-5,-75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3255,1,-12,-70.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3256,1,-16.833333,-70.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3257,1,-10.5,-75.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3258,1,-5,-80.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3259,1,-15,-70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3260,1,-7,-76.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3261,1,-17.666667,-70.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3262,1,-3.833333,-80.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3263,1,-9,-73.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3264,1,17.583333,120.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3265,1,9.166667,125.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3266,1,8.5,125.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3267,1,11.666667,122.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3268,1,13.216667,123.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3269,1,11.166667,122.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3270,1,14.666667,120.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3271,1,20.666667,121.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3272,1,13.916667,121.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3273,1,16.5,120.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3274,1,9.833333,124.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3275,1,8.022778,124.998611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3276,1,15,121.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3277,1,18,121.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3278,1,14.166667,122.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3279,1,13.666667,123.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3280,1,9.166667,124.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3281,1,11.4,122.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3282,1,13.833333,124.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3283,1,14.25,120.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3284,1,9.333333,123.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3285,1,6.566667,122.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3286,1,11.666667,125.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3287,1,7.5,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3288,1,6.333333,125.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3289,1,7.166667,126.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3290,1,16.833333,121.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3291,1,18.166667,120.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3292,1,17.333333,120.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3293,1,11,122.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3294,1,17,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3295,1,17.75,121.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3296,1,14.166667,121.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3297,1,8.016111,124.045278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3298,1,7.916667,124.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3299,1,16.5,120.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3300,1,10.916667,124.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3301,1,13.416667,121.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3302,1,12.166667,123.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3303,1,13,120.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3304,1,13,121.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3305,1,8.333333,123.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3306,1,8.75,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3307,1,17.083333,121.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3308,1,9.75,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3309,1,15.583333,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3310,1,16.333333,121.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3311,1,10,118.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3312,1,15.066667,120.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3313,1,15.916667,120.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3314,1,14.583333,121.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3315,1,12.5,122.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3316,1,11.833333,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3317,1,7.133333,124.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3318,1,7.016667,125.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3319,1,12.833333,123.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3320,1,10.333333,125.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3321,1,6,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3322,1,9.666667,125.633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3323,1,8.666667,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3324,1,15.5,120.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3325,1,15.333333,120.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3326,1,8,122.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3327,1,7.9043,123.3194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3328,1,12.333333,124.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3329,1,16.283333,121.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3330,1,9.183333,123.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3331,1,6.166667,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3332,1,6.55,124.283333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3333,1,5.166667,120.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3334,1,15.15,120.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3335,1,10.666667,122.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3336,1,10.533333,122.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3337,1,16.416667,120.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3338,1,9.583333,123.116667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3340,1,13.75,121.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3341,1,8.95,125.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3342,1,15.483333,120.966667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3343,1,10.95,123.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
