HH_Id,Num_Plots_CropGrown,Plot_Id,Plot_Area,Plot_Dist_WalkMin,Plot_Locn_Name,PrimaryCrop_Seasn1,PrimaryCrop_Seasn1_Othr,PrimaryCrop_Seasn2,PrimaryCrop_Seasn2_Othr,Plot_Slope,Plot_Soil_Type,Plot_Soil_Fert,Erosion_Yn,Soil_Salinity_Yn,Soil_Acidity_Yn,WaterLogging_Yn,Plot_Tenure_Stat,Plot_Tenure_Stat_Othr,PlotOwn_Inherited_Yn,Plot_SelfManage_10Yrs,Land_Title_FamMemb,LandTitle_Holder,Plot_Manager,Plot_Irrgn_Yn,Plot_Irrgn_Src,Plot_Irrgn_Src_Othr,SoilWater_Consrvn_Str,Plot_Chem_Herbicides_Yn,Plot_Intercropping_Yn,Add_Plot
4016,4,1,1,2,KOSO BET,2, ,97, ,2,1,2,0,0,0,0,1, ,0,1,1,1,3,0,, ,0,1,0,1
4016,4,2,1,3,KOSO BET 2,3, ,97, ,2,1,2,0,0,0,0,1, ,1,1,1,1,3,0,, ,1,0,0,1
4016,4,3,2,30,YEWENDEL GOT,19, ,97, ,1,1,2,0,0,0,0,1, ,1,1,0,,3,0,, ,0,0,0,1
4016,4,4,1,5,KOSO BET 2,2, ,97, ,2,1,2,0,0,0,0,2, ,,0,0,,3,0,, ,1,0,0,2
4017,4,1,1,4,borena,3, ,97, ,1,1,3,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,0,0,1
4017,4,2,2,4,borena,2, ,97, ,2,1,3,1,0,0,0,1, ,0,1,1,3,1,0,, ,1,1,0,1
4017,4,3,1.5,6,borena,19, ,97, ,2,2,3,1,0,0,0,1, ,0,1,1,3,1,0,, ,1,1,0,1
4017,4,4,2,10,borena,19, ,97, ,2,1,3,1,0,0,0,2, ,,0,0,,1,0,, ,1,1,0,2
4018,5,1,1.5,3,ABAJE,2, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,1,1
4018,5,2,1.5,2,ABAJE,19, ,15, ,1,2,3,1,0,0,1,1, ,1,1,1,1,1,1,2, ,0,1,0,1
4018,5,3,1,34,WEIBELA,2, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,2,1,0,, ,0,1,0,1
4018,5,4,1.5,5,ABAJE,3, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,1,1
4018,5,5,0.5,7,ABAJE,99,BEAN,97, ,1,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,0,2
4019,6,1,1,15,Abaj 1,2, ,97, ,1,2,3,1,0,0,0,1, ,0,1,0,,3,0,, ,1,1,0,1
4019,6,2,1,15,Abaj 2,2, ,97, ,1,2,3,0,0,1,0,1, ,0,1,1,1,3,0,, ,1,1,0,1
4019,6,3,1,5,Anabil,2, ,97, ,1,2,3,0,0,0,0,1, ,0,1,1,1,3,0,, ,0,1,0,1
4019,6,4,1,20,Abaj 3,19, ,97, ,1,1,2,1,0,1,1,1, ,1,1,1,1,3,0,, ,1,1,0,1
4019,6,5,2,20,Abaj 4,19, ,97, ,1,2,3,0,0,0,0,1, ,0,1,1,1,3,0,, ,1,1,0,1
4019,6,6,2,20,Abaj 5,3, ,97, ,1,1,2,0,0,0,0,2, ,,1,0,,3,0,, ,1,1,1,2
4020,7,1,2.5,20,MESENO,2, ,97, ,2,2,3,1,0,0,0,1, ,0,1,1,1,3,0,, ,1,1,0,1
4020,7,2,1.5,3,BEZEBAY,19, ,97, ,1,1,2,0,0,0,1,1, ,0,1,1,1,3,0,, ,1,1,0,1
4020,7,3,1.5,3,BEZEBAY,3, ,97, ,1,1,3,0,0,0,1,1, ,0,1,1,1,3,0,, ,1,1,0,1
4020,7,4,0.25,3,BEZEBAY,5, ,97, ,1,1,3,0,0,0,1,1, ,0,1,1,1,3,0,, ,1,1,0,1
4020,7,5,0.25,3,BEZEBAY,97, ,15, ,1,2,3,0,0,0,1,1, ,0,1,1,1,3,0,, ,1,1,0,1
4020,7,6,1.5,25,TEKUR,2, ,97, ,1,2,3,0,0,0,1,2, ,,0,0,,1,0,, ,1,1,0,1
4020,7,7,1.5,30,YEBESH,19, ,97, ,2,2,2,1,0,0,0,2, ,,0,0,,1,0,, ,1,1,0,2
4021,2,1,1,25,BARBASH,2, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,2,2,0,, ,1,1,0,1
4021,2,2,1,8,BARBASHE,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,1,1,1,2,2,0,, ,1,1,0,2
4022,5,1,2,20,DIMTIROS,2, ,97, ,2,1,1,1,0,0,0,2, ,,0,0,,3,0,, ,1,1,0,1
4022,5,2,1.5,10,AMBOTIG,2, ,97, ,2,1,2,1,0,0,0,2, ,,1,0,,3,0,, ,0,1,0,1
4022,5,3,1.25,0,GORO,3, ,15, ,1,1,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,1
4022,5,4,1.5,0,GORO,99,BARLEY,97, ,1,1,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,1
4022,5,5,1,0,GORO 3,19, ,97, ,1,1,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,2
4023,6,1,2,40,ABA BIRU,3, ,97, ,2,2,2,1,0,0,0,2, ,,0,0,,3,0,, ,0,0,0,1
4023,6,2,1,10,AMBO,3, ,97, ,1,1,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,1
4023,6,3,1,10,AMBO,99,BARLEY,97, ,2,1,1,1,1,0,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
4023,6,4,1.5,40,AMBO,99,BARLEY,97, ,2,1,1,0,0,1,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
4023,6,5,0.25,40,ABABIRU,2, ,97, ,2,2,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,1,0,1
4023,6,6,0.25,40,ABABIRU,15, ,0, ,1,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,2
4024,5,1,2,30,MENDER  5,19, ,97, ,2,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,1
4024,5,2,1,0,GUARO,2, ,97, ,2,1,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,1
4024,5,3,1,0,GUARO,3, ,97, ,2,1,2,0,0,0,0,2, ,,0,0,,3,0,, ,1,0,0,1
4024,5,4,1,15,MENDER 5,99,BARLEY,97, ,2,1,2,1,0,0,0,2, ,,0,0,,3,0,, ,1,0,0,1
4024,5,5,1,20,MENDER 5,97, ,15, ,1,2,3,0,0,0,1,3, ,,0,0,,3,1,2, ,0,0,0,2
4025,5,1,1,42,GALA,19, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,1,1,0,1
4025,5,2,1,50,GALA,19, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,1,1,0,1
4025,5,3,1,3,SEDABO,3, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,1,1,0,1
4025,5,4,1,8,SEDABO,99,BARLEY,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,1,2, ,0,1,0,1
4025,5,5,1,17,SEDABO,2, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,1,1,0,2
4026,4,1,8,5,CHEFE SHEBO,2, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,1,1,0,1
4026,4,2,8,42,HANKU,2, ,97, ,3,2,2,0,0,0,0,2, ,,0,0,,2,0,, ,1,1,0,1
4026,4,3,2,7,CHEFE SHIBO,99,CHICKPEA,97, ,1,2,2,0,0,0,0,1, ,1,1,1,2,2,0,, ,1,1,0,1
4026,4,4,1,8,CHEFE SHIBO,99,PEPERCORN,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,2,0,, ,1,1,0,2
4027,5,1,2,10,GODA,2, ,97, ,2,2,3,1,0,0,0,2, ,,0,0,,3,0,, ,1,1,0,1
4027,5,2,1,5,SENBO,19, ,97, ,3,1,2,1,0,0,0,2, ,,0,0,,3,0,, ,1,1,0,1
4027,5,3,1,15,MENEGASHO,2, ,97, ,2,1,3,0,0,0,0,2, ,,0,0,,3,0,, ,1,1,0,1
4027,5,4,1,10,GODA,5, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,1,0,0,1
4027,5,5,1,10,GODA,5, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,3,0,, ,0,0,0,2
4028,5,1,2,15,GODA,2, ,97, ,2,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
4028,5,2,2,25,KOSO,19, ,97, ,1,1,3,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
4028,5,3,1.5,30,KELAD GOT,19, ,97, ,2,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
4028,5,4,5,25,DARE,4, ,97, ,2,1,2,0,0,0,0,2, ,,0,0,,3,0,, ,1,0,0,1
4028,5,5,0.25,15,CHEFE,12, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,2
4029,6,1,1,42,ZHERE CHACA,19, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,0,1,0,1
4029,6,2,1,38,ZHERE CHACHA,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,0,1,0,1
4029,6,3,2,13,GORGUADE,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,1,1,0,1
4029,6,4,1,17,ABO TEBELE,19, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,0,1
4029,6,5,1.5,22,ABO TEBELE,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,0,1,0,1
4029,6,6,1,34,ZERE CHACHA,2, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,0,1,0,2
4030,3,1,0.5,10,EJARE 1,2, ,6, ,1,1,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,0,1
4030,3,2,3,15,EJERE 2,6, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,0,0,0,1
4030,3,3,4,15,EJERE,6, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,0,0,0,2
4031,3,1,1.5,30,galoche amba,99,haircot bean,97, ,2,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,0,0,1
4031,3,2,2,30,zenjero minche,99,hircot bean,97, ,2,2,3,0,0,0,0,2, ,,0,0,,1,0,, ,0,0,0,1
4031,3,3,1,30,zenjero minche,2, ,97, ,1,2,3,0,0,0,0,2, ,,0,0,,1,0,, ,0,1,0,2
4032,9,1,1,12,BELGE MERET,2, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,0,1,0,1
4032,9,2,1,15,ETEGE,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,0,1,0,1
4032,9,3,1,30,CHEKO,99,BARLEY,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,0,1,0,1
4032,9,4,1,50,MATE,2, ,97, ,1,2,2,0,0,0,1,1, ,0,1,1,2,1,0,, ,0,1,0,1
4032,9,5,2,58,MATE,99,VETCH,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,0,1,0,1
4032,9,6,1,34,GENDE TUMA,99,BEAN,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,0,1,0,1
4032,9,7,1,25,DEKDEKO,2, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,1,0,, ,0,1,0,1
4032,9,8,0.5,27,DEKEDEKO,99,BEAN,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,0,1,0,1
4033,5,1,2,12,AMAR DENGAY,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,1,1,0,1
4033,5,2,2,15,AMAR DENGAY,2, ,97, ,3,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,1,0,0,1
4033,5,3,1.5,10,AMAR DENGAY,99,BEAN,97, ,3,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,1,0,0,1
4033,5,4,0.25,8,AMAR DENGAY,99,LENTIL,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,1,0,0,1
4033,5,5,0.25,13,AMAR DENGAY,99,FLAX,97, ,1,2,2,0,0,0,0,1, ,0,1,1,2,1,0,, ,1,0,0,2
4034,4,1,1,30,kolla,2, ,97, ,2,3,1,1,0,0,0,1, ,0,1,1,1,1,0,, ,0,0,0,1
4034,4,2,1,30,deje,2, ,97, ,1,2,3,0,0,0,1,1, ,0,1,1,1,1,0,, ,1,0,0,1
4034,4,3,1,30,deje,99,BARLEY,97, ,1,2,2,0,0,0,1,1, ,0,1,1,1,1,0,, ,1,0,0,1
4034,4,4,2,30,woyerite,99,hircot bean,97, ,2,2,2,1,0,0,0,3, ,,0,0,,1,0,, ,1,0,0,2
4035,4,1,1,10,KOSO,2, ,97, ,1,3,2,0,0,1,0,1, ,0,1,1,1,3,0,, ,0,0,0,1
4035,4,2,2,0,GORO,5, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,1,3,0,, ,1,0,0,1
4035,4,3,0.5,3,GORO 2,6, ,97, ,1,1,2,0,0,0,0,1, ,0,1,0,,1,0,, ,1,0,0,1
4035,4,4,1,60,ATIRMEDA,5, ,97, ,2,3,2,1,0,0,0,1, ,0,1,1,2,3,0,, ,1,0,0,2
4036,3,1,0.5,2,GUWARO,2, ,97, ,1,2,2,0,0,0,1,1, ,1,1,1,2,2,0,, ,0,0,0,1
4036,3,2,0.5,2,GUWARO,5, ,97, ,1,2,2,0,0,0,1,1, ,1,1,1,2,2,0,, ,1,0,0,1
4036,3,3,1,5,KOSO MEDA,5, ,97, ,1,2,2,0,0,0,1,1, ,1,1,1,2,2,0,, ,1,0,0,2
4037,4,1,1,58,JEBE WASHA,2, ,97, ,1,1,2,0,0,0,1,1, ,0,1,1,3,1,0,, ,1,1,0,1
4037,4,2,2,67,WERWERITE,99,BEAN,97, ,1,2,2,0,0,0,0,1, ,1,1,1,3,1,0,, ,0,0,0,1
4037,4,3,1,75,QITEGE AMUASH,19, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,1,0,1
4037,4,4,4,50,JEBE WASHA,99,BARLEY,97, ,1,2,2,0,0,0,1,1, ,1,1,1,3,1,0,, ,1,1,0,2
4038,3,1,1,0,zegeye,2, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,2,2,0,, ,0,0,0,1
4038,3,2,1,20,gena memicha,99,oat,97, ,1,1,2,0,0,0,1,1, ,0,1,1,2,2,0,, ,0,0,0,1
4038,3,3,1,30,addote,97, ,99,BARLEY,2,1,2,1,0,0,0,1, ,0,1,1,2,2,0,, ,1,0,0,2
4039,3,1,1,15,ARO BARE,2, ,97, ,1,2,1,0,0,0,1,1, ,0,1,1,3,3,0,, ,1,0,0,1
4039,3,2,1,20,KELEKEL MEDA,5, ,97, ,2,2,2,1,0,0,0,1, ,1,1,1,3,3,0,, ,1,0,0,1
4039,3,3,1,20,ARO BARE,2, ,97, ,2,2,2,1,0,0,0,2, ,,0,0,,3,0,, ,1,0,0,2
4040,4,1,2,10,MINZILAY,2, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,0,0,1
4040,4,2,2,20,MINZILAY 2,2, ,97, ,1,1,2,0,0,0,0,2, ,,0,0,,3,0,, ,0,0,0,1
4040,4,3,2,15,MINZILAY 3,5, ,97, ,1,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,0,0,1
4040,4,4,0.5,0,GORO,99,BARLEY,97, ,1,1,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,0,0,2
4041,5,1,2,5,GIRAR,2, ,97, ,1,2,2,1,0,0,0,1, ,0,1,1,1,1,0,, ,0,0,0,1
4041,5,2,2,20,BARMEDA,97, ,99,BARLEY,1,2,3,0,0,0,0,1, ,0,1,1,1,1,0,, ,0,0,0,1
4041,5,3,2,5,GUARO,5, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,1,0,0,1
4041,5,4,1,0,GUARO,6, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,1,1,0,, ,1,0,0,1
4041,5,5,0.25,5,ANKOLEL,6, ,97, ,1,1,1,0,0,1,0,1, ,0,1,1,1,1,0,, ,1,0,0,2
4042,6,1,2,5,KERBA,2, ,97, ,1,2,2,1,0,1,0,2, ,,0,0,,3,0,, ,1,1,0,1
4042,6,2,2,10,KERBA,19, ,97, ,2,2,2,0,1,1,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
4042,6,3,2,5,KERBA,5, ,97, ,2,1,2,1,1,1,0,2, ,,0,0,,3,0,, ,0,0,0,1
4042,6,4,2,5,KERBA,99,BARLEY,97, ,1,1,1,0,0,1,0,2, ,,0,0,,3,0,, ,1,0,0,1
4042,6,5,2,0,GUARO,5, ,97, ,1,1,2,0,1,1,0,1, ,0,0,0,,3,0,, ,0,0,0,1
4042,6,6,1,0,GUARO,5, ,97, ,2,1,2,0,0,1,0,1, ,0,1,1,3,3,0,, ,0,1,0,2
4043,5,1,2,33,DEBDEBA,2, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,1,0,1
4043,5,2,2,42,DEBDEBE,99,BARLEY,97, ,1,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,0,0,1
4043,5,3,2,25,DEBDEBE,99,BEAN,97, ,1,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,1,0,1
4043,5,4,2,8,TULU DERBA,99,BEAN,97, ,1,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,1,0,1
4043,5,5,1,17,LAYE GOLBA,19, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,1,0,2
4044,6,1,3,30,JESSA,2, ,97, ,1,1,2,0,0,0,1,1, ,0,0,1,3,3,0,, ,1,1,0,1
4044,6,2,1,15,ENDOD AMEBA,5, ,97, ,1,2,3,0,0,0,0,1, ,0,0,1,3,3,0,, ,1,1,0,1
4044,6,3,4,5,SEKORO,2, ,97, ,1,2,3,0,0,0,0,2, ,,1,0,,3,0,, ,1,1,0,1
4044,6,4,2,5,SEKORO,5, ,97, ,1,2,3,0,0,0,0,2, ,,1,0,,3,0,, ,1,1,0,1
4044,6,5,5,20,BOLO,6, ,97, ,1,2,3,0,0,0,0,2, ,,1,0,,3,0,, ,1,1,0,1
4044,6,6,1,20,BOLO,5, ,97, ,1,2,3,0,0,0,0,2, ,,1,0,,3,0,, ,1,1,0,2
4045,4,1,1,5,ABA WETA,2, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,1,1,0,1
4045,4,2,1,5,ABA WETA,5, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,1,1,0,1
4045,4,3,1,15,MENCHLAI,2, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,3,0,, ,1,1,0,1
4045,4,4,1,15,MENCHLAI,5, ,97, ,1,2,2,0,0,0,0,2, ,,0,0,,3,0,, ,1,1,0,2
4046,5,1,0.5,0,sera tige,99,hircot bean,97, ,1,1,3,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,0,0,1
4046,5,2,0.5,0,sera tige,99,chick pea,97, ,1,1,3,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,0,0,1
4046,5,3,4,0,sera tige,2, ,97, ,1,1,3,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,0,1
4046,5,4,2,20,enegura,99,grasse pea,97, ,1,2,3,0,0,0,1,1, ,1,1,1,1,1,0,, ,0,0,0,1
4046,5,5,1,20,enegura,99,lentile,97, ,1,2,3,0,0,0,1,1, ,1,1,1,1,1,0,, ,0,0,0,2
4047,6,1,2,30,Menjekis 1,2, ,97, ,1,2,2,0,0,1,1,1, ,0,1,1,3,3,0,, ,0,1,0,1
4047,6,2,2,30,Menjekis 2,5, ,97, ,1,2,3,1,0,0,1,1, ,0,1,1,3,3,0,, ,0,0,0,1
4047,6,3,1,60,Kombol,2, ,97, ,1,2,2,1,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
4047,6,4,1,15,Sholage 1,5, ,97, ,2,2,3,1,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
4047,6,5,1,15,Sholage 2,19, ,97, ,2,2,3,1,0,0,1,1, ,0,1,1,3,3,0,, ,0,1,0,1
4047,6,6,0.5,15,Sholage 3,5, ,97, ,1,2,3,1,0,0,1,1, ,0,1,1,3,3,0,, ,0,0,0,2
4048,4,1,2,5,DEBIR,2, ,97, ,2,1,1,1,0,1,1,1, ,0,1,1,1,3,0,, ,1,1,0,1
4048,4,2,1,5,AFAF,2, ,97, ,1,1,1,1,0,1,1,1, ,0,1,1,1,3,0,, ,1,1,0,1
4048,4,3,2,6,DEBIR,99,BARLEY,97, ,1,1,1,1,0,1,0,1, ,0,1,1,1,3,0,, ,1,0,0,1
4048,4,4,2,5,TIG,5, ,97, ,1,1,2,0,0,1,0,1, ,0,1,1,1,3,0,, ,1,0,0,2
98,3,1,4,5,MUTE,2, ,0, ,1,2,1,1,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,1
98,3,2,0.5,5,MUTE,99,BARLEY,0, ,2,2,1,1,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
98,3,3,0.5,2,NEAR HOME,15, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,2
99,4,1,8,12,MUTE,2, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
99,4,2,8,12,MUTE 2,99,BARLEY,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,0,0,1
99,4,3,4,5,NEAR HOME,15, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,0,0,1
99,4,4,2,5,NRAR HOME,5, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,0,0,2
100,4,1,4,10,CUKO,2, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,1
100,4,2,4,10,CUKO,99,BARLEY,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
100,4,3,0.5,3,NEAR HOME,15, ,0, ,2,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
100,4,4,0.5,3,NEAR HOME,5, ,0, ,1,2,1,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,2
101,4,1,4,5,CUKO,2, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,1
101,4,2,8,10,CUKO,99,BARLEY,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
101,4,3,4,3,NEAR HOME,15, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
101,4,4,4,3,NEAR HOME,5, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,2
102,5,1,8,10,TADDE,2, ,0, ,1,2,2,1,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,1
102,5,2,0.5,10,TADE,19, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,1
102,5,3,12,10,TADE,99,BARLEY,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
102,5,4,8,10,TADE,15, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
102,5,5,4,2,NEAR HOME,5, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,2
103,3,1,2,10,TADE,2, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,1
103,3,2,2,10,TADE,99,BARLEY,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,1
103,3,3,0.5,3,NEAR HOME,15, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,0,0,2
260,5,1,3,2,AROUD HOME,2, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
260,5,2,2,10,ALE,2, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
260,5,3,2,15,JELA,2, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
260,5,4,1,10,GODANA 1,3, ,0, ,1,2,2,0,0,0,1,1, ,0,0,0,,3,0,, ,0,1,0,1
260,5,5,2,10,GODANA 2,19, ,0, ,1,2,2,0,0,0,0,1, ,0,0,0,,3,0,, ,0,1,0,2
261,3,1,6,25,HURUFA,19, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,0,0,1
261,3,2,2,30,KORETA,2, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,1,0,1
261,3,3,2,25,AREDA,5, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,0,0,2
262,4,1,2,10,BOLA SUPHE,2, ,0, ,2,2,2,0,0,0,1,1, ,1,1,1,2,2,0,, ,0,1,0,1
262,4,2,1,5,SULULA 1,19, ,0, ,2,2,2,0,0,0,1,1, ,1,1,1,2,2,0,, ,0,1,0,1
262,4,3,1,7,SULULA 2,19, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,2,2,0,, ,0,1,0,1
262,4,4,1,15,EJERSA,5, ,0, ,1,2,2,0,0,0,0,1, ,1,1,1,2,2,0,, ,0,1,0,2
263,3,1,2,5,EJERSA 2,2, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
263,3,2,1,5,EJERSA 1,19, ,0, ,1,2,2,0,0,0,1,1, ,1,1,1,3,3,0,, ,0,1,0,1
263,3,3,2,10,LOMI,5, ,0, ,2,3,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,2
264,3,1,8,25,KOTICHA,5, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,1,0,0,1
264,3,2,2,25,DALETI,2, ,97, ,2,2,2,0,0,0,0,1, ,0,1,1,3,3,0,, ,0,0,0,1
264,3,3,2,20,KOTICHA,19, ,97, ,2,2,2,0,0,0,0,1, ,1,1,1,3,3,0,, ,0,1,0,2
266,3,1,1.5,10,DIRE,2, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,1,1,0,1
266,3,2,1,10,BOLE,19, ,97, ,1,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,0,1
266,3,3,1,10,DIRE,5, ,97, ,2,2,2,0,0,0,0,1, ,1,1,1,1,1,0,, ,0,1,0,2
267,2,1,1,10,AREDA,2, ,97, ,1,2,1,0,0,0,0,1, ,1,1,1,3,1,0,, ,0,1,0,1
267,2,2,1,15,KOTICHA,5, ,97, ,1,2,2,0,0,0,0,1, ,0,1,1,3,1,0,, ,0,0,0,2
269,3,1,8,30,KOTICHA,19, ,97, ,2,2,2,0,0,0,0,3, ,,0,0,,3,0,, ,0,0,0,1
269,3,2,4,15,DELA JELA,2, ,97, ,1,2,2,0,0,0,0,3, ,,0,0,,3,0,, ,0,0,0,1
