HH_Id,Last_Seasn_OwnWSeed_M,SL_No_M,Variety_Name_M,Store_Seperate_M,Seed_Storage_Place_M,Seed_Storage_Place_Othr_M,Seed_Storage_Prob_M,Seed_Storage_Prob_Othr_M,Seed_Disease_Prob_M,Seed_Disease_Prob_M,Seed_Replace_freq_M,SeedVar_Unique_Chara_M,SeedVar_Unique_Chara_Othr_M,Additional_Variety_M
1627,0,, ,,, ,, ,, ,,, ,
1628,0,, ,,, ,, ,, ,,, ,
1629,0,, ,,, ,, ,, ,,, ,
1630,1,1,DENDA'A,1,1, ,1, ,1, ,1,1, ,2
1631,0,, ,,, ,, ,, ,,, ,
1632,1,1,DENDA'A,0,1, ,1, ,1, ,1,1, ,2
1633,0,, ,,, ,, ,, ,,, ,
1634,0,, ,,, ,, ,, ,,, ,
1636,0,, ,,, ,, ,, ,,, ,
1638,0,, ,,, ,, ,, ,,, ,
1639,0,, ,,, ,, ,, ,,, ,
1640,0,, ,,, ,, ,, ,,, ,
1641,0,, ,,, ,, ,, ,,, ,
1642,0,, ,,, ,, ,, ,,, ,
1643,0,, ,,, ,, ,, ,,, ,
1644,0,, ,,, ,, ,, ,,, ,
1645,0,, ,,, ,, ,, ,,, ,
1647,,, ,,, ,, ,, ,,, ,
1648,,, ,,, ,, ,, ,,, ,
1649,0,, ,,, ,, ,, ,,, ,
1651,0,, ,,, ,, ,, ,,, ,
1652,1,1,HULUKA,1,1, ,1, ,1, ,2,1, ,1
1652,1,2,KENIYA,1,1, ,1, ,1, ,2,1, ,2
1675,0,, ,,, ,, ,, ,,, ,
1676,1,1,DIGELU,1,1, ,1, ,1, ,1,1, ,2
1681,1,1,DASHEN,1,1, ,3, ,1, ,1,1, ,2
1683,1,1,DASHEN,1,1, ,4, ,3, ,1,4, ,2
1688,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1689,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1690,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1692,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1693,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1709,0,, ,,, ,, ,, ,,, ,
1710,0,, ,,, ,, ,, ,,, ,
1711,0,, ,,, ,, ,, ,,, ,
1712,0,, ,,, ,, ,, ,,, ,
1713,,, ,,, ,, ,, ,,, ,
1714,0,, ,,, ,, ,, ,,, ,
1715,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1716,0,, ,,, ,, ,, ,,, ,
1719,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1721,0,, ,,, ,, ,, ,,, ,
1722,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1723,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1724,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1725,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1726,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1802,1,1,kakaba,1,1, ,3, ,1, ,1,1, ,2
1803,,, ,,, ,, ,, ,,, ,
1805,1,1,Hawi,1,1, ,1, ,1, ,1,1, ,2
1806,,, ,,, ,, ,, ,,, ,
1807,1,1,Ogolocho,1,1, ,1, ,1, ,1,1, ,2
1808,,, ,,, ,, ,, ,,, ,
1809,1,1,Hawi,1,1, ,1, ,1, ,1,1, ,2
1810,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1811,1,1,Hawi,1,1, ,1, ,1, ,1,1, ,2
1812,1,1,Enikibard,1,1, ,3, ,1, ,1,1, ,2
1813,1,1,Ogolicho,1,1, ,3, ,1, ,1,1, ,2
1814,1,1,kakaba,1,1, ,3, ,2, ,1,1, ,2
1815,1,1,Hawi,1,1, ,3, ,1, ,1,4, ,2
1816,1,1,Hawi,1,1, ,3, ,1, ,1,1, ,2
1817,,, ,,, ,, ,, ,,, ,
1818,1,1,Ogolocho,1,1, ,1, ,1, ,1,1, ,2
1819,1,1,Hawi,1,1, ,3, ,1, ,1,1, ,2
1820,0,, ,,, ,, ,, ,,, ,
1822,0,, ,,, ,, ,, ,,, ,
1823,,, ,,, ,, ,, ,,, ,
1826,0,, ,,, ,, ,, ,,, ,
1827,0,, ,,, ,, ,, ,,, ,
1830,1,1,Kakaba,1,1, ,4, ,1, ,1,1, ,2
1831,,, ,,, ,, ,, ,,, ,
1834,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1835,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
1836,1,1,kakaba,1,1, ,3, ,1, ,1,6, ,2
1837,1,1,Kakaba,1,1, ,4, ,1, ,1,1, ,2
1838,1,1,kakaba,1,1, ,3, ,1, ,1,1, ,2
1839,1,1,kakaba,1,1, ,3, ,1, ,1,1, ,2
1840,0,, ,,, ,, ,, ,,, ,
1841,1,1,Denidea,1,1, ,3, ,1, ,1,1, ,2
1842,0,, ,,, ,, ,, ,,, ,
1847,1,1,Pavani,1,1, ,4, ,1, ,1,1, ,1
1847,1,2,Hawi,1,1, ,4, ,1, ,1,1, ,2
1849,0,, ,,, ,, ,, ,,, ,
1852,0,, ,,, ,, ,, ,,, ,
1855,1,1,Pavani,1,1, ,3, ,1, ,1,1, ,2
1857,1,1,Pavani,1,1, ,4, ,1, ,1,1, ,2
1858,0,, ,,, ,, ,, ,,, ,
1859,0,, ,,, ,, ,, ,,, ,
3001,0,, ,,, ,, ,, ,,, ,
3002,1,1,KEKEBA,1,1, ,2, ,1, ,1,1, ,2
3003,,, ,,, ,, ,, ,,, ,
3004,1,1,Ogolicho,1,1, ,3, ,1, ,1,1, ,2
3005,0,, ,,, ,, ,, ,,, ,
3006,0,, ,,, ,, ,, ,,, ,
3007,0,, ,,, ,, ,, ,,, ,
3008,1,1,Pavani,1,1, ,4, ,1, ,1,1, ,2
3009,1,1,Ogolocho,1,1, ,4, ,1, ,1,1, ,2
3010,0,, ,,, ,, ,, ,,, ,
3011,1,1,DENDEA,1,1, ,1, ,1, ,4,1, ,2
3012,0,, ,,, ,, ,, ,,, ,
3013,0,, ,,, ,, ,, ,,, ,
3014,0,, ,,, ,, ,, ,,, ,
3015,0,, ,,, ,, ,, ,,, ,
3016,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
3017,0,, ,,, ,, ,, ,,, ,
3018,0,, ,,, ,, ,, ,,, ,
3019,0,, ,,, ,, ,, ,,, ,
3020,0,, ,,, ,, ,, ,,, ,
3021,0,, ,,, ,, ,, ,,, ,
3022,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
3023,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
3024,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
3025,1,1,KEKEBA,1,1, ,1, ,1, ,3,1, ,2
3026,1,1,DENDA'A,0,1, ,1, ,1, ,1,1, ,2
3030,0,, ,,, ,, ,, ,,, ,
3031,1,1,Kakaba,1,1, ,1, ,1, ,1,1, ,2
3032,0,, ,,, ,, ,, ,,, ,
3033,1,1,komachare,1,1, ,1, ,1, ,1,1, ,2
3034,1,1,Digelu,1,1, ,1, ,1, ,1,1, ,2
3035,0,, ,,, ,, ,, ,,, ,
3036,1,1,SHORIMA,1,1, ,1, ,1, ,1,3, ,2
3037,0,, ,,, ,, ,, ,,, ,
3038,1,1,MISOMA,1,1, ,1, ,1, ,1,1, ,2
3039,,, ,,, ,, ,, ,,, ,
3040,1,1,MISOMA,1,1, ,1, ,1, ,1,1, ,2
3041,1,1,KING BIRD,1,1, ,4, ,2, ,1,4, ,2
3042,1,1,MISOMA,1,1, ,1, ,1, ,1,3, ,2
3043,1,1,OBSA,1,1, ,1, ,1, ,1,3, ,2
32,1,1,WANE,1,1, ,1, ,1, ,3,1, ,2
33,0,, ,,, ,, ,, ,,, ,
34,0,, ,,, ,, ,, ,,, ,
35,1,1,LEMU,1,1, ,1, ,1, ,3,1, ,1
35,1,2,LIBENI,1,1, ,1, ,1, ,3,1, ,2
36,0,, ,,, ,, ,, ,,, ,
37,0,, ,,, ,, ,, ,,, ,
38,0,, ,,, ,, ,, ,,, ,
39,0,, ,,, ,, ,, ,,, ,
40,1,1,Ogolcho,1,1, ,1, ,1, ,3,3, ,2
41,0,, ,,, ,, ,, ,,, ,
42,,, ,,, ,, ,, ,,, ,
43,0,, ,,, ,, ,, ,,, ,
44,,, ,,, ,, ,, ,,, ,
45,0,, ,,, ,, ,, ,,, ,
46,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
47,0,, ,,, ,, ,, ,,, ,
48,,, ,,, ,, ,, ,,, ,
49,0,, ,,, ,, ,, ,,, ,
68,0,, ,,, ,, ,, ,,, ,
69,0,, ,,, ,, ,, ,,, ,
70,0,, ,,, ,, ,, ,,, ,
75,0,, ,,, ,, ,, ,,, ,
76,0,, ,,, ,, ,, ,,, ,
77,1,1,DIGELU,1,1, ,1, ,2, ,1,8, ,2
78,0,, ,,, ,, ,, ,,, ,
79,1,1,DENDEYA,1,1, ,3, ,2, ,2,2, ,2
80,0,, ,,, ,, ,, ,,, ,
81,,, ,,, ,, ,, ,,, ,
82,,, ,,, ,, ,, ,,, ,
83,0,, ,,, ,, ,, ,,, ,
84,0,, ,,, ,, ,, ,,, ,
85,1,1,KEYI,1,1, ,1, ,1, ,2,3, ,2
86,0,, ,,, ,, ,, ,,, ,
87,0,, ,,, ,, ,, ,,, ,
88,1,1,OGOLCHO,1,2, ,1, ,1, ,2,3, ,1
88,1,2,LALISE,1,2, ,3, ,1, ,1,6, ,2
90,0,, ,,, ,, ,, ,,, ,
95,0,, ,,, ,, ,, ,,, ,
97,0,, ,,, ,, ,, ,,, ,
104,,, ,,, ,, ,, ,,, ,
105,0,, ,,, ,, ,, ,,, ,
106,0,, ,,, ,, ,, ,,, ,
107,0,, ,,, ,, ,, ,,, ,
108,0,, ,,, ,, ,, ,,, ,
109,0,, ,,, ,, ,, ,,, ,
110,1,1,OGOLCHO,1,2, ,1, ,1, ,2,3, ,2
111,0,, ,,, ,, ,, ,,, ,
112,0,, ,,, ,, ,, ,,, ,
113,0,, ,,, ,, ,, ,,, ,
127,1,1,DIGALU,1,1, ,1, ,1, ,2,1, ,1
127,1,2,GINDABART,1,1, ,1, ,1, ,3,1, ,2
128,1,1,DIGALU,0,1, ,1, ,1, ,2,1, ,2
130,0,, ,,, ,, ,, ,,, ,
131,1,1,DIGALU,1,1, ,1, ,1, ,3,1, ,2
132,1,1,Ogolcho,1,1, ,1, ,1, ,5,1, ,2
133,,, ,,, ,, ,, ,,, ,
134,0,, ,,, ,, ,, ,,, ,
135,0,, ,,, ,, ,, ,,, ,
136,0,, ,,, ,, ,, ,,, ,
137,0,, ,,, ,, ,, ,,, ,
138,0,, ,,, ,, ,, ,,, ,
139,0,, ,,, ,, ,, ,,, ,
140,0,, ,,, ,, ,, ,,, ,
141,0,, ,,, ,, ,, ,,, ,
143,,, ,,, ,, ,, ,,, ,
144,0,, ,,, ,, ,, ,,, ,
211,1,1,Dhaqaba,0,1, ,1, ,1, ,2,8, ,2
212,1,1,Dhaqaba,0,1, ,1, ,1, ,2,1, ,2
215,1,1,KUBSA,1,1, ,1, ,1, ,3,1, ,2
216,0,, ,,, ,, ,, ,,, ,
217,0,, ,,, ,, ,, ,,, ,
218,0,, ,,, ,, ,, ,,, ,
220,0,, ,,, ,, ,, ,,, ,
222,0,, ,,, ,, ,, ,,, ,
223,0,, ,,, ,, ,, ,,, ,
224,,, ,,, ,, ,, ,,, ,
225,,, ,,, ,, ,, ,,, ,
227,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
228,1,1,OGOLCHO,1,1, ,2, ,1, ,2,1, ,2
421,1,1,Kubsa,1,1, ,1, ,1, ,1,1, ,2
422,0,, ,,, ,, ,, ,,, ,
423,1,1,Ogolcho,1,1, ,1, ,1, ,2,4, ,2
424,1,1,OGELCHO,1,1, ,3, ,1, ,1,3, ,2
425,1,1,KUBSA,1,1, ,1, ,2, ,2,1, ,2
426,0,, ,,, ,, ,, ,,, ,
427,0,, ,,, ,, ,, ,,, ,
428,,, ,,, ,, ,, ,,, ,
429,0,, ,,, ,, ,, ,,, ,
430,0,, ,,, ,, ,, ,,, ,
431,0,, ,,, ,, ,, ,,, ,
432,0,, ,,, ,, ,, ,,, ,
433,1,1,KUBSA,0,1, ,1, ,2, ,2,1, ,2
434,1,1,Ogolcho,0,1, ,1, ,1, ,2,1, ,2
435,,, ,,, ,, ,, ,,, ,
436,0,, ,,, ,, ,, ,,, ,
454,0,, ,,, ,, ,, ,,, ,
455,0,, ,,, ,, ,, ,,, ,
456,1,1,HIDASIE,1,1, ,1, ,1, ,0,1, ,2
457,0,, ,,, ,, ,, ,,, ,
458,1,1,HIDASE,1,1, ,1, ,2, ,1,1, ,2
459,0,, ,,, ,, ,, ,,, ,
460,0,, ,,, ,, ,, ,,, ,
461,0,, ,,, ,, ,, ,,, ,
462,0,, ,,, ,, ,, ,,, ,
463,0,, ,,, ,, ,, ,,, ,
464,0,, ,,, ,, ,, ,,, ,
465,0,, ,,, ,, ,, ,,, ,
466,1,1,ASIRASIDIST(16),1,1, ,1, ,2, ,1,1, ,1
466,1,2,HIDASE,1,1, ,1, ,2, ,1,1, ,2
467,0,, ,,, ,, ,, ,,, ,
468,0,, ,,, ,, ,, ,,, ,
469,0,, ,,, ,, ,, ,,, ,
470,0,, ,,, ,, ,, ,,, ,
471,0,, ,,, ,, ,, ,,, ,
544,0,, ,,, ,, ,, ,,, ,
545,,, ,,, ,, ,, ,,, ,
547,0,, ,,, ,, ,, ,,, ,
548,0,, ,,, ,, ,, ,,, ,
549,0,, ,,, ,, ,, ,,, ,
550,,, ,,, ,, ,, ,,, ,
552,0,, ,,, ,, ,, ,,, ,
553,0,, ,,, ,, ,, ,,, ,
554,0,, ,,, ,, ,, ,,, ,
555,0,, ,,, ,, ,, ,,, ,
556,1,1,DIGALU,1,1, ,1, ,1, ,2,1, ,2
558,0,, ,,, ,, ,, ,,, ,
559,,, ,,, ,, ,, ,,, ,
651,,, ,,, ,, ,, ,,, ,
652,0,, ,,, ,, ,, ,,, ,
653,0,, ,,, ,, ,, ,,, ,
654,0,, ,,, ,, ,, ,,, ,
656,,, ,,, ,, ,, ,,, ,
657,0,, ,,, ,, ,, ,,, ,
658,0,, ,,, ,, ,, ,,, ,
659,0,, ,,, ,, ,, ,,, ,
660,1,1,OGOLCHO,1,1, ,1, ,2, ,0,1, ,2
662,1,1,LEMU,0,1, ,1, ,1, ,3,2, ,2
664,1,1,DEKEBA,1,1, ,1, ,1, ,3,1, ,2
665,0,, ,,, ,, ,, ,,, ,
667,0,, ,,, ,, ,, ,,, ,
668,0,, ,,, ,, ,, ,,, ,
670,1,1,OGOLICHO,1,1, ,1, ,1, ,3,1, ,2
671,1,1,OGOLICHO,1,1, ,1, ,1, ,2,1, ,1
671,1,2,DIGALU,1,1, ,1, ,1, ,3,1, ,2
672,1,1,OGOLICHO,1,1, ,1, ,1, ,3,1, ,2
673,,, ,,, ,, ,, ,,, ,
674,0,, ,,, ,, ,, ,,, ,
675,0,, ,,, ,, ,, ,,, ,
676,1,1,OGOLICHO,1,1, ,1, ,1, ,4,1, ,2
677,0,, ,,, ,, ,, ,,, ,
678,1,1,OGOLCHO,1,2, ,1, ,1, ,2,3, ,2
679,1,1,OGOLCHO,1,1, ,1, ,2, ,2,8, ,2
680,0,, ,,, ,, ,, ,,, ,
681,0,, ,,, ,, ,, ,,, ,
682,0,, ,,, ,, ,, ,,, ,
683,1,1,OGELCHO,0,1, ,1, ,2, ,1,1, ,2
684,0,, ,,, ,, ,, ,,, ,
685,1,1,KUBSA,0,1, ,1, ,2, ,1,3, ,2
686,1,1,OGOLCHO,1,1, ,1, ,2, ,0,1, ,2
687,0,, ,,, ,, ,, ,,, ,
689,0,, ,,, ,, ,, ,,, ,
690,0,, ,,, ,, ,, ,,, ,
691,1,1,OGOLCHO,1,1, ,1, ,2, ,1,8, ,1
691,1,2,DIGELU,1,1, ,1, ,2, ,1,1, ,2
692,0,, ,,, ,, ,, ,,, ,
693,,, ,,, ,, ,, ,,, ,
694,1,1,OGOLCHO,1,1, ,1, ,2, ,1,1, ,2
695,0,, ,,, ,, ,, ,,, ,
696,0,, ,,, ,, ,, ,,, ,
697,0,, ,,, ,, ,, ,,, ,
698,0,, ,,, ,, ,, ,,, ,
699,0,, ,,, ,, ,, ,,, ,
700,0,, ,,, ,, ,, ,,, ,
701,0,, ,,, ,, ,, ,,, ,
702,,, ,,, ,, ,, ,,, ,
703,0,, ,,, ,, ,, ,,, ,
705,0,, ,,, ,, ,, ,,, ,
706,0,, ,,, ,, ,, ,,, ,
708,0,, ,,, ,, ,, ,,, ,
709,0,, ,,, ,, ,, ,,, ,
711,0,, ,,, ,, ,, ,,, ,
712,0,, ,,, ,, ,, ,,, ,
714,0,, ,,, ,, ,, ,,, ,
715,0,, ,,, ,, ,, ,,, ,
716,0,, ,,, ,, ,, ,,, ,
717,0,, ,,, ,, ,, ,,, ,
817,0,, ,,, ,, ,, ,,, ,
818,0,, ,,, ,, ,, ,,, ,
819,1,1,OGOLCHO,1,1, ,1, ,2, ,2,8, ,2
820,1,1,HULUKA,1,1, ,1, ,2, ,1,1, ,1
820,1,2,OGOLCHO,1,1, ,1, ,2, ,1,1, ,2
822,,, ,,, ,, ,, ,,, ,
823,1,1,KUBSA,1,1, ,1, ,1, ,0,1, ,2
824,0,, ,,, ,, ,, ,,, ,
826,0,, ,,, ,, ,, ,,, ,
827,0,, ,,, ,, ,, ,,, ,
829,0,, ,,, ,, ,, ,,, ,
830,1,1,KUBSA,1,1, ,1, ,1, ,0,1, ,2
831,0,, ,,, ,, ,, ,,, ,
832,0,, ,,, ,, ,, ,,, ,
833,0,, ,,, ,, ,, ,,, ,
871,1,1,HIDESE,1,1, ,1, ,1, ,3,1, ,2
872,1,1,DENDEA,1,1, ,1, ,1, ,2,3, ,1
872,1,2,OGOLCHO,1,1, ,1, ,2, ,2,8, ,2
873,1,1,DIGALU,1,1, ,1, ,1, ,3,1, ,2
874,,, ,,, ,, ,, ,,, ,
875,,, ,,, ,, ,, ,,, ,
876,0,, ,,, ,, ,, ,,, ,
877,0,, ,,, ,, ,, ,,, ,
878,1,1,Ogolcho,1,1, ,1, ,1, ,4,1, ,2
879,0,, ,,, ,, ,, ,,, ,
880,0,, ,,, ,, ,, ,,, ,
881,1,1,HIDASIE,1,1, ,1, ,1, ,0,1, ,2
882,0,, ,,, ,, ,, ,,, ,
883,0,, ,,, ,, ,, ,,, ,
884,0,, ,,, ,, ,, ,,, ,
885,0,, ,,, ,, ,, ,,, ,
886,1,1,Ogolcho,1,1, ,1, ,1, ,2,1, ,2
887,1,1,HIDESE,1,1, ,1, ,1, ,3,1, ,2
888,0,, ,,, ,, ,, ,,, ,
889,0,, ,,, ,, ,, ,,, ,
890,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
891,0,, ,,, ,, ,, ,,, ,
892,0,, ,,, ,, ,, ,,, ,
893,0,, ,,, ,, ,, ,,, ,
894,0,, ,,, ,, ,, ,,, ,
895,0,, ,,, ,, ,, ,,, ,
896,0,, ,,, ,, ,, ,,, ,
897,1,1,DHEKEBA,1,1, ,1, ,2, ,1,1, ,2
899,,, ,,, ,, ,, ,,, ,
900,0,, ,,, ,, ,, ,,, ,
901,0,, ,,, ,, ,, ,,, ,
902,1,1,DEKEBE,1,1, ,1, ,1, ,3,1, ,1
902,1,2,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
903,0,, ,,, ,, ,, ,,, ,
904,1,1,HULUKA,0,1, ,1, ,6,IT CANOT RESIST THE HEAT,1,8, ,2
905,0,, ,,, ,, ,, ,,, ,
906,0,, ,,, ,, ,, ,,, ,
907,0,, ,,, ,, ,, ,,, ,
908,1,1,HIDASE,1,1, ,1, ,2, ,2,1, ,2
910,0,, ,,, ,, ,, ,,, ,
911,0,, ,,, ,, ,, ,,, ,
912,0,, ,,, ,, ,, ,,, ,
913,0,, ,,, ,, ,, ,,, ,
914,,, ,,, ,, ,, ,,, ,
915,1,1,OGOLCHO,0,1, ,1, ,2, ,0,1, ,2
916,0,, ,,, ,, ,, ,,, ,
917,0,, ,,, ,, ,, ,,, ,
918,0,, ,,, ,, ,, ,,, ,
919,0,, ,,, ,, ,, ,,, ,
920,0,, ,,, ,, ,, ,,, ,
921,1,1,ASRASIDIST,1,1, ,1, ,2, ,1,1, ,2
922,,, ,,, ,, ,, ,,, ,
923,0,, ,,, ,, ,, ,,, ,
924,0,, ,,, ,, ,, ,,, ,
1061,0,, ,,, ,, ,, ,,, ,
1062,0,, ,,, ,, ,, ,,, ,
1063,,, ,,, ,, ,, ,,, ,
1064,1,1,OGOLCHO,0,1, ,1, ,1, ,3,1, ,2
1065,,, ,,, ,, ,, ,,, ,
1066,,, ,,, ,, ,, ,,, ,
1067,0,, ,,, ,, ,, ,,, ,
1070,,, ,,, ,, ,, ,,, ,
1072,0,, ,,, ,, ,, ,,, ,
1073,,, ,,, ,, ,, ,,, ,
1077,0,, ,,, ,, ,, ,,, ,
1078,1,1,TUSE,1,1, ,1, ,1, ,3,1, ,2
1211,1,1,1685 Kubsa,1,1, ,1, ,1, ,2,1, ,2
1213,1,1,KUBSA,0,1, ,1, ,1, ,2,8, ,2
1214,0,, ,,, ,, ,, ,,, ,
1215,1,1,Kubsa,0,1, ,1, ,1, ,2,3, ,2
1216,0,, ,,, ,, ,, ,,, ,
1219,1,1,Kubsa,1,1, ,1, ,1, ,2,3, ,2
1221,,, ,,, ,, ,, ,,, ,
1222,1,1,KUBSA,1,1, ,1, ,1, ,2,3, ,2
1223,1,1,KUBSA,1,2, ,1, ,1, ,2,3, ,2
1224,1,1,KUBSA,1,2, ,1, ,1, ,2,3, ,2
1225,,, ,,, ,, ,, ,,, ,
1226,1,1,KUBSA,1,2, ,1, ,1, ,2,3, ,2
1230,1,1,OGOLCHO,1,1, ,3, ,2, ,1,1, ,2
1232,1,1,WANE,1,1, ,1, ,2, ,1,1, ,2
1235,0,, ,,, ,, ,, ,,, ,
1237,0,, ,,, ,, ,, ,,, ,
1238,1,1,ogolcho,1,1, ,1, ,1, ,2,3, ,2
1239,0,, ,,, ,, ,, ,,, ,
1240,0,, ,,, ,, ,, ,,, ,
1273,0,, ,,, ,, ,, ,,, ,
1274,0,, ,,, ,, ,, ,,, ,
1275,0,, ,,, ,, ,, ,,, ,
1276,1,1,DEKEBA,1,2, ,1, ,1, ,2,3, ,2
1277,0,, ,,, ,, ,, ,,, ,
1278,1,1,OGOLCHO,0,1, ,1, ,2, ,0,1, ,2
1280,0,, ,,, ,, ,, ,,, ,
1282,0,, ,,, ,, ,, ,,, ,
1307,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
1311,1,1,FAFANI,1,2, ,1, ,1, ,1,3, ,2
1312,,, ,,, ,, ,, ,,, ,
1313,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
1314,1,1,OGOLCHO,0,1, ,1, ,1, ,3,1, ,2
1317,0,, ,,, ,, ,, ,,, ,
1318,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
1319,1,1,OGOLCHO,1,1, ,1, ,1, ,3,1, ,2
1320,0,, ,,, ,, ,, ,,, ,
1323,0,, ,,, ,, ,, ,,, ,
1324,,, ,,, ,, ,, ,,, ,
1325,1,1,OGOLCHO,1,1, ,3, ,2, ,1,1, ,2
1326,,, ,,, ,, ,, ,,, ,
1328,0,, ,,, ,, ,, ,,, ,
1329,0,, ,,, ,, ,, ,,, ,
1330,0,, ,,, ,, ,, ,,, ,
1331,0,, ,,, ,, ,, ,,, ,
1332,0,, ,,, ,, ,, ,,, ,
1333,0,, ,,, ,, ,, ,,, ,
1334,0,, ,,, ,, ,, ,,, ,
1335,0,, ,,, ,, ,, ,,, ,
1401,1,1,OGOLICHO,1,1, ,1, ,1, ,2,1, ,2
1403,1,1,OGOLICHO,0,1, ,1, ,1, ,2,1, ,2
1408,1,1,HULUKA,0,1, ,1, ,1, ,3,1, ,1
1408,1,2,GALAMA,0,1, ,1, ,1, ,3,1, ,2
1409,1,1,DEKEBE,0,1, ,1, ,1, ,3,5, ,2
1413,0,, ,,, ,, ,, ,,, ,
1415,1,1,OGOLICHO,1,1, ,1, ,1, ,3,1, ,2
6001,1,1,Ogolcho,0,1, ,1, ,1, ,2,1, ,2
6002,0,, ,,, ,, ,, ,,, ,
6003,1,1,Ogolcho,0,1, ,1, ,1, ,4,3, ,2
6004,1,1,OGOLOCH,1,1, ,1, ,2, ,1,11,IT COLDNESS TOLERANT,2
6005,1,1,OGOLCHO,1,1, ,1, ,2, ,1,1, ,2
6006,1,1,KEKEBA,1,1, ,1, ,1, ,3,1, ,2
6007,1,1,DIGALU,1,1, ,1, ,1, ,2,1, ,2
6008,0,, ,,, ,, ,, ,,, ,
6011,0,, ,,, ,, ,, ,,, ,
6012,1,1,FEBANI,1,1, ,1, ,1, ,3,1, ,2
6013,1,1,TUSE,1,1, ,1, ,1, ,3,1, ,2
6014,1,1,OGOLCHO,0,1, ,1, ,1, ,3,1, ,2
6015,0,, ,,, ,, ,, ,,, ,
6016,1,1,KUBSA,1,1, ,1, ,2, ,1,1, ,2
6017,0,, ,,, ,, ,, ,,, ,
6019,0,, ,,, ,, ,, ,,, ,
6020,0,, ,,, ,, ,, ,,, ,
6021,,, ,,, ,, ,, ,,, ,
6022,1,1,Kubsa,0,1, ,1, ,1, ,2,3, ,2
6023,1,1,Fabani,0,1, ,1, ,1, ,2,3, ,2
6024,1,1,Fabani,1,1, ,1, ,1, ,2,4, ,2
6025,0,, ,,, ,, ,, ,,, ,
6026,0,, ,,, ,, ,, ,,, ,
6027,0,, ,,, ,, ,, ,,, ,
6028,,, ,,, ,, ,, ,,, ,
6030,0,, ,,, ,, ,, ,,, ,
6031,1,1,KUBSA,0,1, ,1, ,1, ,2,3, ,2
6032,1,1,KUBSA,1,2, ,1, ,1, ,1,3, ,2
6033,0,, ,,, ,, ,, ,,, ,
6034,1,1,KUBSA,1,2, ,1, ,1, ,2,3, ,2
6035,0,, ,,, ,, ,, ,,, ,
6036,0,, ,,, ,, ,, ,,, ,
6037,,, ,,, ,, ,, ,,, ,
6038,0,, ,,, ,, ,, ,,, ,
6039,0,, ,,, ,, ,, ,,, ,
329,1,1,DASENECH I,0,2, ,3, ,2, ,1,3, ,1
329,1,2,KEKEBA,0,1, ,4, ,3, ,1,3, ,1
329,1,3,DASENECH,0,2, ,4, ,2, ,1,3, ,2
330,1,1,KEKABA,1,2, ,2, ,2, ,3,3, ,1
330,1,2,DASENECH,0,2, ,3, ,2, ,3,1, ,2
331,,, ,,, ,, ,, ,,, ,
332,1,1,DASENECH,1,2, ,2, ,2, ,3,2, ,2
333,,, ,,, ,, ,, ,,, ,
334,1,1,DASENECH,0,1, ,2, ,2, ,3,1, ,2
335,0,, ,,, ,, ,, ,,, ,
336,1,1,DESHENE,0,2, ,3, ,2, ,3,1, ,2
337,,, ,,, ,, ,, ,,, ,
338,1,1,DASENECH,1,1, ,4, ,2, ,1,3, ,2
339,1,1,KEKABA,0,1, ,2, ,2, ,3,4, ,2
340,1,1,DESHENE,1,2, ,2, ,2, ,3,3, ,1
340,1,2,KEKEBE,1,1, ,1, ,2, ,1,1, ,2
341,0,, ,,, ,, ,, ,,, ,
342,1,1,KEKEBE,1,1, ,1, ,3, ,3,3, ,2
343,1,1,OGOLICHO,1,1, ,1, ,2, ,1,3, ,2
344,1,1,KEKABA,0,1, ,2, ,3, ,3,1, ,1
344,1,2,DESHENE,1,1, ,2, ,2, ,3,3, ,1
344,1,3,Inglis,1,1, ,2, ,2, ,3,8, ,1
