HH_Id,Info_Src_Name,Info_Access_Yn,NoInfo_Access_Rsn,NoInfo_Access_Rsn_Othr,Info_Access_Decision
4003,3,99,, ,
4003,4,99,, ,
4003,5,99,, ,
4003,6,2,, ,5
4004,1,2,, ,5
4004,2,3,1, ,
4004,3,2,, ,5
4004,4,3,1, ,
4004,5,3,1, ,
4004,6,3,1, ,
4005,1,2,, ,5
4005,2,3,1, ,
4005,3,3,5, ,
4005,4,3,6, ,
4005,5,2,, ,5
4005,6,1,, ,5
4006,1,1,, ,2
4006,2,1,, ,2
4006,3,1,, ,2
4006,4,3,2, ,
4006,5,3,2, ,
4006,6,3,3, ,
4007,1,1,, ,5
4007,2,3,3, ,
4007,3,2,, ,5
4007,4,3,2, ,
4007,5,3,2, ,
4007,6,1,, ,5
4008,1,3,1, ,
4008,2,3,1, ,
4008,3,2,, ,5
4008,4,3,1, ,
4008,5,3,1, ,
4008,6,3,1, ,
4009,1,2,, ,5
4009,2,3,3, ,
4009,3,2,, ,5
4009,4,3,2, ,
4009,5,3,2, ,
4009,6,3,5, ,
4010,1,3,1, ,
4010,2,3,1, ,
4010,3,3,1, ,
4010,4,3,1, ,
4010,5,3,1, ,
4010,6,3,1, ,
4011,1,2,, ,5
4011,2,3,1, ,
4011,3,3,1, ,
4011,4,3,1, ,
4011,5,3,1, ,
4011,6,2,, ,5
4012,1,2,, ,5
4012,2,3,2, ,
4012,3,2,, ,5
4012,4,3,2, ,
4012,5,3,1, ,
4012,6,3,1, ,
4013,1,2,, ,5
4013,2,3,1, ,
4013,3,3,2, ,
4013,4,3,1, ,
4013,5,3,1, ,
4013,6,3,1, ,
4014,1,1,, ,5
4014,2,1,, ,2
4014,3,1,, ,2
4014,4,1,, ,2
4014,5,1,, ,2
4014,6,1,, ,2
4015,1,1,, ,2
4015,2,1,, ,2
4015,3,1,, ,2
4015,4,99,, ,
4015,5,1,, ,2
4015,6,99,, ,
4016,1,3,1, ,
4016,2,3,1, ,
4016,3,3,1, ,
4016,4,3,1, ,
4016,5,3,1, ,
4016,6,3,1, ,
4017,1,3,2, ,
4017,2,3,2, ,
4017,3,3,2, ,
4017,4,2,, ,1
4017,5,3,2, ,
4017,6,3,2, ,
4018,1,1,, ,2
4018,2,1,, ,2
4018,3,1,, ,2
4018,4,99,, ,
4018,5,1,, ,2
4018,6,99,, ,
4019,1,2,, ,1
4019,2,3,1, ,
4019,3,2,, ,5
4019,4,3,2, ,
4019,5,3,2, ,
4019,6,2,, ,1
4020,1,1,, ,2
4020,2,1,, ,2
4020,3,1,, ,2
4020,4,3,2, ,
4020,5,3,2, ,
4020,6,3,3, ,
4021,1,1,, ,1
4021,2,1,, ,1
4021,3,1,, ,1
4021,4,99,, ,
4021,5,1,, ,1
4021,6,99,, ,
4022,1,2,, ,5
4022,2,3,1, ,
4022,3,3,1, ,
4022,4,3,1, ,
4022,5,3,1, ,
4022,6,3,1, ,
4023,1,2,, ,2
4023,2,2,, ,2
4023,3,1,, ,5
4023,4,3,1, ,
4023,5,2,, ,5
4023,6,3,2, ,
4024,1,1,, ,5
4024,2,3,1, ,
4024,3,2,, ,2
4024,4,3,2, ,
4024,5,2,, ,2
4024,6,3,2, ,
4025,1,1,, ,2
4025,2,1,, ,2
4025,3,1,, ,2
4025,4,99,, ,
4025,5,1,, ,2
4025,6,99,, ,
4026,1,1,, ,1
4026,2,1,, ,1
4026,3,1,, ,1
4026,4,1,, ,3
4026,5,1,, ,1
4026,6,99,, ,
4027,1,1,, ,2
4027,2,2,, ,2
4027,3,2,, ,2
4027,4,3,1, ,
4027,5,3,1, ,
4027,6,3,1, ,
4028,1,3,3, ,
4028,2,3,1, ,
4028,3,3,1, ,
4028,4,3,1, ,
4028,5,3,1, ,
4028,6,3,1, ,
4029,1,1,, ,2
4029,2,1,, ,2
4029,3,1,, ,2
4029,4,99,, ,
4029,5,99,, ,
4029,6,99,, ,
4030,1,3,1, ,
4030,2,3,1, ,
4030,3,3,1, ,
4030,4,3,1, ,
4030,5,3,1, ,
4030,6,3,1, ,
4031,1,3,3, ,
4031,2,3,3, ,
4031,3,3,2, ,
4031,4,3,2, ,
4031,5,3,2, ,
4031,6,3,2, ,
4032,1,1,, ,2
4032,2,1,, ,2
4032,3,1,, ,2
4032,4,99,, ,
4032,5,99,, ,
4032,6,99,, ,
4033,1,1,, ,2
4033,2,1,, ,5
4033,3,1,, ,2
4033,4,99,, ,
4033,5,99,, ,
4033,6,99,, ,
4034,1,3,3, ,
4034,2,3,1, ,
4034,3,3,3, ,
4034,4,3,2, ,
4034,5,3,1, ,
4034,6,3,1, ,
4035,1,3,1, ,
4035,2,3,1, ,
4035,3,3,1, ,
4035,4,3,1, ,
4035,5,3,1, ,
4035,6,3,1, ,
4036,1,1,, ,1
4036,2,1,, ,1
4036,3,1,, ,1
4036,4,3,1, ,
4036,5,3,2, ,
4036,6,3,3, ,
4037,1,1,, ,2
4037,2,1,, ,2
4037,3,1,, ,2
4037,4,1,, ,5
4037,5,99,, ,
4037,6,99,, ,
4038,1,1,, ,1
4038,2,1,, ,1
4038,3,2,, ,1
4038,4,3,1, ,
4038,5,3,1, ,
4038,6,3,1, ,
4039,1,1,, ,2
4039,2,1,, ,2
4039,3,1,, ,2
4039,4,3,1, ,
4039,5,3,2, ,
4039,6,3,3, ,
4040,1,2,, ,5
4040,2,2,, ,5
4040,3,3,2, ,
4040,4,3,2, ,
4040,5,3,2, ,
4040,6,3,1, ,
4041,1,99,, ,
4041,2,99,, ,
4041,3,99,, ,
4041,4,99,, ,
4041,5,99,, ,
4041,6,99,, ,
4042,1,2,, ,2
4042,2,3,1, ,
4042,3,3,2, ,
4042,4,3,3, ,
4042,5,3,2, ,
4042,6,3,1, ,
4043,1,1,, ,5
4043,2,1,, ,2
4043,3,1,, ,2
4043,4,99,, ,
4043,5,99,, ,
4043,6,99,, ,
4044,1,1,, ,2
4044,2,3,3, ,
4044,3,1,, ,2
4044,4,3,1, ,
4044,5,3,2, ,
4044,6,3,3, ,
4045,1,1,, ,2
4045,2,3,3, ,
4045,3,1,, ,2
4045,4,3,1, ,
4045,5,3,3, ,
4045,6,3,3, ,
4046,1,3,1, ,
4046,2,3,1, ,
4046,3,3,1, ,
4046,4,3,1, ,
4046,5,3,1, ,
4046,6,3,1, ,
4047,1,1,, ,5
4047,2,2,, ,1
4047,3,3,3, ,
4047,4,3,2, ,
4047,5,3,3, ,
4047,6,3,3, ,
4048,1,2,, ,5
4048,2,2,, ,5
4048,3,2,, ,5
4048,4,3,1, ,
4048,5,3,1, ,
4048,6,3,1, ,
98,1,1,, ,1
98,2,99,, ,
98,3,1,, ,5
98,4,99,, ,
98,5,99,, ,
98,6,1,, ,5
99,1,1,, ,2
99,2,99,, ,
99,3,99,, ,
99,4,99,, ,
99,5,99,, ,
99,6,99,, ,
100,1,1,, ,5
100,2,1,, ,5
100,3,1,, ,5
100,4,99,, ,
100,5,99,, ,
100,6,99,, ,
101,1,1,, ,1
101,2,1,, ,1
101,3,1,, ,1
101,4,99,, ,
101,5,99,, ,
101,6,1,, ,1
102,1,1,, ,2
102,2,1,, ,2
102,3,1,, ,5
102,4,99,, ,
102,5,1,, ,5
102,6,1,, ,1
103,1,1,, ,2
103,2,1,, ,2
103,3,99,, ,
103,4,99,, ,
103,5,99,, ,
103,6,99,, ,
260,1,1,, ,2
260,2,1,, ,2
260,3,1,, ,5
260,4,99,, ,
260,5,99,, ,
260,6,1,, ,5
261,1,99,, ,
261,2,99,, ,
261,3,99,, ,
261,4,99,, ,
261,5,99,, ,
261,6,99,, ,
262,1,2,, ,1
262,2,3,1, ,
262,3,2,, ,1
262,4,3,1, ,
262,5,3,1, ,
262,6,1,, ,1
263,1,1,, ,2
263,2,99,, ,
263,3,1,, ,5
263,4,99,, ,
263,5,99,, ,
263,6,1,, ,2
264,1,99,, ,
264,2,99,, ,
264,3,99,, ,
264,4,99,, ,
264,5,99,, ,
264,6,99,, ,
266,1,3,3, ,
266,2,3,3, ,
266,3,3,3, ,
266,4,3,3, ,
266,5,3,3, ,
266,6,3,3, ,
267,1,3,3, ,
267,2,3,3, ,
267,3,2,, ,2
267,4,3,3, ,
267,5,3,3, ,
267,6,3,2, ,
269,1,99,, ,
269,2,99,, ,
269,3,99,, ,
269,4,99,, ,
269,5,99,, ,
269,6,99,, ,
270,1,99,, ,
270,2,99,, ,
270,3,99,, ,
270,4,99,, ,
270,5,99,, ,
270,6,99,, ,
271,1,3,3, ,
271,2,3,3, ,
271,3,3,3, ,
271,4,3,3, ,
271,5,3,3, ,
271,6,3,3, ,
272,1,99,, ,
272,2,99,, ,
272,3,99,, ,
272,4,99,, ,
272,5,99,, ,
272,6,99,, ,
273,1,3,3, ,
273,2,3,3, ,
273,3,3,3, ,
273,4,3,3, ,
273,5,3,3, ,
273,6,3,3, ,
275,1,99,, ,
275,2,99,, ,
275,3,1,, ,5
275,4,99,, ,
275,5,1,, ,2
275,6,1,, ,5
276,1,3,99, ,
276,2,3,99, ,
276,3,3,99, ,
276,4,3,99, ,
276,5,3,99, ,
276,6,3,99, ,
277,1,3,3, ,
277,2,3,2, ,
277,3,3,3, ,
277,4,3,1, ,
277,5,3,1, ,
277,6,3,1, ,
278,1,2,, ,2
278,2,99,, ,
278,3,99,, ,
278,4,99,, ,
278,5,99,, ,
278,6,99,, ,
279,1,2,, ,2
279,2,99,, ,
279,3,99,, ,
279,4,99,, ,
279,5,99,, ,
279,6,99,, ,
280,1,1,, ,5
280,2,99,, ,
280,3,1,, ,2
280,4,3,2, ,
280,5,1,, ,2
280,6,1,, ,5
281,1,1,, ,2
281,2,1,, ,2
281,3,3,3, ,
281,4,3,3, ,
281,5,2,, ,2
281,6,1,, ,5
282,1,1,, ,5
282,2,99,, ,
282,3,99,, ,
282,4,3,2, ,
282,5,99,, ,
282,6,1,, ,5
283,1,1,, ,2
283,2,1,, ,2
283,3,3,3, ,
283,4,3,3, ,
283,5,3,3, ,
283,6,1,, ,5
285,1,2,, ,2
285,2,99,, ,
285,3,99,, ,
285,4,99,, ,
285,5,99,, ,
285,6,99,, ,
286,1,1,, ,5
286,2,1,, ,2
286,3,1,, ,2
286,4,99,, ,
286,5,3,2, ,
286,6,1,, ,5
287,1,2,, ,3
287,2,99,, ,
287,3,99,, ,
287,4,99,, ,
287,5,99,, ,
287,6,99,, ,
289,1,99,, ,
289,2,99,, ,
289,3,99,, ,
289,4,99,, ,
289,5,99,, ,
289,6,99,, ,
290,1,99,, ,
290,2,99,, ,
290,3,99,, ,
290,4,99,, ,
290,5,99,, ,
290,6,99,, ,
292,1,99,, ,
292,2,99,, ,
292,3,99,, ,
292,4,99,, ,
292,5,99,, ,
292,6,99,, ,
293,1,99,, ,
293,2,99,, ,
293,3,99,, ,
293,4,99,, ,
293,5,99,, ,
293,6,99,, ,
295,1,1,, ,2
295,2,1,, ,2
295,3,1,, ,2
295,4,3,1, ,
295,5,1,, ,2
295,6,1,, ,5
296,1,1,, ,5
296,2,1,, ,2
296,3,3,2, ,
296,4,3,99, ,
296,5,1,, ,2
296,6,1,, ,5
297,1,1,, ,5
297,2,1,, ,2
297,3,3,2, ,
297,4,3,2, ,
297,5,3,2, ,
297,6,1,, ,5
299,1,2,, ,5
299,2,3,6, ,
299,3,2,, ,5
299,4,3,6, ,
299,5,3,6, ,
299,6,3,6, ,
301,1,1,, ,2
301,2,1,, ,2
301,3,1,, ,2
301,4,99,, ,
301,5,99,, ,
301,6,1,, ,5
302,1,1,, ,2
302,2,1,, ,2
302,3,2,, ,1
302,4,2,, ,2
302,5,1,, ,2
302,6,1,, ,5
303,1,1,, ,1
303,2,3,99, ,
303,3,3,99, ,
303,4,3,2, ,
303,5,3,2, ,
303,6,1,, ,1
304,1,2,, ,5
304,2,3,6, ,
304,3,2,, ,5
304,4,3,6, ,
304,5,3,6, ,
304,6,3,6, ,
305,1,2,, ,5
305,2,3,6, ,
305,3,2,, ,5
305,4,3,6, ,
305,5,3,6, ,
305,6,3,6, ,
307,1,1,, ,5
307,2,1,, ,2
307,3,3,2, ,
307,4,3,2, ,
307,5,3,2, ,
307,6,1,, ,5
308,1,1,, ,2
308,2,1,, ,2
308,3,1,, ,2
308,4,99,, ,
308,5,99,, ,
308,6,1,, ,5
309,1,1,, ,5
309,2,1,, ,2
309,3,3,99, ,
309,4,3,2, ,
309,5,3,99, ,
309,6,1,, ,5
310,1,1,, ,2
310,2,1,, ,2
310,3,1,, ,2
310,4,99,, ,
310,5,99,, ,
310,6,1,, ,5
311,1,2,, ,5
311,2,3,6, ,
311,3,2,, ,5
311,4,3,6, ,
311,5,3,6, ,
311,6,3,6, ,
490,1,1,, ,1
490,2,1,, ,1
490,3,1,, ,1
490,4,99,, ,
490,5,99,, ,
490,6,1,, ,1
491,1,1,, ,2
491,2,1,, ,2
491,3,1,, ,2
491,4,99,, ,
491,5,99,, ,
491,6,99,, ,
492,1,1,, ,2
492,2,1,, ,2
492,3,99,, ,
492,4,99,, ,
492,5,1,, ,2
492,6,1,, ,2
493,1,99,, ,
493,2,99,, ,
493,3,99,, ,
493,4,99,, ,
493,5,99,, ,
493,6,99,, ,
494,1,1,, ,2
494,2,1,, ,2
494,3,1,, ,2
494,4,99,, ,
494,5,99,, ,
494,6,1,, ,5
518,1,1,, ,2
518,2,1,, ,2
518,3,99,, ,
518,4,99,, ,
518,5,99,, ,
518,6,99,, ,
520,1,3,1, ,
520,2,99,, ,
520,3,1,, ,1
520,4,3,1, ,
520,5,99,, ,
520,6,99,, ,
521,1,99,, ,
521,2,99,, ,
521,3,99,, ,
521,4,3,1, ,
521,5,99,, ,
521,6,3,1, ,
522,1,3,4, ,
522,2,3,3, ,
522,3,1,, ,3
522,4,99,, ,
522,5,3,3, ,
522,6,99,, ,
523,1,99,, ,
523,2,99,, ,
523,3,99,, ,
523,4,99,, ,
523,5,99,, ,
523,6,99,, ,
577,1,2,, ,2
577,2,99,, ,
577,3,99,, ,
577,4,99,, ,
577,5,99,, ,
577,6,99,, ,
580,1,99,, ,
580,2,99,, ,
580,3,99,, ,
580,4,99,, ,
580,5,99,, ,
580,6,99,, ,
581,1,99,, ,
581,2,99,, ,
581,3,99,, ,
581,4,99,, ,
581,5,99,, ,
581,6,99,, ,
583,1,99,, ,
583,2,99,, ,
583,3,99,, ,
583,4,99,, ,
583,5,99,, ,
583,6,99,, ,
584,1,99,, ,
584,2,99,, ,
584,3,99,, ,
584,4,99,, ,
584,5,99,, ,
584,6,99,, ,
585,1,2,, ,2
585,2,99,, ,
585,3,99,, ,
585,4,99,, ,
585,5,99,, ,
585,6,99,, ,
586,1,99,, ,
586,2,99,, ,
586,3,99,, ,
586,4,99,, ,
586,5,99,, ,
586,6,99,, ,
587,1,2,, ,2
587,2,99,, ,
587,3,99,, ,
587,4,99,, ,
587,5,99,, ,
587,6,99,, ,
588,1,99,, ,
588,2,99,, ,
588,3,99,, ,
588,4,99,, ,
588,5,99,, ,
588,6,99,, ,
589,1,99,, ,
589,2,99,, ,
589,3,99,, ,
589,4,99,, ,
589,5,99,, ,
589,6,99,, ,
590,1,99,, ,
590,2,99,, ,
590,3,99,, ,
590,4,99,, ,
590,5,99,, ,
590,6,99,, ,
591,1,99,, ,
591,2,99,, ,
591,3,99,, ,
591,4,99,, ,
591,5,99,, ,
591,6,99,, ,
718,1,1,, ,2
718,2,1,, ,2
718,3,1,, ,5
718,4,99,, ,
718,5,3,1, ,
718,6,1,, ,5
719,1,1,, ,2
719,2,1,, ,2
719,3,1,, ,5
719,4,99,, ,
719,5,99,, ,
719,6,1,, ,5
720,1,99,, ,
720,2,99,, ,
720,3,99,, ,
720,4,99,, ,
720,5,99,, ,
720,6,99,, ,
721,1,99,, ,
721,2,99,, ,
721,3,99,, ,
721,4,99,, ,
721,5,99,, ,
721,6,99,, ,
722,1,1,, ,5
722,2,1,, ,1
722,3,1,, ,1
722,4,3,1, ,
722,5,1,, ,1
722,6,1,, ,5
723,1,1,, ,2
723,2,99,, ,
723,3,99,, ,
723,4,99,, ,
723,5,99,, ,
723,6,1,, ,5
724,1,1,, ,2
724,2,3,3, ,
724,3,3,6, ,
724,4,3,3, ,
724,5,3,3, ,
724,6,3,6, ,
725,1,99,, ,
725,2,99,, ,
725,3,99,, ,
725,4,99,, ,
725,5,99,, ,
725,6,99,, ,
726,1,99,, ,
726,2,99,, ,
726,3,99,, ,
726,4,99,, ,
726,5,99,, ,
726,6,1,, ,5
727,1,99,, ,
727,2,99,, ,
727,3,99,, ,
727,4,99,, ,
727,5,99,, ,
727,6,99,, ,
728,1,1,, ,2
728,2,1,, ,2
728,3,1,, ,5
728,4,99,, ,
728,5,99,, ,
728,6,1,, ,5
729,1,99,, ,
729,2,99,, ,
729,3,99,, ,
729,4,99,, ,
729,5,99,, ,
729,6,99,, ,
801,1,1,, ,2
801,2,2,, ,2
801,3,3,6, ,
801,4,3,6, ,
801,5,3,6, ,
801,6,2,, ,2
802,1,2,, ,1
802,2,99,, ,
802,3,99,, ,
802,4,99,, ,
802,5,99,, ,
802,6,99,, ,
803,1,99,, ,
803,2,99,, ,
803,3,99,, ,
803,4,99,, ,
803,5,99,, ,
803,6,99,, ,
805,1,2,, ,2
805,2,3,3, ,
805,3,3,3, ,
805,4,3,3, ,
805,5,3,3, ,
805,6,3,3, ,
806,1,99,, ,
806,2,99,, ,
806,3,99,, ,
806,4,99,, ,
806,5,99,, ,
806,6,99,, ,
807,1,2,, ,2
807,2,3,3, ,
807,3,3,6, ,
807,4,3,3, ,
807,5,3,6, ,
807,6,3,6, ,
808,1,99,, ,
808,2,99,, ,
808,3,99,, ,
808,4,99,, ,
808,5,99,, ,
808,6,99,, ,
809,1,99,, ,
809,2,99,, ,
809,3,99,, ,
809,4,99,, ,
809,5,99,, ,
809,6,99,, ,
810,1,99,, ,
810,2,99,, ,
810,3,99,, ,
810,4,99,, ,
810,5,99,, ,
810,6,99,, ,
812,1,3,3, ,
812,2,3,3, ,
812,3,3,3, ,
812,4,3,3, ,
812,5,3,6, ,
812,6,3,6, ,
813,1,99,, ,
813,2,99,, ,
813,3,99,, ,
813,4,99,, ,
813,5,99,, ,
813,6,99,, ,
814,1,3,3, ,
814,2,3,3, ,
814,3,3,3, ,
814,4,3,3, ,
814,5,3,3, ,
814,6,3,3, ,
816,1,1,, ,2
816,2,99,, ,
816,3,1,, ,5
816,4,99,, ,
816,5,99,, ,
816,6,1,, ,5
1158,1,1,, ,2
1158,2,99,, ,
1158,3,1,, ,5
1158,4,99,, ,
1158,5,99,, ,
1158,6,1,, ,5
1159,1,2,, ,1
1159,2,2,, ,1
1159,3,1,, ,1
1159,4,3,1, ,
1159,5,3,1, ,
1159,6,1,, ,1
1163,1,99,, ,
1163,2,99,, ,
1163,3,99,, ,
1163,4,99,, ,
1163,5,99,, ,
1163,6,99,, ,
1164,1,3,3, ,
1164,2,3,3, ,
1164,3,3,3, ,
1164,4,3,3, ,
1164,5,3,3, ,
1164,6,3,3, ,
1165,1,99,, ,
1165,2,99,, ,
1165,3,99,, ,
1165,4,99,, ,
1165,5,99,, ,
1165,6,99,, ,
1166,1,3,3, ,
1166,2,3,3, ,
1166,3,3,3, ,
1166,4,3,3, ,
1166,5,3,3, ,
1166,6,3,3, ,
1167,1,3,3, ,
1167,2,3,3, ,
1167,3,3,3, ,
1167,4,3,3, ,
1167,5,3,3, ,
1167,6,3,3, ,
1168,1,1,, ,2
1168,2,1,, ,2
1168,3,1,, ,5
1168,4,3,1, ,
1168,5,3,1, ,
1168,6,1,, ,5
1169,1,3,3, ,
1169,2,3,3, ,
1169,3,3,3, ,
1169,4,3,3, ,
1169,5,3,3, ,
1169,6,3,3, ,
1170,1,99,, ,
1170,2,99,, ,
1170,3,99,, ,
1170,4,99,, ,
1170,5,99,, ,
1170,6,99,, ,
1171,1,3,3, ,
1171,2,3,3, ,
1171,3,3,3, ,
1171,4,3,3, ,
1171,5,3,3, ,
1171,6,3,3, ,
1174,1,99,, ,
1174,2,99,, ,
1174,3,99,, ,
1174,4,99,, ,
1174,5,99,, ,
1174,6,99,, ,
1253,1,1,, ,2
1253,2,3,1, ,
1253,3,3,1, ,
1253,4,3,2, ,
1253,5,3,1, ,
1253,6,1,, ,5
1254,1,1,, ,2
1254,2,1,, ,2
1254,3,3,1, ,
1254,4,3,5, ,
1254,5,3,1, ,
1254,6,1,, ,5
1255,1,1,, ,2
1255,2,99,, ,
1255,3,99,, ,
1255,4,99,, ,
1255,5,99,, ,
1255,6,1,, ,5
1257,1,1,, ,1
1257,2,3,2, ,
1257,3,3,2, ,
1257,4,3,1, ,
1257,5,3,4, ,
1257,6,1,, ,1
1258,1,1,, ,2
1258,2,1,, ,2
1258,3,3,1, ,
1258,4,3,1, ,
1258,5,3,2, ,
1258,6,1,, ,5
1259,1,1,, ,1
1259,2,2,, ,1
1259,3,3,1, ,
1259,4,3,3, ,
1259,5,3,4, ,
1259,6,1,, ,1
1260,1,1,, ,2
1260,2,3,1, ,
1260,3,3,1, ,
1260,4,3,1, ,
1260,5,3,1, ,
1260,6,1,, ,2
1261,1,1,, ,1
1261,2,1,, ,1
1261,3,1,, ,1
1261,4,1,, ,1
1261,5,1,, ,1
1261,6,1,, ,1
1262,1,1,, ,2
1262,2,99,, ,
1262,3,99,, ,
1262,4,3,2, ,
1262,5,3,1, ,
1262,6,3,1, ,
1263,1,1,, ,2
1263,2,3,1, ,
1263,3,3,1, ,
1263,4,3,1, ,
1263,5,3,1, ,
1263,6,3,1, ,
1264,1,1,, ,1
1264,2,1,, ,1
1264,3,1,, ,1
1264,4,3,1, ,
1264,5,3,1, ,
1264,6,1,, ,1
1265,1,1,, ,2
1265,2,1,, ,2
1265,3,3,1, ,
1265,4,3,1, ,
1265,5,3,2, ,
1265,6,1,, ,5
1266,1,1,, ,2
1266,2,1,, ,2
1266,3,3,1, ,
1266,4,3,2, ,
1266,5,3,1, ,
1266,6,1,, ,5
1267,1,1,, ,2
1267,2,3,1, ,
1267,3,3,1, ,
1267,4,3,1, ,
1267,5,3,1, ,
1267,6,1,, ,5
1268,1,1,, ,2
1268,2,1,, ,2
1268,3,1,, ,2
1268,4,3,1, ,
1268,5,3,1, ,
1268,6,1,, ,5
1269,1,1,, ,4
1269,2,99,, ,
1269,3,99,, ,
1269,4,3,1, ,
1269,5,99,, ,
1269,6,1,, ,5
1336,1,1,, ,2
1336,2,1,, ,2
1336,3,3,6, ,
1336,4,3,3, ,
1336,5,3,6, ,
1336,6,1,, ,5
1337,1,2,, ,2
1337,2,3,3, ,
1337,3,3,6, ,
1337,4,3,3, ,
1337,5,3,3, ,
1337,6,3,3, ,
1339,1,2,, ,2
1339,2,3,3, ,
1339,3,3,3, ,
1339,4,3,3, ,
1339,5,3,3, ,
1339,6,3,3, ,
1340,1,99,, ,
1340,2,99,, ,
1340,3,99,, ,
1340,4,99,, ,
1340,5,99,, ,
1340,6,99,, ,
1341,1,3,3, ,
1341,2,3,3, ,
1341,3,3,3, ,
1341,4,3,3, ,
1341,5,3,3, ,
1341,6,3,3, ,
1342,1,2,, ,2
1342,2,3,3, ,
1342,3,3,6, ,
1342,4,3,3, ,
1342,5,3,3, ,
1342,6,3,3, ,
1416,1,2,, ,2
1416,2,3,3, ,
1416,3,3,6, ,
1416,4,3,3, ,
1416,5,3,3, ,
1416,6,2,, ,5
1418,1,1,, ,1
1418,2,3,3, ,
1418,3,3,6, ,
1418,4,3,3, ,
1418,5,3,3, ,
1418,6,3,3, ,
1420,1,2,, ,2
1420,2,3,3, ,
1420,3,3,6, ,
1420,4,3,3, ,
1420,5,3,3, ,
1420,6,3,6, ,
1421,1,3,3, ,
1421,2,3,3, ,
1421,3,3,6, ,
1421,4,3,3, ,
1421,5,3,3, ,
1421,6,3,3, ,
1424,1,2,, ,2
1424,2,3,3, ,
1424,3,3,6, ,
1424,4,3,3, ,
1424,5,3,6, ,
1424,6,3,6, ,
1425,1,2,, ,2
1425,2,3,3, ,
1425,3,3,6, ,
1425,4,3,3, ,
1425,5,3,6, ,
1425,6,2,, ,2
1430,1,2,, ,2
1430,2,99,, ,
1430,3,3,6, ,
1430,4,3,3, ,
1430,5,3,6, ,
1430,6,3,3, ,
1431,1,2,, ,2
1431,2,2,, ,2
1431,3,2,, ,2
1431,4,2,, ,2
1431,5,2,, ,2
1431,6,2,, ,2
1433,1,1,, ,2
1433,2,3,3, ,
1433,3,3,6, ,
1433,4,3,3, ,
1433,5,3,3, ,
1433,6,3,3, ,
1453,1,1,, ,2
1453,2,1,, ,2
1453,3,2,, ,2
1453,4,3,3, ,
1453,5,1,, ,2
1453,6,1,, ,5
1454,1,1,, ,5
1454,2,1,, ,2
1454,3,99,, ,
1454,4,99,, ,
1454,5,99,, ,
1454,6,1,, ,5
1455,1,1,, ,5
1455,2,1,, ,5
1455,3,99,, ,
1455,4,99,, ,
1455,5,99,, ,
1455,6,1,, ,5
1456,1,1,, ,5
1456,2,1,, ,2
1456,3,1,, ,2
1456,4,99,, ,
1456,5,99,, ,
1456,6,1,, ,5
1458,1,1,, ,2
1458,2,1,, ,2
1458,3,2,, ,2
1458,4,3,3, ,
1458,5,3,3, ,
1458,6,1,, ,5
1459,1,1,, ,5
1459,2,2,, ,5
1459,3,3,3, ,
1459,4,3,3, ,
1459,5,3,3, ,
1459,6,1,, ,5
1460,1,1,, ,2
1460,2,3,3, ,
1460,3,3,3, ,
1460,4,3,3, ,
1460,5,3,3, ,
1460,6,1,, ,5
1461,1,1,, ,5
1461,2,1,, ,2
1461,3,1,, ,2
1461,4,3,2, ,
1461,5,1,, ,2
1461,6,1,, ,5
1462,1,1,, ,1
1462,2,1,, ,1
1462,3,3,6, ,
1462,4,3,3, ,
1462,5,2,, ,1
1462,6,1,, ,1
1463,1,1,, ,5
1463,2,99,, ,
1463,3,99,, ,
1463,4,3,2, ,
1463,5,99,, ,
1463,6,1,, ,5
1464,1,99,, ,
1464,2,99,, ,
1464,3,99,, ,
1464,4,99,, ,
1464,5,99,, ,
1464,6,99,, ,
1465,1,99,, ,
1465,2,99,, ,
1465,3,99,, ,
1465,4,99,, ,
1465,5,99,, ,
1465,6,99,, ,
1466,1,1,, ,2
1466,2,1,, ,2
1466,3,1,, ,2
1466,4,3,3, ,
1466,5,1,, ,2
1466,6,1,, ,5
1512,1,3,3, ,
1512,2,3,3, ,
1512,3,2,, ,1
1512,4,3,3, ,
1512,5,3,3, ,
1512,6,2,, ,1
1514,1,2,, ,2
1514,2,3,3, ,
1514,3,3,6, ,
1514,4,3,3, ,
1514,5,3,6, ,
1514,6,1,, ,2
1515,1,2,, ,2
1515,2,3,3, ,
1515,3,3,3, ,
1515,4,3,6, ,
1515,5,3,6, ,
1515,6,3,6, ,
1516,1,2,, ,2
1516,2,2,, ,2
1516,3,2,, ,2
1516,4,3,3, ,
1516,5,3,6, ,
1516,6,1,, ,5
1517,1,2,, ,2
1517,2,2,, ,2
1517,3,3,6, ,
1517,4,3,6, ,
1517,5,3,6, ,
1517,6,2,, ,2
1518,1,1,, ,2
1518,2,1,, ,2
1518,3,1,, ,2
1518,4,3,3, ,
1518,5,3,3, ,
1518,6,1,, ,5
1521,1,2,, ,2
1521,2,2,, ,2
1521,3,2,, ,2
1521,4,3,6, ,
1521,5,3,6, ,
1521,6,1,, ,5
1522,1,2,, ,2
1522,2,3,3, ,
1522,3,3,6, ,
1522,4,3,3, ,
1522,5,3,3, ,
1522,6,3,3, ,
1525,1,2,, ,2
1525,2,3,3, ,
1525,3,3,6, ,
1525,4,3,3, ,
1525,5,3,6, ,
1525,6,2,, ,2
1526,1,1,, ,2
1526,2,2,, ,2
1526,3,3,6, ,
1526,4,3,3, ,
1526,5,3,3, ,
1526,6,2,, ,2
1527,1,99,, ,
1527,2,99,, ,
