HH_Id,Food_Item,Qnt_Consumed,ETB_Value
252,23,0,
252,24,0,
252,25,0,
252,26,0,
252,27,0,
252,28,1,130
252,29,0,
252,30,0,
252,31,20,200
252,32,1,100
252,33,0,
252,34,0,
252,35,0,
252,36,0,
252,37,0,
252,38,0,
252,39,0,
252,40,3,60
252,41,5,25
252,42,0,
252,43,0,
252,44,0,
252,45,0,
252,46,0,
252,47,0,
252,48,0,
252,49,0,
252,50,0,
252,51,0,
252,52,0,
252,53,0,
252,54,0,
252,55,0,
252,56,0,
252,57,0,
252,58,0,
252,59,0,
252,60,0,
252,61,2,50
252,62,0,
252,63,0,
252,64,0,
252,65,0,
252,66,0,
252,67,3,200
252,68,0,
252,69,0,
252,70,1,80
252,71,0,
252,72,0,
252,73,1,80
252,74,0,
252,75,1,150
252,76,0,
252,77,0,
252,78,0,
252,79,0,
252,80,0,
252,81,0,
252,82,0,
252,83,0,
252,84,0,
252,85,2,60
252,86,1,15
252,87,0,
252,88,0,
252,89,0,
252,90,0,
252,91,,0
252,92,,0
252,93,,0
252,94,,100
252,95,,0
252,96,,0
252,97,,0
252,98,,50
252,99,,0
252,100,,50
252,101,,0
253,1,15,450
253,2,0,
253,3,20,900
253,4,25,390
253,5,0,
253,6,1,40
253,7,0,
253,8,0,
253,9,0,
253,10,0,
253,11,50,250
253,12,4,240
253,13,0,
253,14,0,
253,15,0,
253,16,0,
253,17,0,
253,18,0,
253,19,0,
253,20,0,
253,21,0,
253,22,0,
253,23,0,
253,24,0,
253,25,0,
253,26,0,
253,27,0,
253,28,0,
253,29,0,
253,30,0,
253,31,25,300
253,32,0,
253,33,0,
253,34,0,
253,35,2,300
253,36,1600,999
253,37,1300,999
253,38,1400,999
253,39,0,
253,40,4,80
253,41,4,60
253,42,0,
253,43,0,
253,44,5,100
253,45,1,30
253,46,0,
253,47,0,
253,48,0,
253,49,0,
253,50,1,300
253,51,1,85
253,52,0,
253,53,0,
253,54,0,
253,55,0,
253,56,0,
253,57,0,
253,58,0,
253,59,0,
253,60,0,
253,61,0,
253,62,0,
253,63,0,
253,64,0,
253,65,0,
253,66,0,
253,67,0,
253,68,0,
253,69,0,
253,70,15,90
253,71,0,
253,72,0,
253,73,1,375
253,74,0,
253,75,0,
253,76,0,
253,77,2,260
253,78,0,
253,79,0,
253,80,0,
253,81,0,
253,82,0,
253,83,0,
253,84,0,
253,85,2,100
253,86,1,15
253,87,0,
253,88,0,
253,89,0,
253,90,0,
253,91,,0
253,92,,0
253,93,,0
253,94,,350
253,95,,0
253,96,,250
253,97,,0
253,98,,125
253,99,,20
253,100,,50
253,101,,0
255,1,20,400
255,2,0,
255,3,20,800
255,4,20,840
255,5,0,
255,6,0,
255,7,0,
255,8,0,
255,9,0,
255,10,0,
255,11,0,
255,12,0,
255,13,0,
255,14,8,400
255,15,0,
255,16,0,
255,17,0,
255,18,0,
255,19,0,
255,20,0,
255,21,0,
255,22,0,
255,23,0,
255,24,0,
255,25,0,
255,26,0,
255,27,0,
255,28,0,
255,29,0,
255,30,0,
255,31,0,
255,32,0,
255,33,0,
255,34,0,
255,35,1,120
255,36,450,9999
255,37,200,9999
255,38,100,9999
255,39,0,
255,40,0,
255,41,5,50
255,42,0,
255,43,0,
255,44,3,30
255,45,0,
255,46,0,
255,47,0,
255,48,0,
255,49,0,
255,50,1,250
255,51,1,0
255,52,0,
255,53,0,
255,54,0,
255,55,0,
255,56,0,
255,57,0,
255,58,0,
255,59,0,
255,60,0,
255,61,0,
255,62,0,
255,63,0,
255,64,0,
255,65,0,
255,66,0,
255,67,0,
255,68,0,
255,69,0,
255,70,10,50
255,71,0,
255,72,0,
255,73,0,
255,74,0,
255,75,0,
255,76,0,
255,77,1,120
255,78,0,
255,79,0,
255,80,0,
255,81,0,
255,82,0,
255,83,0,
255,84,0,
255,85,0,
255,86,1,16
255,87,0,
255,88,0,
255,89,0,
255,90,0,
255,91,,0
255,92,,0
255,93,,0
255,94,,30
255,95,,0
255,96,,0
255,97,,0
255,98,,50
255,99,,25
255,100,,0
255,101,,0
256,1,0,
256,2,30,580
256,3,15,600
256,4,20,500
256,5,0,
256,6,0,
256,7,0,
256,8,0,
256,9,0,
256,10,0,
256,11,8,40
256,12,0,
256,13,0,
256,14,4,400
256,15,0,
256,16,0,
256,17,0,
256,18,0,
256,19,0,
256,20,0,
256,21,0,
256,22,0,
256,23,0,
256,24,0,
256,25,0,
256,26,0,
256,27,0,
256,28,0,
256,29,0,
256,30,0,
256,31,0,
256,32,0,
256,33,0,
256,34,0,
256,35,1,220
256,36,3000,9999
256,37,1500,9999
256,38,200,9999
256,39,0,
256,40,0,
256,41,4,40
256,42,5,50
256,43,0,
256,44,10,50
256,45,0,
256,46,0,
256,47,0,
256,48,0,
256,49,0,
256,50,2,500
256,51,0,
256,52,0,
256,53,0,
256,54,0,
256,55,0,
256,56,0,
256,57,0,
256,58,0,
256,59,0,
256,60,0,
256,61,0,
256,62,0,
256,63,0,
256,64,0,
256,65,0,
256,66,0,
256,67,0,
256,68,0,
256,69,0,
256,70,0,
256,71,0,
256,72,0,
256,73,0,
256,74,0,
256,75,0,
256,76,0,
256,77,1,130
256,78,0,
256,79,0,
256,80,0,
256,81,0,
256,82,0,
256,83,0,
256,84,0,
256,85,0,
256,86,1,13
256,87,0,
256,88,0,
256,89,0,
256,90,0,
256,91,,0
256,92,,0
256,93,,0
256,94,,250
256,95,,0
256,96,,0
256,97,,0
256,98,,100
256,99,,25
256,100,,30
256,101,,0
257,1,0,
257,2,15,300
257,3,15,600
257,4,15,405
257,5,0,
257,6,0,
257,7,0,
257,8,0,
257,9,0,
257,10,0,
257,11,6,30
257,12,0,
257,13,0,
257,14,4,400
257,15,0,
257,16,0,
257,17,0,
257,18,0,
257,19,0,
257,20,0,
257,21,0,
257,22,0,
257,23,0,
257,24,0,
257,25,0,
257,26,0,
257,27,0,
257,28,0,
257,29,0,
257,30,0,
257,31,0,
257,32,0,
257,33,0,
257,34,0,
257,35,1,200
257,36,2500,9999
257,37,500,9999
257,38,150,9999
257,39,0,
257,40,0,
257,41,4,30
257,42,5,25
257,43,0,
257,44,5,25
257,45,0,
257,46,0,
257,47,0,
257,48,0,
257,49,0,
257,50,2,600
257,51,1,50
257,52,0,
257,53,0,
257,54,0,
257,55,0,
257,56,0,
257,57,0,
257,58,0,
257,59,0,
257,60,0,
257,61,0,
257,62,0,
257,63,0,
257,64,0,
257,65,0,
257,66,0,
257,67,0,
257,68,0,
257,69,0,
257,70,0,
257,71,0,
257,72,0,
257,73,0,
257,74,0,
257,75,0,
257,76,0,
257,77,2,260
257,78,0,
257,79,0,
257,80,0,
257,81,0,
257,82,0,
257,83,0,
257,84,0,
257,85,0,
257,86,1,13
257,87,0,
257,88,0,
257,89,0,
257,90,0,
257,91,,0
257,92,,0
257,93,,0
257,94,,300
257,95,,50
257,96,,100
257,97,,0
257,98,,120
257,99,,30
257,100,,50
257,101,,0
258,1,100,2200
258,2,0,
258,3,150,6000
258,4,100,3200
258,5,0,
258,6,0,
258,7,0,
258,8,0,
258,9,0,
258,10,0,
258,11,2,600
258,12,0,
258,13,0,
258,14,0,
258,15,0,
258,16,0,
258,17,0,
258,18,0,
258,19,0,
258,20,0,
258,21,0,
258,22,0,
258,23,0,
258,24,0,
258,25,0,
258,26,0,
258,27,0,
258,28,0,
258,29,0,
258,30,0,
258,31,130,65
258,32,0,
258,33,0,
258,34,0,
258,35,0,
258,36,0,
258,37,0,
258,38,0,
258,39,0,
258,40,0,
258,41,6,60
258,42,0,
258,43,0,
258,44,15,150
258,45,0,
258,46,0,
258,47,0,
258,48,0,
258,49,0,
258,50,2,600
258,51,0,
258,52,0,
258,53,0,
258,54,0,
258,55,0,
258,56,0,
258,57,0,
258,58,0,
258,59,0,
258,60,0,
258,61,0,
258,62,10,600
258,63,0,
258,64,0,
258,65,0,
258,66,0,
258,67,0,
258,68,0,
258,69,0,
258,70,0,
258,71,0,
258,72,0,
258,73,0,
258,74,0,
258,75,0,
258,76,0,
258,77,0,
258,78,0,
258,79,0,
258,80,0,
258,81,0,
258,82,0,
258,83,0,
258,84,0,
258,85,0,
258,86,1,15
258,87,0,
258,88,0,
258,89,0,
258,90,0,
258,91,,0
258,92,,400
258,93,,0
258,94,,0
258,95,,0
258,96,,0
258,97,,0
258,98,,150
258,99,,0
258,100,,0
258,101,,0
383,1,100,2500
383,2,0,
383,3,50,42
383,4,15,600
383,5,0,
383,6,0,
383,7,0,
383,8,0,
383,9,0,
383,10,0,
383,11,3,45
383,12,5,250
383,13,0,
383,14,0,
383,15,0,
383,16,0,
383,17,0,
383,18,0,
383,19,0,
383,20,0,
383,21,0,
383,22,0,
383,23,0,
383,24,0,
383,25,0,
383,26,0,
383,27,0,
383,28,2,360
383,29,0,
383,30,0,
383,31,120,60
383,32,0,
383,33,0,
383,34,0,
383,35,0,
383,36,0,
383,37,0,
383,38,0,
383,39,0,
383,40,0,
383,41,6,90
383,42,0,
383,43,0,
383,44,10,50
383,45,0,
383,46,0,
383,47,0,
383,48,0,
383,49,0,
383,50,2,400
383,51,1,100
383,52,0,
383,53,0,
383,54,0,
383,55,0,
383,56,0,
383,57,0,
383,58,0,
383,59,0,
383,60,0,
383,61,0,
383,62,0,
383,63,0,
383,64,0,
383,65,0,
383,66,0,
383,67,0,
383,68,0,
383,69,0,
383,70,0,
383,71,0,
383,72,0,
383,73,0,
383,74,0,
383,75,0,
383,76,0,
383,77,0,
383,78,0,
383,79,0,
383,80,0,
383,81,0,
383,82,0,
383,83,0,
383,84,0,
383,85,0,
383,86,1,24
383,87,0,
383,88,0,
383,89,0,
383,90,0,
383,91,,0
383,92,,0
383,93,,0
383,94,,100
383,95,,0
383,96,,0
383,97,,0
383,98,,0
383,99,,0
383,100,,0
383,101,,0
385,1,50,1050
385,2,0,
385,3,25,1050
385,4,10,280
385,5,0,
385,6,0,
385,7,0,
385,8,0,
385,9,0,
385,10,0,
385,11,5,50
385,12,5,500
385,13,0,
385,14,0,
385,15,0,
385,16,0,
385,17,0,
385,18,0,
385,19,0,
385,20,0,
385,21,0,
385,22,0,
385,23,0,
385,24,0,
385,25,0,
385,26,0,
385,27,0,
385,28,2,360
385,29,0,
385,30,0,
385,31,25,250
385,32,0,
385,33,0,
385,34,0,
385,35,0,
385,36,0,
385,37,0,
385,38,0,
385,39,0,
385,40,3,36
385,41,10,100
385,42,0,
385,43,0,
385,44,5,100
385,45,0,
385,46,0,
385,47,0,
385,48,0,
385,49,0,
385,50,1,350
385,51,0,
385,52,0,
385,53,0,
385,54,0,
385,55,0,
385,56,0,
385,57,0,
385,58,0,
385,59,0,
385,60,0,
385,61,0,
385,62,0,
385,63,0,
385,64,0,
385,65,14,3000
385,66,0,
385,67,0,
385,68,0,
385,69,0,
385,70,0,
385,71,0,
385,72,0,
385,73,0,
385,74,0,
385,75,0,
385,76,0,
385,77,0,
385,78,0,
385,79,0,
385,80,0,
385,81,0,
385,82,0,
385,83,0,
385,84,0,
385,85,0,
385,86,1,15
385,87,0,
385,88,0,
385,89,0,
385,90,0,
385,91,,1000
385,92,,200
385,93,,0
385,94,,250
385,95,,0
385,96,,0
385,97,,0
385,98,,200
385,99,,60
385,100,,25
385,101,,0
386,1,20,400
386,2,0,
386,3,20,880
386,4,25,650
386,5,0,
386,6,0,
386,7,0,
386,8,0,
386,9,0,
386,10,0,
386,11,20,200
386,12,0,
386,13,0,
386,14,0,
386,15,0,
386,16,0,
386,17,0,
386,18,0,
386,19,0,
386,20,0,
386,21,0,
386,22,0,
386,23,0,
386,24,0,
386,25,0,
386,26,0,
386,27,0,
386,28,0,
386,29,0,
386,30,0,
386,31,50,500
386,32,0,
386,33,0,
386,34,2,300
386,35,1,180
386,36,1600,999
386,37,1200,999
386,38,1000,999
386,39,0,
386,40,6,120
386,41,10,200
386,42,5,75
386,43,0,
386,44,0,
386,45,2,60
386,46,0,
386,47,0,
386,48,0,
386,49,0,
386,50,1,190
386,51,1,85
386,52,0,
386,53,0,
386,54,0,
386,55,0,
386,56,0,
386,57,0,
386,58,0,
386,59,0,
386,60,0,
386,61,0,
386,62,0,
386,63,2,400
386,64,0,
386,65,0,
386,66,0,
386,67,0,
386,68,0,
386,69,0,
386,70,30,180
386,71,12,240
386,72,0,
386,73,0,
386,74,0,
386,75,0,
386,76,0,
386,77,3,240
386,78,0,
386,79,0,
386,80,0,
386,81,0,
386,82,0,
386,83,0,
386,84,0,
386,85,1,50
386,86,1,15
386,87,0,
386,88,0,
386,89,0,
386,90,0,
386,91,,0
386,92,,0
386,93,,0
386,94,,200
386,95,,0
386,96,,250
386,97,,0
386,98,,100
386,99,,0
386,100,,100
386,101,,0
388,1,25,525
388,2,0,
388,3,25,1025
388,4,50,1400
388,5,0,
388,6,0,
388,7,0,
388,8,0,
388,9,0,
388,10,0,
388,11,10,100
388,12,6,300
388,13,0,
388,14,0,
388,15,0,
388,16,0,
388,17,0,
388,18,0,
388,19,0,
388,20,0,
388,21,0,
388,22,0,
388,23,0,
388,24,0,
388,25,0,
388,26,0,
388,27,0,
388,28,1,200
388,29,0,
388,30,0,
388,31,130,80
388,32,0,
388,33,0,
388,34,0,
388,35,0,
388,36,0,
388,37,0,
388,38,0,
388,39,0,
388,40,0,
388,41,8,120
388,42,0,
388,43,0,
388,44,3,60
388,45,0,
388,46,0,
388,47,0,
388,48,0,
388,49,0,
388,50,1,300
388,51,0,
388,52,0,
388,53,0,
388,54,0,
388,55,0,
388,56,0,
388,57,0,
388,58,0,
388,59,0,
388,60,0,
388,61,0,
388,62,0,
388,63,0,
388,64,0,
388,65,0,
388,66,0,
388,67,1,200
388,68,0,
388,69,0,
388,70,15,90
388,71,0,
388,72,0,
388,73,0,
388,74,0,
388,75,0,
388,76,0,
388,77,0,
388,78,0,
388,79,0,
388,80,0,
388,81,1,50
388,82,0,
388,83,0,
388,84,0,
388,85,0,
388,86,2,41
388,87,0,
388,88,0,
388,89,0,
388,90,0,
388,91,,0
388,92,,0
388,93,,0
388,94,,200
388,95,,0
388,96,,0
388,97,,0
388,98,,100
388,99,,50
388,100,,50
388,101,,0
389,1,50,1200
389,2,0,
389,3,20,800
389,4,50,1500
389,5,0,
389,6,0,
389,7,0,
389,8,0,
389,9,0,
389,10,0,
389,11,0,
389,12,0,
389,13,0,
389,14,20,800
389,15,0,
389,16,0,
389,17,0,
389,18,0,
389,19,0,
389,20,0,
389,21,0,
389,22,0,
389,23,0,
389,24,0,
389,25,0,
389,26,0,
389,27,0,
389,28,0,
389,29,0,
389,30,0,
389,31,0,
389,32,0,
389,33,0,
389,34,0,
389,35,1,200
389,36,9999,9999
389,37,9999,9999
389,38,100,9999
389,39,0,
389,40,0,
389,41,2,40
389,42,0,
389,43,0,
389,44,0,
389,45,0,
389,46,0,
389,47,0,
389,48,0,
389,49,0,
389,50,0,
389,51,0,
389,52,0,
389,53,0,
389,54,0,
389,55,0,
389,56,0,
389,57,0,
389,58,0,
389,59,0,
389,60,0,
389,61,0,
389,62,0,
389,63,0,
389,64,0,
389,65,0,
389,66,0,
389,67,0,
389,68,0,
389,69,0,
389,70,0,
389,71,0,
389,72,0,
389,73,0,
389,74,0,
389,75,0,
389,76,0,
389,77,1,145
389,78,0,
389,79,0,
389,80,0,
389,81,0,
389,82,0,
389,83,0,
389,84,0,
389,85,0,
389,86,1,18
389,87,0,
389,88,0,
389,89,0,
389,90,0,
389,91,,0
389,92,,0
389,93,,0
389,94,,0
389,95,,0
389,96,,0
389,97,,0
389,98,,50
389,99,,0
389,100,,0
389,101,,0
390,1,50,1400
390,2,0,
390,3,50,2800
390,4,0,
390,5,0,
390,6,0,
390,7,0,
390,8,0,
390,9,0,
390,10,0,
390,11,7,60
390,12,5,125
390,13,0,
390,14,0,
390,15,0,
390,16,0,
390,17,0,
390,18,0,
390,19,0,
390,20,0,
390,21,0,
390,22,0,
390,23,0,
390,24,0,
390,25,0,
390,26,0,
390,27,0,
390,28,0,
390,29,0,
390,30,0,
390,31,30,150
390,32,0,
390,33,0,
390,34,0,
390,35,1,180
390,36,200,9999
390,37,300,9999
390,38,1200,9999
390,39,0,
390,40,0,
390,41,6,36
390,42,0,
390,43,0,
390,44,10,9999
390,45,0,
390,46,0,
390,47,0,
390,48,0,
390,49,0,
390,50,1,350
390,51,1,40
390,52,0,
390,53,0,
390,54,0,
390,55,0,
390,56,0,
390,57,0,
390,58,0,
390,59,0,
390,60,0,
390,61,0,
390,62,0,
390,63,60,2500
390,64,0,
390,65,0,
390,66,0,
390,67,0,
390,68,0,
390,69,0,
390,70,20,180
390,71,30,450
390,72,0,
390,73,0,
390,74,0,
390,75,0,
390,76,0,
390,77,1,160
390,78,0,
390,79,0,
390,80,0,
390,81,0,
390,82,0,
390,83,0,
390,84,0,
390,85,0,
390,86,1,20
390,87,0,
390,88,0,
390,89,0,
390,90,0,
390,91,,0
390,92,,0
390,93,,0
390,94,,150
390,95,,0
390,96,,0
390,97,,0
390,98,,40
390,99,,0
390,100,,200
390,101,,0
391,1,15,300
391,2,10,200
391,3,50,1500
391,4,25,575
391,5,5,125
391,6,0,
391,7,15,225
391,8,0,
391,9,0,
391,10,0,
391,11,10,300
391,12,0,
391,13,0,
391,14,0,
391,15,0,
391,16,0,
391,17,0,
391,18,0,
391,19,0,
391,20,0,
391,21,0,
391,22,0,
391,23,0,
391,24,0,
391,25,0,
391,26,0,
391,27,0,
391,28,1,140
391,29,0,
391,30,0,
391,31,3,3
391,32,0,
391,33,0,
391,34,0,
391,35,0,
391,36,30,0
391,37,50,0
391,38,60,0
391,39,0,
391,40,0,
391,41,5,125
391,42,0,
391,43,0,
391,44,0,
391,45,0,
391,46,0,
391,47,0,
391,48,0,
391,49,0,
391,50,0,
391,51,0,
391,52,0,
391,53,0,
391,54,0,
391,55,0,
391,56,0,
391,57,0,
391,58,0,
391,59,0,
391,60,0,
391,61,0,
391,62,0,
391,63,0,
391,64,0,
391,65,0,
391,66,0,
391,67,0,
391,68,0,
391,69,0,
391,70,10,60
391,71,10,200
391,72,0,
391,73,0,
391,74,0,
391,75,0,
391,76,0,
391,77,0,
391,78,0,
391,79,0,
391,80,0,
391,81,0,
391,82,0,
391,83,0,
391,84,0,
391,85,5,225
391,86,2,30
391,87,0,
391,88,0,
391,89,0,
391,90,0,
391,91,,0
391,92,,0
391,93,,0
391,94,,500
391,95,,0
391,96,,0
391,97,,0
391,98,,150
391,99,,0
391,100,,0
391,101,,0
392,1,0,
392,2,40,560
392,3,60,2280
392,4,0,
392,5,0,
392,6,0,
392,7,0,
392,8,0,
392,9,0,
392,10,0,
392,11,7,70
392,12,0,
392,13,0,
392,14,0,
392,15,0,
392,16,0,
392,17,0,
392,18,0,
392,19,0,
392,20,0,
392,21,0,
392,22,0,
392,23,0,
392,24,0,
392,25,0,
392,26,0,
392,27,0,
392,28,0,
392,29,0,
392,30,0,
392,31,0,
392,32,0,
392,33,0,
392,34,0,
392,35,2,340
392,36,1500,9999
392,37,600,9999
392,38,600,9999
392,39,0,
392,40,0,
392,41,5,50
392,42,5,40
392,43,0,
392,44,0,
392,45,0,
392,46,0,
392,47,0,
392,48,0,
392,49,0,
392,50,0,
392,51,1,100
392,52,5,150
392,53,0,
392,54,0,
392,55,0,
392,56,0,
392,57,0,
392,58,0,
392,59,2,80
392,60,0,
392,61,0,
392,62,0,
392,63,0,
392,64,0,
392,65,20,3000
392,66,0,
392,67,0,
392,68,0,
392,69,0,
392,70,20,120
392,71,10,250
392,72,5,250
392,73,2,600
392,74,7,200
392,75,0,
392,76,0,
392,77,3,450
392,78,0,
392,79,0,
392,80,0,
392,81,0,
392,82,0,
392,83,0,
392,84,0,
392,85,0,
392,86,2,40
392,87,0,
392,88,0,
392,89,0,
392,90,0,
392,91,,0
392,92,,0
392,93,,0
392,94,,0
392,95,,0
392,96,,0
392,97,,0
392,98,,0
392,99,,0
392,100,,0
392,101,,0
393,1,15,375
393,2,0,
393,3,20,860
393,4,15,405
393,5,0,
393,6,0,
393,7,0,
393,8,0,
393,9,0,
393,10,0,
393,11,15,150
393,12,0,
393,13,0,
393,14,0,
393,15,0,
393,16,0,
393,17,0,
393,18,0,
393,19,0,
393,20,0,
393,21,0,
393,22,0,
393,23,0,
393,24,0,
393,25,0,
393,26,0,
393,27,0,
393,28,0,
393,29,0,
393,30,0,
393,31,30,300
393,32,0,
393,33,0,
393,34,1,150
393,35,1,185
393,36,1500,9999
393,37,1200,9999
393,38,900,999
393,39,0,
393,40,5,100
393,41,7,140
393,42,5,100
393,43,0,
393,44,0,
393,45,3,60
393,46,0,
393,47,0,
393,48,0,
393,49,0,
393,50,1,200
393,51,1,90
393,52,0,
393,53,0,
393,54,0,
393,55,0,
393,56,0,
393,57,0,
393,58,0,
393,59,0,
393,60,0,
393,61,0,
393,62,0,
393,63,2,400
393,64,0,
393,65,0,
393,66,0,
393,67,0,
393,68,0,
393,69,0,
393,70,30,180
393,71,15,375
393,72,0,
393,73,0,
393,74,0,
393,75,0,
393,76,0,
393,77,3,240
393,78,0,
393,79,0,
393,80,0,
393,81,0,
393,82,0,
393,83,0,
393,84,0,
393,85,1,50
393,86,1,15
393,87,0,
393,88,0,
393,89,0,
393,90,0,
393,91,,0
393,92,,0
393,93,,0
393,94,,300
393,95,,0
393,96,,400
393,97,,0
393,98,,100
393,99,,0
393,100,,0
393,101,,0
394,1,0,
394,2,25,500
394,3,75,3000
394,4,0,
394,5,0,
394,6,0,
394,7,0,
394,8,0,
394,9,0,
394,10,8,0
394,11,7,80
394,12,0,
