HH_Id,Info_Src_Name_M,Info_Access_Yn_M,NoInfo_Access_Rsn_M,NoInfo_Access_Rsn_Othr_M,Info_Access_Decision_M
1586,1,2,, ,5
1586,2,3,6, ,
1586,3,2,, ,5
1586,4,3,6, ,
1586,5,3,6, ,
1586,6,3,6, ,
1587,1,2,, ,1
1587,2,3,6, ,
1587,3,1,, ,5
1587,4,3,6, ,
1587,5,3,6, ,
1587,6,2,, ,1
1589,1,1,, ,5
1589,2,2,, ,1
1589,3,1,, ,5
1589,4,3,6, ,
1589,5,3,6, ,
1589,6,2,, ,1
1590,1,2,, ,1
1590,2,3,6, ,
1590,3,1,, ,3
1590,4,3,6, ,
1590,5,3,6, ,
1590,6,2,, ,1
1591,1,2,, ,5
1591,2,3,5, ,
1591,3,1,, ,5
1591,4,3,6, ,
1591,5,3,6, ,
1591,6,2,, ,1
1593,1,1,, ,1
1593,2,1,, ,1
1593,3,1,, ,1
1593,4,3,1, ,
1593,5,3,1, ,
1593,6,1,, ,1
1611,1,1,, ,1
1611,2,3,1, ,
1611,3,1,, ,2
1611,4,3,2, ,
1611,5,1,, ,1
1611,6,1,, ,2
1612,1,1,, ,1
1612,2,2,, ,2
1612,3,1,, ,1
1612,4,3,3, ,
1612,5,3,1, ,
1612,6,3,1, ,
1614,1,1,, ,1
1614,2,3,2, ,
1614,3,3,2, ,
1614,4,3,1, ,
1614,5,3,1, ,
1614,6,3,2, ,
1615,1,2,, ,1
1615,2,3,1, ,
1615,3,3,1, ,
1615,4,3,3, ,
1615,5,1,, ,1
1615,6,1,, ,1
1616,1,1,, ,1
1616,2,1,, ,1
1616,3,1,, ,1
1616,4,3,1, ,
1616,5,1,, ,1
1616,6,1,, ,2
1620,1,1,, ,1
1620,2,1,, ,1
1620,3,2,, ,1
1620,4,3,2, ,
1620,5,3,99, ,
1620,6,2,, ,1
1622,1,1,, ,5
1622,2,1,, ,5
1622,3,1,, ,5
1622,4,2,, ,5
1622,5,2,, ,5
1622,6,1,, ,5
1623,1,1,, ,1
1623,2,2,, ,1
1623,3,3,1, ,
1623,4,3,1, ,
1623,5,2,, ,1
1623,6,3,2, ,
1624,1,1,, ,1
1624,2,1,, ,1
1624,3,2,, ,1
1624,4,3,2, ,
1624,5,1,, ,5
1624,6,3,1, ,
1626,,,, ,
1627,1,2,, ,1
1627,2,3,2, ,
1627,3,3,4, ,
1627,4,3,2, ,
1627,5,3,5, ,
1627,6,3,3, ,
1628,1,2,, ,1
1628,2,99,, ,
1628,3,99,, ,
1628,4,99,, ,
1628,5,99,, ,
1628,6,99,, ,
1629,1,1,, ,1
1629,2,99,, ,
1629,3,99,, ,
1629,4,99,, ,
1629,5,99,, ,
1629,6,99,, ,
1630,1,2,, ,1
1630,2,3,2, ,
1630,3,99,, ,
1630,4,99,, ,
1630,5,99,, ,
1630,6,99,, ,
1631,1,99,, ,
1631,2,99,, ,
1631,3,99,, ,
1631,4,99,, ,
1631,5,99,, ,
1631,6,99,, ,
1632,1,2,, ,1
1632,2,99,, ,
1632,3,99,, ,
1632,4,99,, ,
1632,5,99,, ,
1632,6,99,, ,
1633,1,2,, ,1
1633,2,99,, ,
1633,3,99,, ,
1633,4,99,, ,
1633,5,99,, ,
1633,6,99,, ,
1634,1,2,, ,1
1634,2,99,, ,
1634,3,99,, ,
1634,4,99,, ,
1634,5,99,, ,
1634,6,99,, ,
1636,1,2,, ,1
1636,2,3,2, ,
1636,3,3,4, ,
1636,4,3,2, ,
1636,5,3,4, ,
1636,6,3,2, ,
1638,1,2,, ,1
1638,2,99,, ,
1638,3,99,, ,
1638,4,99,, ,
1638,5,99,, ,
1638,6,99,, ,
1639,1,2,, ,1
1639,2,99,, ,
1639,3,99,, ,
1639,4,99,, ,
1639,5,99,, ,
1639,6,99,, ,
1640,1,2,, ,1
1640,2,3,3, ,
1640,3,3,5, ,
1640,4,3,2, ,
1640,5,3,4, ,
1640,6,3,3, ,
1641,1,1,, ,1
1641,2,1,, ,1
1641,3,1,, ,1
1641,4,1,, ,1
1641,5,1,, ,1
1641,6,1,, ,1
1642,1,1,, ,1
1642,2,1,, ,1
1642,3,3,1, ,
1642,4,3,1, ,
1642,5,3,1, ,
1642,6,1,, ,1
1643,1,1,, ,1
1643,2,1,, ,1
1643,3,1,, ,1
1643,4,99,, ,
1643,5,1,, ,1
1643,6,1,, ,1
1644,1,1,, ,1
1644,2,1,, ,1
1644,3,1,, ,1
1644,4,3,1, ,
1644,5,1,, ,1
1644,6,1,, ,5
1645,1,1,, ,1
1645,2,1,, ,1
1645,3,1,, ,1
1645,4,1,, ,1
1645,5,1,, ,1
1645,6,1,, ,1
1647,,,, ,
1648,,,, ,
1649,1,1,, ,1
1649,2,1,, ,1
1649,3,1,, ,1
1649,4,3,1, ,
1649,5,1,, ,1
1649,6,1,, ,5
1651,1,1,, ,5
1651,2,1,, ,1
1651,3,1,, ,1
1651,4,3,1, ,
1651,5,1,, ,1
1651,6,3,1, ,
1652,1,1,, ,1
1652,2,1,, ,1
1652,3,1,, ,5
1652,4,99,, ,
1652,5,99,, ,
1652,6,1,, ,5
1675,1,2,, ,1
1675,2,99,, ,
1675,3,99,, ,
1675,4,99,, ,
1675,5,99,, ,
1675,6,99,, ,
1676,1,2,, ,1
1676,2,3,3, ,
1676,3,3,2, ,
1676,4,3,2, ,
1676,5,3,2, ,
1676,6,3,2, ,
1681,1,1,, ,1
1681,2,1,, ,1
1681,3,1,, ,1
1681,4,3,6, ,
1681,5,1,, ,1
1681,6,1,, ,1
1683,1,1,, ,1
1683,2,1,, ,1
1683,3,2,, ,1
1683,4,3,3, ,
1683,5,1,, ,1
1683,6,1,, ,1
1688,1,2,, ,5
1688,2,2,, ,1
1688,3,1,, ,5
1688,4,3,6, ,
1688,5,3,6, ,
1688,6,1,, ,5
1689,1,2,, ,5
1689,2,2,, ,1
1689,3,2,, ,5
1689,4,3,6, ,
1689,5,3,6, ,
1689,6,2,, ,5
1690,1,1,, ,5
1690,2,3,6, ,
1690,3,1,, ,5
1690,4,3,6, ,
1690,5,3,6, ,
1690,6,1,, ,5
1692,1,1,, ,5
1692,2,2,, ,1
1692,3,1,, ,5
1692,4,3,6, ,
1692,5,3,6, ,
1692,6,2,, ,1
1693,1,2,, ,5
1693,2,2,, ,1
1693,3,1,, ,5
1693,4,3,6, ,
1693,5,3,6, ,
1693,6,1,, ,5
1709,1,1,, ,1
1709,2,1,, ,1
1709,3,1,, ,1
1709,4,99,, ,
1709,5,99,, ,
1709,6,2,, ,1
1710,1,1,, ,1
1710,2,1,, ,1
1710,3,1,, ,1
1710,4,99,, ,
1710,5,99,, ,
1710,6,1,, ,1
1711,1,1,, ,1
1711,2,1,, ,1
1711,3,99,, ,
1711,4,99,, ,
1711,5,99,, ,
1711,6,3,1, ,
1712,1,1,, ,1
1712,2,1,, ,1
1712,3,1,, ,1
1712,4,99,, ,
1712,5,99,, ,
1712,6,3,1, ,
1713,,,, ,
1714,1,2,, ,1
1714,2,3,1, ,
1714,3,1,, ,1
1714,4,99,, ,
1714,5,1,, ,1
1714,6,1,, ,1
1715,1,2,, ,5
1715,2,3,6, ,
1715,3,1,, ,5
1715,4,3,6, ,
1715,5,3,6, ,
1715,6,2,, ,1
1716,1,1,, ,5
1716,2,2,, ,1
1716,3,2,, ,5
1716,4,3,6, ,
1716,5,3,6, ,
1716,6,2,, ,5
1719,1,1,, ,1
1719,2,2,, ,1
1719,3,1,, ,5
1719,4,3,6, ,
1719,5,3,6, ,
1719,6,2,, ,5
1721,1,2,, ,5
1721,2,3,3, ,
1721,3,2,, ,5
1721,4,3,6, ,
1721,5,3,6, ,
1721,6,2,, ,5
1722,1,1,, ,5
1722,2,2,, ,5
1722,3,1,, ,5
1722,4,3,6, ,
1722,5,3,6, ,
1722,6,2,, ,5
1723,1,2,, ,5
1723,2,3,3, ,
1723,3,1,, ,5
1723,4,3,6, ,
1723,5,3,3, ,
1723,6,2,, ,5
1724,1,2,, ,5
1724,2,3,6, ,
1724,3,2,, ,5
1724,4,3,6, ,
1724,5,3,6, ,
1724,6,2,, ,5
1725,1,2,, ,5
1725,2,3,6, ,
1725,3,2,, ,5
1725,4,3,6, ,
1725,5,3,6, ,
1725,6,2,, ,1
1726,1,2,, ,5
1726,2,3,6, ,
1726,3,2,, ,5
1726,4,3,6, ,
1726,5,3,6, ,
1726,6,3,6, ,
1802,1,1,, ,1
1802,2,1,, ,5
1802,3,1,, ,1
1802,4,3,2, ,
1802,5,3,2, ,
1802,6,1,, ,5
1803,,,, ,
1805,1,2,, ,1
1805,2,3,6, ,
1805,3,1,, ,5
1805,4,3,6, ,
1805,5,3,6, ,
1805,6,2,, ,1
1806,,,, ,
1807,1,1,, ,5
1807,2,2,, ,5
1807,3,1,, ,5
1807,4,3,6, ,
1807,5,3,6, ,
1807,6,2,, ,1
1808,,,, ,
1809,1,2,, ,5
1809,2,3,6, ,
1809,3,2,, ,5
1809,4,3,6, ,
1809,5,3,6, ,
1809,6,3,6, ,
1810,1,2,, ,1
1810,2,3,6, ,
1810,3,1,, ,1
1810,4,3,6, ,
1810,5,3,6, ,
1810,6,2,, ,1
1811,1,2,, ,5
1811,2,3,6, ,
1811,3,1,, ,5
1811,4,3,6, ,
1811,5,3,6, ,
1811,6,2,, ,1
1812,1,1,, ,1
1812,2,1,, ,5
1812,3,3,2, ,
1812,4,3,2, ,
1812,5,1,, ,1
1812,6,1,, ,5
1813,1,1,, ,1
1813,2,1,, ,1
1813,3,1,, ,1
1813,4,3,2, ,
1813,5,3,2, ,
1813,6,1,, ,5
1814,1,1,, ,1
1814,2,1,, ,5
1814,3,3,2, ,
1814,4,3,2, ,
1814,5,1,, ,1
1814,6,1,, ,5
1815,1,1,, ,5
1815,2,1,, ,5
1815,3,3,2, ,
1815,4,3,2, ,
1815,5,1,, ,1
1815,6,1,, ,5
1816,1,1,, ,5
1816,2,1,, ,1
1816,3,3,2, ,
1816,4,3,2, ,
1816,5,3,99, ,
1816,6,1,, ,5
1817,,,, ,
1818,1,2,, ,1
1818,2,3,6, ,
1818,3,1,, ,5
1818,4,3,6, ,
1818,5,3,6, ,
1818,6,1,, ,1
1819,1,1,, ,5
1819,2,1,, ,1
1819,3,3,2, ,
1819,4,3,2, ,
1819,5,3,2, ,
1819,6,1,, ,5
1820,1,1,, ,1
1820,2,1,, ,2
1820,3,3,2, ,
1820,4,3,2, ,
1820,5,1,, ,1
1820,6,1,, ,5
1822,1,1,, ,1
1822,2,1,, ,2
1822,3,3,2, ,
1822,4,3,2, ,
1822,5,1,, ,1
1822,6,1,, ,5
1823,,,, ,
1826,1,1,, ,2
1826,2,1,, ,2
1826,3,3,1, ,
1826,4,3,1, ,
1826,5,3,1, ,
1826,6,1,, ,5
1827,1,1,, ,1
1827,2,1,, ,1
1827,3,1,, ,1
1827,4,3,1, ,
1827,5,3,1, ,
1827,6,1,, ,5
1830,1,2,, ,5
1830,2,3,6, ,
1830,3,1,, ,5
1830,4,3,6, ,
1830,5,3,6, ,
1830,6,3,6, ,
1831,,,, ,
1834,1,1,, ,5
1834,2,3,6, ,
1834,3,1,, ,5
1834,4,3,6, ,
1834,5,2,, ,1
1834,6,2,, ,5
1835,1,2,, ,5
1835,2,3,6, ,
1835,3,2,, ,5
1835,4,3,6, ,
1835,5,3,6, ,
1835,6,3,6, ,
1836,1,1,, ,1
1836,2,1,, ,5
1836,3,3,2, ,
1836,4,3,2, ,
1836,5,1,, ,1
1836,6,1,, ,5
1837,1,2,, ,1
1837,2,3,6, ,
1837,3,2,, ,1
1837,4,3,6, ,
1837,5,3,6, ,
1837,6,2,, ,1
1838,1,1,, ,5
1838,2,3,2, ,
1838,3,3,2, ,
1838,4,3,2, ,
1838,5,3,2, ,
1838,6,1,, ,5
1839,1,1,, ,5
1839,2,1,, ,1
1839,3,3,2, ,
1839,4,3,2, ,
1839,5,3,2, ,
1839,6,1,, ,5
1840,1,1,, ,5
1840,2,1,, ,1
1840,3,3,99, ,
1840,4,3,2, ,
1840,5,1,, ,5
1840,6,1,, ,5
1841,1,1,, ,5
1841,2,1,, ,1
1841,3,3,99, ,
1841,4,3,2, ,
1841,5,1,, ,1
1841,6,1,, ,5
1842,1,1,, ,5
1842,2,1,, ,1
1842,3,3,99, ,
1842,4,3,2, ,
1842,5,1,, ,1
1842,6,1,, ,5
1847,1,1,, ,5
1847,2,2,, ,1
1847,3,1,, ,5
1847,4,3,6, ,
1847,5,3,6, ,
1847,6,2,, ,1
1849,1,1,, ,5
1849,2,2,, ,5
1849,3,1,, ,5
1849,4,3,6, ,
1849,5,3,6, ,
1849,6,2,, ,5
1852,1,1,, ,1
1852,2,1,, ,5
1852,3,3,2, ,
1852,4,3,2, ,
1852,5,3,2, ,
1852,6,1,, ,5
1855,1,1,, ,1
1855,2,1,, ,5
1855,3,3,5, ,
1855,4,3,2, ,
1855,5,3,2, ,
1855,6,1,, ,5
1857,1,1,, ,5
1857,2,2,, ,5
1857,3,1,, ,5
1857,4,3,6, ,
1857,5,3,6, ,
1857,6,2,, ,5
1858,1,1,, ,5
1858,2,2,, ,5
1858,3,1,, ,5
1858,4,3,6, ,
1858,5,3,6, ,
1858,6,2,, ,5
1859,1,1,, ,1
1859,2,1,, ,5
1859,3,3,2, ,
1859,4,3,2, ,
1859,5,3,2, ,
1859,6,1,, ,5
3001,1,1,, ,1
3001,2,3,99, ,
3001,3,3,99, ,
3001,4,3,2, ,
3001,5,3,2, ,
3001,6,3,2, ,
3002,1,1,, ,1
3002,2,1,, ,1
3002,3,3,1, ,
3002,4,3,1, ,
3002,5,3,1, ,
3002,6,3,1, ,
3003,,,, ,
3004,1,1,, ,1
3004,2,1,, ,5
3004,3,3,99, ,
3004,4,3,2, ,
3004,5,3,99, ,
3004,6,1,, ,5
3005,1,1,, ,1
3005,2,1,, ,2
3005,3,3,2, ,
3005,4,3,2, ,
3005,5,3,2, ,
3005,6,1,, ,5
3006,1,1,, ,1
3006,2,1,, ,5
3006,3,3,2, ,
3006,4,3,2, ,
3006,5,3,2, ,
3006,6,1,, ,5
3007,1,2,, ,5
3007,2,2,, ,5
3007,3,1,, ,5
3007,4,3,6, ,
3007,5,3,6, ,
3007,6,2,, ,5
3008,1,1,, ,5
3008,2,2,, ,1
3008,3,1,, ,5
3008,4,3,6, ,
3008,5,3,6, ,
3008,6,2,, ,5
3009,1,2,, ,5
3009,2,2,, ,1
3009,3,1,, ,5
3009,4,3,6, ,
3009,5,3,6, ,
3009,6,1,, ,5
3010,1,2,, ,1
3010,2,3,1, ,
3010,3,1,, ,2
3010,4,3,1, ,
3010,5,99,, ,
3010,6,2,, ,5
3011,1,1,, ,1
3011,2,1,, ,1
3011,3,1,, ,5
3011,4,99,, ,
3011,5,99,, ,
3011,6,1,, ,5
3012,1,1,, ,1
3012,2,3,2, ,
3012,3,3,5, ,
3012,4,3,2, ,
3012,5,3,2, ,
3012,6,3,2, ,
3013,1,2,, ,1
3013,2,99,, ,
3013,3,3,1, ,
3013,4,3,1, ,
3013,5,3,1, ,
3013,6,3,1, ,
3014,1,2,, ,1
3014,2,3,3, ,
3014,3,3,6, ,
3014,4,3,3, ,
3014,5,3,3, ,
3014,6,3,6, ,
3015,1,2,, ,1
3015,2,2,, ,1
3015,3,3,3, ,
3015,4,3,3, ,
3015,5,3,3, ,
3015,6,3,6, ,
3016,1,2,, ,5
3016,2,3,6, ,
3016,3,2,, ,5
3016,4,99,, ,
3016,5,3,6, ,
3016,6,2,, ,1
3017,1,1,, ,1
3017,2,1,, ,1
3017,3,1,, ,1
3017,4,3,2, ,
3017,5,3,1, ,
3017,6,1,, ,1
3018,1,1,, ,1
3018,2,1,, ,1
3018,3,1,, ,1
3018,4,3,2, ,
3018,5,3,2, ,
3018,6,1,, ,1
3019,1,2,, ,5
3019,2,3,6, ,
3019,3,2,, ,5
3019,4,3,6, ,
3019,5,3,6, ,
3019,6,3,6, ,
3020,1,2,, ,5
3020,2,1,, ,1
3020,3,1,, ,5
3020,4,3,6, ,
3020,5,3,6, ,
3020,6,2,, ,1
3021,1,1,, ,5
3021,2,1,, ,1
3021,3,3,2, ,
3021,4,3,2, ,
3021,5,3,2, ,
3021,6,1,, ,5
3022,1,2,, ,5
3022,2,3,6, ,
3022,3,1,, ,5
3022,4,3,6, ,
3022,5,3,6, ,
3022,6,3,6, ,
3023,1,2,, ,5
3023,2,3,6, ,
3023,3,2,, ,5
3023,4,3,6, ,
3023,5,3,6, ,
3023,6,3,6, ,
3024,1,2,, ,5
3024,2,3,6, ,
3024,3,3,6, ,
3024,4,3,6, ,
3024,5,3,6, ,
3024,6,3,6, ,
3025,1,1,, ,1
3025,2,1,, ,1
3025,3,1,, ,1
3025,4,3,1, ,
3025,5,1,, ,1
3025,6,1,, ,5
3026,1,1,, ,1
3026,2,99,, ,
3026,3,99,, ,
3026,4,99,, ,
3026,5,99,, ,
3026,6,99,, ,
3030,1,1,, ,1
3030,2,1,, ,1
3030,3,1,, ,1
3030,4,3,1, ,
3030,5,99,, ,
3030,6,3,1, ,
3031,1,1,, ,5
3031,2,2,, ,5
3031,3,1,, ,5
3031,4,3,6, ,
3031,5,3,3, ,
3031,6,2,, ,5
3032,1,1,, ,5
3032,2,3,6, ,
3032,3,1,, ,5
3032,4,3,6, ,
3032,5,3,6, ,
3032,6,2,, ,5
3033,1,1,, ,5
3033,2,1,, ,1
3033,3,3,99, ,
3033,4,3,2, ,
3033,5,3,2, ,
3033,6,1,, ,5
3034,1,1,, ,5
3034,2,1,, ,1
3034,3,1,, ,1
3034,4,3,2, ,
3034,5,1,, ,1
3034,6,1,, ,5
3035,1,2,, ,1
3035,2,3,2, ,
3035,3,3,4, ,
3035,4,3,2, ,
3035,5,3,2, ,
3035,6,3,2, ,
3036,1,1,, ,1
3036,2,1,, ,1
3036,3,3,6, ,
3036,4,3,3, ,
3036,5,1,, ,1
3036,6,1,, ,1
3037,1,2,, ,1
3037,2,2,, ,1
3037,3,1,, ,1
3037,4,3,3, ,
3037,5,3,3, ,
3037,6,2,, ,1
3038,1,1,, ,1
3038,2,1,, ,1
3038,3,1,, ,1
3038,4,2,, ,1
3038,5,2,, ,1
3038,6,2,, ,1
3039,,,, ,
3040,1,1,, ,1
3040,2,1,, ,1
3040,3,1,, ,1
3040,4,3,3, ,
3040,5,3,3, ,
3040,6,3,3, ,
3041,1,1,, ,1
3041,2,3,3, ,
3041,3,3,6, ,
3041,4,3,6, ,
3041,5,1,, ,1
3041,6,1,, ,1
3042,1,1,, ,1
3042,2,1,, ,1
3042,3,1,, ,1
3042,4,2,, ,4
3042,5,1,, ,1
3042,6,1,, ,1
3043,1,1,, ,1
3043,2,1,, ,1
3043,3,2,, ,1
3043,4,3,2, ,
3043,5,2,, ,1
3043,6,1,, ,1
32,1,2,, ,2
32,2,1,, ,2
32,3,3,1, ,
32,4,3,2, ,
32,5,3,1, ,
32,6,3,1, ,
33,1,2,, ,1
33,2,99,, ,
33,3,99,, ,
33,4,99,, ,
33,5,99,, ,
33,6,99,, ,
34,1,2,, ,1
34,2,1,, ,1
34,3,3,1, ,
34,4,3,2, ,
34,5,2,, ,1
34,6,3,1, ,
35,1,2,, ,2
35,2,2,, ,1
35,3,2,, ,1
35,4,3,2, ,
35,5,3,1, ,
35,6,3,1, ,
36,1,2,, ,1
36,2,99,, ,
36,3,99,, ,
36,4,99,, ,
36,5,99,, ,
36,6,99,, ,
37,1,1,, ,1
37,2,2,, ,1
37,3,1,, ,1
37,4,3,2, ,
37,5,3,1, ,
37,6,3,5, ,
38,1,3,1, ,
38,2,3,3, ,
38,3,3,2, ,
38,4,3,1, ,
38,5,3,3, ,
38,6,3,3, ,
39,1,1,, ,1
39,2,1,, ,1
39,3,3,2, ,
39,4,3,2, ,
39,5,3,2, ,
39,6,3,1, ,
40,1,1,, ,1
40,2,1,, ,1
40,3,3,1, ,
40,4,3,2, ,
40,5,2,, ,1
40,6,3,1, ,
41,1,2,, ,1
41,2,3,2, ,
41,3,2,, ,1
41,4,3,2, ,
41,5,1,, ,1
41,6,3,2, ,
42,,,, ,
43,1,3,1, ,
43,2,3,1, ,
43,3,3,3, ,
43,4,3,6, ,
43,5,3,4, ,
43,6,3,4, ,
44,,,, ,
45,1,1,, ,1
45,2,1,, ,1
45,3,3,2, ,
45,4,3,2, ,
45,5,3,2, ,
45,6,3,1, ,
46,1,2,, ,2
46,2,3,1, ,
46,3,3,1, ,
46,4,3,1, ,
46,5,3,2, ,
46,6,3,2, ,
47,1,3,2, ,
47,2,3,2, ,
47,3,3,1, ,
47,4,3,3, ,
47,5,3,1, ,
47,6,3,3, ,
48,,,, ,
49,1,3,1, ,
49,2,3,2, ,
49,3,3,3, ,
49,4,3,2, ,
49,5,3,3, ,
49,6,3,4, ,
68,1,1,, ,1
68,2,1,, ,1
68,3,3,2, ,
68,4,3,2, ,
68,5,3,2, ,
68,6,3,1, ,
69,1,3,1, ,
69,2,3,4, ,
69,3,3,4, ,
69,4,3,5, ,
69,5,3,4, ,
69,6,3,4, ,
70,1,2,, ,2
70,2,2,, ,2
70,3,3,1, ,
70,4,3,99, ,
70,5,3,3, ,
70,6,3,1, ,
75,1,1,, ,1
75,2,2,, ,1
75,3,2,, ,1
75,4,3,1, ,
75,5,2,, ,1
75,6,3,2, ,
76,1,3,3, ,
76,2,3,3, ,
76,3,3,3, ,
76,4,3,4, ,
76,5,3,3, ,
76,6,3,4, ,
77,1,3,3, ,
77,2,3,2, ,
77,3,2,, ,1
77,4,3,2, ,
77,5,2,, ,1
77,6,3,2, ,
78,1,1,, ,1
78,2,1,, ,1
78,3,2,, ,1
78,4,3,2, ,
78,5,3,2, ,
78,6,3,2, ,
79,1,2,, ,1
79,2,3,2, ,
79,3,3,3, ,
79,4,3,2, ,
79,5,3,3, ,
79,6,3,3, ,
80,1,2,, ,1
80,2,2,, ,1
80,3,3,1, ,
80,4,3,4, ,
80,5,3,2, ,
80,6,3,99, ,
81,,,, ,
82,,,, ,
83,1,3,3, ,
83,2,3,4, ,
83,3,3,4, ,
83,4,3,5, ,
83,5,3,4, ,
83,6,3,4, ,
84,1,1,, ,1
84,2,2,, ,1
84,3,3,6, ,
84,4,3,2, ,
84,5,3,1, ,
84,6,3,2, ,
85,1,2,, ,1
85,2,3,6, ,
85,3,3,4, ,
85,4,3,1, ,
85,5,3,1, ,
85,6,3,99, ,
86,1,3,1, ,
86,2,2,, ,1
86,3,3,2, ,
86,4,3,2, ,
86,5,3,1, ,
86,6,3,1, ,
87,1,3,3, ,
87,2,2,, ,1
87,3,3,6, ,
87,4,3,2, ,
87,5,3,3, ,
87,6,3,2, ,
88,1,99,, ,
88,2,99,, ,
88,3,99,, ,
88,4,99,, ,
88,5,99,, ,
88,6,99,, ,
90,1,2,, ,1
90,2,2,, ,1
90,3,3,2, ,
90,4,3,2, ,
90,5,3,2, ,
90,6,3,2, ,
95,1,1,, ,1
95,2,2,, ,1
95,3,3,2, ,
95,4,3,2, ,
95,5,3,2, ,
95,6,3,2, ,
97,1,99,, ,
97,2,99,, ,
97,3,99,, ,
97,4,99,, ,
97,5,99,, ,
97,6,99,, ,
104,,,, ,
105,1,3,99, ,
105,2,2,, ,1
105,3,3,1, ,
105,4,3,2, ,
105,5,3,1, ,
105,6,3,1, ,
106,1,3,2, ,
106,2,2,, ,1
106,3,3,4, ,
106,4,3,1, ,
106,5,3,3, ,
106,6,2,, ,1
107,1,2,, ,1
107,2,3,2, ,
107,3,3,2, ,
107,4,3,2, ,
107,5,3,2, ,
107,6,3,6, ,
108,1,1,, ,1
108,2,2,, ,1
108,3,3,2, ,
108,4,3,2, ,
108,5,3,2, ,
108,6,3,2, ,
109,1,99,, ,
109,2,99,, ,
109,3,99,, ,
109,4,99,, ,
109,5,99,, ,
109,6,99,, ,
110,1,99,, ,
110,2,99,, ,
110,3,99,, ,
110,4,99,, ,
110,5,99,, ,
110,6,99,, ,
111,1,2,, ,1
111,2,2,, ,1
111,3,3,2, ,
111,4,3,2, ,
111,5,3,2, ,
111,6,3,2, ,
112,1,99,, ,
112,2,99,, ,
112,3,99,, ,
112,4,99,, ,
112,5,99,, ,
112,6,99,, ,
113,1,2,, ,1
113,2,2,, ,1
113,3,3,2, ,
113,4,3,2, ,
113,5,3,2, ,
113,6,3,2, ,
127,1,2,, ,1
127,2,1,, ,2
127,3,3,1, ,
127,4,3,2, ,
127,5,3,1, ,
127,6,3,1, ,
128,1,2,, ,2
128,2,1,, ,1
128,3,3,1, ,
128,4,3,2, ,
128,5,3,2, ,
128,6,3,2, ,
130,1,2,, ,1
130,2,2,, ,1
130,3,3,1, ,
130,4,3,3, ,
130,5,99,, ,
130,6,99,, ,
131,1,2,, ,1
131,2,1,, ,1
131,3,3,1, ,
131,4,3,2, ,
131,5,3,1, ,
131,6,3,1, ,
132,1,1,, ,1
132,2,1,, ,5
132,3,2,, ,1
132,4,3,2, ,
132,5,2,, ,1
132,6,2,, ,1
133,,,, ,
134,1,1,, ,1
134,2,3,2, ,
134,3,3,2, ,
134,4,3,2, ,
134,5,3,2, ,
134,6,3,1, ,
135,1,1,, ,1
135,2,1,, ,1
135,3,3,1, ,
135,4,3,2, ,
135,5,2,, ,1
135,6,3,1, ,
136,1,1,, ,1
136,2,3,2, ,
136,3,2,, ,1
136,4,3,1, ,
136,5,2,, ,1
136,6,3,3, ,
137,1,2,, ,1
137,2,99,, ,
137,3,99,, ,
137,4,99,, ,
137,5,99,, ,
137,6,99,, ,
138,1,3,3, ,
138,2,3,3, ,
138,3,3,2, ,
138,4,3,6, ,
138,5,3,2, ,
138,6,3,3, ,
139,1,3,3, ,
139,2,3,2, ,
139,3,2,, ,1
139,4,3,1, ,
139,5,2,, ,1
139,6,3,3, ,
140,1,3,3, ,
140,2,3,2, ,
140,3,2,, ,1
140,4,3,1, ,
140,5,2,, ,1
140,6,3,5, ,
141,1,3,4, ,
141,2,3,6, ,
141,3,3,2, ,
141,4,3,3, ,
141,5,3,3, ,
141,6,3,2, ,
143,,,, ,
144,1,2,, ,1
144,2,99,, ,
144,3,99,, ,
144,4,99,, ,
144,5,99,, ,
144,6,99,, ,
211,1,3,3, ,
211,2,2,, ,1
211,3,3,1, ,
211,4,3,2, ,
211,5,3,1, ,
211,6,3,1, ,
212,1,2,, ,1
212,2,2,, ,1
212,3,3,1, ,
212,4,3,2, ,
212,5,3,1, ,
212,6,3,1, ,
215,1,2,, ,2
215,2,2,, ,1
215,3,2,, ,1
215,4,3,2, ,
215,5,3,2, ,
215,6,3,2, ,
216,1,3,99, ,
216,2,1,, ,1
216,3,3,1, ,
216,4,3,2, ,
216,5,3,1, ,
216,6,3,1, ,
217,1,99,, ,
217,2,99,, ,
217,3,99,, ,
217,4,99,, ,
217,5,99,, ,
217,6,99,, ,
218,1,99,, ,
218,2,99,, ,
218,3,99,, ,
218,4,99,, ,
218,5,99,, ,
218,6,99,, ,
220,1,1,, ,1
220,2,1,, ,1
220,3,3,1, ,
220,4,3,2, ,
220,5,3,5, ,
220,6,3,5, ,
222,1,99,, ,
222,2,99,, ,
222,3,99,, ,
222,4,99,, ,
222,5,99,, ,
222,6,99,, ,
223,1,99,, ,
223,2,99,, ,
223,3,99,, ,
223,4,99,, ,
223,5,99,, ,
223,6,99,, ,
224,,,, ,
225,,,, ,
227,1,2,, ,1
227,2,2,, ,1
227,3,3,1, ,
227,4,3,2, ,
227,5,3,1, ,
227,6,3,1, ,
228,1,2,, ,1
228,2,2,, ,1
228,3,2,, ,1
228,4,3,2, ,
228,5,3,2, ,
228,6,2,, ,1
421,1,2,, ,1
421,2,2,, ,1
421,3,2,, ,1
421,4,3,2, ,
421,5,2,, ,1
421,6,2,, ,1
422,1,3,3, ,
422,2,3,5, ,
422,3,3,4, ,
