HH_Id,New_Var_Last5Yrs_Yn_M,Num_Cult_Variety_M,SL_No_M,Variety_Name_M,VarSeed_Src_M,VarSeed_Src_Othr_M,HowVar_Acquire_M,HowVar_Acquire_Othr_M,When_First_Grwn_M,Still_Grwng_Yn_M,Still_Grwng_Why_M,Still_Grwng_Why_Othr_M,NotStill_Grwng_Why_M,NotStill_Grwng_WhyOthr_M
1612,1,1,1,KUBSA,4, ,4, ,2011,1,2, ,, 
1614,0,,, ,, ,, ,,,, ,, 
1615,1,1,1,KEKEBA,6, ,4, ,2010,1,1, ,, 
1616,1,2,1,DENDEA,2, ,2, ,2010,0,, ,5, 
1616,1,2,2,DHEKEBA,2, ,2, ,2012,1,1, ,, 
1620,0,,, ,, ,, ,,,, ,, 
1622,0,,, ,, ,, ,,,, ,, 
1623,0,,, ,, ,, ,,,, ,, 
1624,0,,, ,, ,, ,,,, ,, 
1626,1,2,1,Kubisa,3, ,4, ,2009,0,, ,5, 
1626,1,2,2,Kakaba,6, ,4, ,2011,1,2, ,, 
1627,0,,, ,, ,, ,,,, ,, 
1628,0,,, ,, ,, ,,,, ,, 
1629,0,,, ,, ,, ,,,, ,, 
1630,0,,, ,, ,, ,,,, ,, 
1631,0,,, ,, ,, ,,,, ,, 
1632,0,,, ,, ,, ,,,, ,, 
1633,0,,, ,, ,, ,,,, ,, 
1634,0,,, ,, ,, ,,,, ,, 
1636,0,,, ,, ,, ,,,, ,, 
1638,0,,, ,, ,, ,,,, ,, 
1639,0,,, ,, ,, ,,,, ,, 
1640,0,,, ,, ,, ,,,, ,, 
1641,1,2,1,HULUKA,3, ,4, ,2009,0,, ,3, 
1641,1,2,2,HIDASE,6, ,4, ,2011,1,1, ,, 
1642,0,,, ,, ,, ,,,, ,, 
1643,1,2,1,HULUKA,6, ,4, ,2010,0,, ,1, 
1643,1,2,2,HIDASE,2, ,2, ,2012,1,1, ,, 
1644,1,1,1,HULUKA,6, ,4, ,2011,1,1, ,, 
1645,1,2,1,HULUKA,6, ,4, ,2009,0,, ,1, 
1645,1,2,2,IDASE,3, ,4, ,2011,0,, ,3, 
1647,1,1,1,HULUKA,6, ,4, ,2011,1,1, ,, 
1648,0,,, ,, ,, ,,,, ,, 
1649,1,2,1,HULUKA,6, ,4, ,2009,0,, ,3, 
1649,1,2,2,DENDEA,6, ,4, ,2012,1,2, ,, 
1651,1,1,1,HULUKA,6, ,4, ,2010,1,1, ,, 
1652,1,2,1,HULUKA,2, ,4, ,2010,1,2, ,, 
1675,0,,, ,, ,, ,,,, ,, 
1676,0,,, ,, ,, ,,,, ,, 
1681,0,,, ,, ,, ,,,, ,, 
1683,0,,, ,, ,, ,,,, ,, 
1688,1,2,1,Mangudo,3, ,4, ,2009,0,, ,5, 
1688,1,2,2,Kakaba,3, ,4, ,2011,1,2, ,, 
1689,1,2,1,Pavani,3, ,4, ,2009,0,, ,5, 
1689,1,2,2,Kakaba,3, ,4, ,2010,1,2, ,, 
1690,1,2,1,Mangudo,3, ,4, ,2009,0,, ,5, 
1690,1,2,2,Kakaba,3, ,4, ,2011,1,2, ,, 
1692,0,,, ,, ,, ,,,, ,, 
1693,0,,, ,, ,, ,,,, ,, 
1709,0,,, ,, ,, ,,,, ,, 
1710,0,,, ,, ,, ,,,, ,, 
1711,0,,, ,, ,, ,,,, ,, 
1712,1,1,1,HULUKA,6, ,4, ,2011,1,1, ,, 
1713,0,,, ,, ,, ,,,, ,, 
1714,1,1,1,HULUKA,6, ,4, ,2011,1,1, ,, 
1715,0,,, ,, ,, ,,,, ,, 
1716,1,2,1,Mangudo,3, ,4, ,2009,0,, ,5, 
1716,1,2,2,Kakaba,3, ,4, ,2012,1,2, ,, 
1719,0,,, ,, ,, ,,,, ,, 
1721,1,2,1,Mangudo,3, ,4, ,2011,0,, ,1, 
1721,1,2,2,Kakaba,3, ,4, ,2012,1,2, ,, 
1722,0,,, ,, ,, ,,,, ,, 
1723,0,,, ,, ,, ,,,, ,, 
1724,0,,, ,, ,, ,,,, ,, 
1725,0,,, ,, ,, ,,,, ,, 
1726,0,,, ,, ,, ,,,, ,, 
1802,1,2,1,king bard,4, ,4, ,2011,0,, ,3, 
1802,1,2,2,kakaba,4, ,4, ,2009,1,2, ,, 
1803,1,1,1,Hawi,3, ,4, ,2009,1,3, ,, 
1805,0,,, ,, ,, ,,,, ,, 
1806,1,2,1,Ogolicho,2, ,4, ,2009,0,, ,2, 
1806,1,2,2,Hawi,4, ,4, ,2011,1,6,lack of cash to by other seed,, 
1807,1,2,1,Kakaba,3, ,4, ,2009,0,, ,5, 
1807,1,2,2,Hawi,3, ,4, ,2011,1,2, ,, 
1808,0,,, ,, ,, ,,,, ,, 
1809,1,2,1,Kakaba,3, ,4, ,2009,0,, ,5, 
1809,1,2,2,Hawi,3, ,4, ,2011,1,2, ,, 
1810,0,,, ,, ,, ,,,, ,, 
1811,0,,, ,, ,, ,,,, ,, 
1812,1,2,1,Ogolicho,4, ,4, ,2010,0,, ,3, 
1812,1,2,2,Enikibard,3, ,4, ,2011,1,3, ,, 
1813,1,3,1,king bard,4, ,4, ,2009,0,, ,3, 
1813,1,3,2,Dashan,3, ,4, ,2011,0,, ,1, 
1813,1,3,3,Ogolicho,3, ,4, ,2011,1,2, ,, 
1814,1,2,1,Dashan,4, ,4, ,2009,0,, ,1, 
1814,1,2,2,kakaba,3, ,4, ,2011,1,2, ,, 
1815,1,1,1,Hawi,3, ,4, ,2009,1,3, ,, 
1816,1,1,1,Hawi,4, ,4, ,2009,1,2, ,, 
1817,0,,, ,, ,, ,,,, ,, 
1818,1,2,1,Hawi,3, ,4, ,2009,0,, ,5, 
1818,1,2,2,Ogolocho,3, ,4, ,2011,1,2, ,, 
1819,1,1,1,Hawi,3, ,4, ,2009,1,1, ,, 
1820,1,3,1,Hawi,7, ,6, ,2009,0,, ,5, 
1820,1,3,2,Simba,2, ,4, ,2011,0,, ,5, 
1820,1,3,3,Kakaba,2, ,4, ,2012,1,2, ,, 
1822,1,2,1,Hawi,3, ,4, ,2009,0,, ,5, 
1822,1,2,2,Kakaba,4, ,4, ,2011,1,2, ,, 
1823,1,2,1,Hawi,3, ,4, ,2009,0,, ,5, 
1823,1,2,2,kakaba,3, ,4, ,2011,1,2, ,, 
1826,1,2,1,DENDEA,6, ,4, ,2010,0,, ,5, 
1826,1,2,2,KEKEBA,6, ,4, ,2011,1,2, ,, 
1827,1,2,1,OGOLCHO,6, ,4, ,2010,0,, ,5, 
1827,1,2,2,KEKEBA,6, ,4, ,2011,1,2, ,, 
1830,0,,, ,, ,, ,,,, ,, 
1831,1,2,1,Hawi,3, ,4, ,2009,0,, ,5, 
1831,1,2,2,kakaba,3, ,4, ,2011,1,2, ,, 
1834,1,2,1,Hawi,3, ,4, ,2009,0,, ,5, 
1834,1,2,2,Kakaba,3, ,4, ,2011,1,2, ,, 
1835,1,2,1,Hawi,3, ,4, ,2009,0,, ,1, 
1835,1,2,2,Kakaba,3, ,4, ,2011,1,2, ,, 
1836,1,2,1,Hawi,6, ,4, ,2009,0,, ,5, 
1836,1,2,2,Kakaba,4, ,4, ,2010,1,2, ,, 
1837,1,2,1,HAWI,3, ,4, ,2009,0,, ,1, 
1837,1,2,2,Kakaba,3, ,4, ,2010,1,2, ,, 
1838,1,3,1,Denidea,3, ,4, ,2009,0,, ,5, 
1838,1,3,2,kubsa,3, ,4, ,2010,0,, ,5, 
1838,1,3,3,kakaba,3, ,4, ,2011,1,2, ,, 
1839,0,,, ,, ,, ,,,, ,, 
1840,1,2,1,king bard,4, ,4, ,2009,0,, ,5, 
1840,1,2,2,Fabal,4, ,4, ,2012,1,2, ,, 
1841,1,1,1,Denidea,4, ,4, ,2009,1,2, ,, 
1842,1,2,1,Denidea,4, ,4, ,2009,0,, ,5, 
1842,1,2,2,kakaba,4, ,4, ,2010,1,2, ,, 
1847,1,2,1,Hawi,3, ,4, ,2009,1,2, ,, 
1849,1,2,1,Pavani,3, ,4, ,2011,0,, ,5, 
1849,1,2,2,Kakaba,3, ,4, ,2012,1,2, ,, 
1852,0,,, ,, ,, ,,,, ,, 
1855,1,1,1,pavani,3, ,4, ,2012,1,2, ,, 
1857,1,1,1,Pavani,3, ,4, ,2009,1,2, ,, 
1858,1,2,1,Ogolocho,3, ,4, ,2009,0,, ,5, 
1858,1,2,2,Kakaba,3, ,4, ,2011,1,2, ,, 
1859,1,2,1,Ogolicho,4, ,4, ,2009,0,, ,3, 
1859,1,2,2,kakaba,4, ,4, ,2012,1,2, ,, 
3001,0,,, ,, ,, ,,,, ,, 
3002,1,2,1,DIGELU,3, ,4, ,2011,0,, ,5, 
3002,1,2,2,KEKEBA,2, ,4, ,2010,1,2, ,, 
3003,0,,, ,, ,, ,,,, ,, 
3004,1,1,1,ogolicho,4, ,4, ,2009,1,2, ,, 
3005,1,3,1,kakaba,3, ,4, ,2009,0,, ,6, 
3005,1,3,2,Ogolicho,3, ,4, ,2011,0,, ,3, 
3005,1,3,3,Ogolcho,3, ,4, ,2012,1,2, ,, 
3006,1,1,1,ogolicho,2, ,3, ,2013,0,, ,5, 
3007,1,2,1,Pavani,3, ,4, ,2009,0,, ,5, 
3007,1,2,2,Ogolocho,3, ,4, ,2012,1,2, ,, 
3008,1,1,1,Pavani,3, ,4, ,2009,1,2, ,, 
3009,1,3,1,Pavani,3, ,4, ,2009,0,, ,5, 
3009,1,3,2,Kakaba,3, ,4, ,2010,0,, ,5, 
3009,1,3,3,Ogolocho,3, ,4, ,2011,1,2, ,, 
3010,0,,, ,, ,, ,,,, ,, 
3011,1,1,1,DENDEA,2, ,4, ,2010,1,1, ,, 
3012,0,,, ,, ,, ,,,, ,, 
3013,0,,, ,, ,, ,,,, ,, 
3014,0,,, ,, ,, ,,,, ,, 
3015,0,,, ,, ,, ,,,, ,, 
3016,0,,, ,, ,, ,,,, ,, 
3017,1,2,1,PAVEL,6, ,4, ,2010,0,, ,3, 
3017,1,2,2,KEKEBA,6, ,4, ,2011,1,2, ,, 
3018,0,,, ,, ,, ,,,, ,, 
3019,1,2,1,Danda'a,3, ,4, ,2009,0,, ,5, 
3019,1,2,2,Mangudo,3, ,4, ,2012,1,2, ,, 
3020,1,2,1,Mangudo,3, ,4, ,2009,0,, ,5, 
3020,1,2,2,Danda'a,3, ,4, ,2012,1,2, ,, 
3021,1,3,1,Denidea,3, ,4, ,2009,0,, ,5, 
3021,1,3,2,Manigudo,3, ,4, ,2011,0,, ,5, 
3021,1,3,3,kakaba,3, ,4, ,2012,1,2, ,, 
3022,0,,, ,, ,, ,,,, ,, 
3023,0,,, ,, ,, ,,,, ,, 
3024,0,,, ,, ,, ,,,, ,, 
3025,1,1,1,KEKEBA,6, ,4, ,2010,1,2, ,, 
3026,0,,, ,, ,, ,,,, ,, 
3030,0,,, ,, ,, ,,,, ,, 
3031,0,,, ,, ,, ,,,, ,, 
3032,1,2,1,Mangudo,3, ,4, ,2009,0,, ,5, 
3032,1,2,2,Kakaba,3, ,4, ,2012,1,2, ,, 
3033,1,2,1,Digelu,4, ,4, ,2009,0,, ,2, 
3033,1,2,2,komachare,3, ,4, ,2011,1,2, ,, 
3034,1,2,1,Hidase,4, ,4, ,2009,0,, ,2, 
3034,1,2,2,Digelu,3, ,4, ,2011,1,2, ,, 
3035,0,,, ,, ,, ,,,, ,, 
3036,0,,, ,, ,, ,,,, ,, 
3037,0,,, ,, ,, ,,,, ,, 
3038,0,,, ,, ,, ,,,, ,, 
3039,1,1,1,MISOMA,6, ,4, ,2009,1,1, ,, 
3040,0,,, ,, ,, ,,,, ,, 
3041,0,,, ,, ,, ,,,, ,, 
3042,0,,, ,, ,, ,,,, ,, 
3043,0,,, ,, ,, ,,,, ,, 
32,1,2,1,TUSE,3, ,4, ,2012,1,2, ,, 
33,1,1,1,DENDEA,3, ,4, ,2011,0,, ,3, 
34,1,3,1,Huluqa,4, ,4, ,2009,0,, ,7, 
34,1,3,2,Kingbird,4, ,4, ,2011,0,, ,3, 
34,1,3,3,Wane,4, ,4, ,2012,1,2, ,, 
35,1,3,1,WANE,3, ,4, ,2012,1,2, ,, 
36,1,3,1,KINGBIRD,3, ,4, ,2011,0,, ,6, 
36,1,3,2,HULUKA,3, ,4, ,2009,0,, ,5, 
36,1,3,3,OGOLCHO,3, ,4, ,2010,0,, ,1, 
37,1,2,1,Ogolcho,4, ,4, ,2009,0,, ,5, 
37,1,2,2,Tuse,4, ,4, ,2012,1,5, ,, 
38,0,,, ,, ,, ,,,, ,, 
39,1,1,1,1OGOLCHO,4, ,4, ,2009,0,, ,5, 
40,1,2,1,Tuse,4, ,4, ,2011,0,, ,5, 
40,1,2,2,Ogolcho,4, ,4, ,2009,1,4, ,, 
41,0,,, ,, ,, ,,,, ,, 
42,1,1,1,DIGALU,3, ,4, ,2011,0,, ,6, 
43,0,,, ,, ,, ,,,, ,, 
44,1,2,1,WANE,3, ,4, ,2010,1,3, ,, 
45,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,5, 
46,1,2,1,TUSE,3, ,4, ,2012,1,2, ,, 
47,0,,, ,, ,, ,,,, ,, 
48,1,1,1,KING BIRD,3, ,4, ,2011,0,, ,1, 
49,0,,, ,, ,, ,,,, ,, 
68,1,1,1,SINANA,3, ,4, ,2010,1,3, ,, 
69,0,,, ,, ,, ,,,, ,, 
70,1,1,1,HIDASE,3, ,4, ,2012,0,, ,5, 
75,1,1,1,HIDASE,3, ,4, ,2010,1,1, ,, 
76,0,,, ,, ,, ,,,, ,, 
77,0,,, ,, ,, ,,,, ,, 
78,1,1,1,SINANA,3, ,4, ,2009,1,3, ,, 
79,0,,, ,, ,, ,,,, ,, 
80,1,1,1,HIDASE,3, ,4, ,2011,0,, ,5, 
81,1,2,1,GALAMA,3, ,4, ,2009,0,, ,3, 
81,1,2,2,ARUSU,3, ,4, ,2011,1,3, ,, 
82,1,2,1,DANDAYA,3, ,4, ,2009,0,, ,5, 
82,1,2,2,OGOLCHO,3, ,4, ,2012,1,2, ,, 
83,0,,, ,, ,, ,,,, ,, 
84,1,1,1,TUSE,2, ,2, ,2010,1,2, ,, 
85,1,1,1,HIDASE,3, ,4, ,2012,0,, ,5, 
86,0,,, ,, ,, ,,,, ,, 
87,0,,, ,, ,, ,,,, ,, 
88,1,2,1,KUBSA,2, ,4, ,2009,0,, ,6, 
88,1,2,2,LALISE,4, ,4, ,2010,1,5, ,, 
90,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
95,0,,, ,, ,, ,,,, ,, 
97,0,,, ,, ,, ,,,, ,, 
104,1,1,1,KING BIRD,4, ,4, ,2011,0,, ,3, 
105,1,2,1,Kubsa,4, ,4, ,2009,0,, ,3, 
105,1,2,2,Ogolcho,4, ,4, ,2010,1,2, ,, 
106,0,,, ,, ,, ,,,, ,, 
107,0,,, ,, ,, ,,,, ,, 
108,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
109,1,3,1,KUBSA,3, ,4, ,2011,0,, ,6, 
109,1,3,2,KING BIRD,4, ,4, ,2009,0,, ,3, 
109,1,3,3,SIMBA,3, ,4, ,2010,0,, ,6, 
110,1,2,1,KUBSA,3, ,4, ,2010,0,, ,7, 
110,1,2,2,KING BIRD,2, ,4, ,2009,0,, ,5, 
111,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
112,1,2,1,KUBSA,3, ,4, ,2010,0,, ,1, 
112,1,2,2,SIMBA,3, ,4, ,2009,0,, ,2, 
113,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
127,1,3,1,OGOLCHO,3, ,4, ,2012,1,2, ,, 
128,1,3,1,OGOLCHO,3, ,4, ,2011,1,2, ,, 
130,1,1,1,HIDASE,3, ,4, ,2011,0,, ,5, 
131,1,2,1,OGOLCHO,3, ,4, ,2012,1,2, ,, 
132,1,1,1,Huluka,4, ,4, ,2011,0,, ,5, 
133,1,1,1,HIDASIE,4, ,4, ,2009,0,, ,4, 
134,1,2,1,OGOLCHO,4, ,4, ,2009,0,, ,4, 
134,1,2,2,DIGALU,4, ,4, ,2012,1,2, ,, 
135,1,2,1,Hidase,4, ,4, ,2009,0,, ,1, 
135,1,2,2,Ogolcho,4, ,4, ,2012,1,3, ,, 
136,0,,, ,, ,, ,,,, ,, 
137,0,,, ,, ,, ,,,, ,, 
138,0,,, ,, ,, ,,,, ,, 
139,0,,, ,, ,, ,,,, ,, 
140,1,1,1,TUSE,3, ,4, ,2010,1,2, ,, 
141,0,,, ,, ,, ,,,, ,, 
143,1,1,1,KUBSA,3, ,4, ,2009,0,, ,6, 
144,1,1,1,HIDASE,3, ,4, ,2010,0,, ,5, 
211,1,2,1,Ogolcho,6, ,4, ,2009,0,, ,5, 
211,1,2,2,Dhaqaba,4, ,4, ,2010,1,1, ,, 
212,1,2,1,Ogolcho,4, ,4, ,2009,0,, ,5, 
212,1,2,2,Dhaqaba,6, ,4, ,2010,1,2, ,, 
215,1,2,1,OGOLCHO,3, ,4, ,2012,1,1, ,, 
216,1,2,1,Dhaqaba,4, ,4, ,2009,0,, ,1, 
216,1,2,2,Ogolcho,3, ,4, ,2012,1,1, ,, 
217,0,,, ,, ,, ,,,, ,, 
218,0,,, ,, ,, ,,,, ,, 
220,1,2,1,Kubsa,4, ,4, ,2009,0,, ,5, 
220,1,2,2,Dhaqaba,4, ,4, ,2011,1,2, ,, 
222,0,,, ,, ,, ,,,, ,, 
223,0,,, ,, ,, ,,,, ,, 
224,1,1,1,KUBSA,3, ,4, ,2011,0,, ,7, 
225,1,2,1,DEKEBE,3, ,4, ,2011,1,2, ,, 
227,1,2,1,DEKEBE,3, ,4, ,2011,1,2, ,, 
228,1,2,1,DEKEBE,4, ,4, ,2012,1,2, ,, 
421,1,2,1,Batu,2, ,2, ,2010,0,, ,5, 
421,1,2,2,Kubsa,2, ,3, ,2011,1,2, ,, 
422,0,,, ,, ,, ,,,, ,, 
423,1,1,1,Ogolcho,3, ,4, ,2012,1,2, ,, 
424,0,,, ,, ,, ,,,, ,, 
425,1,2,1,OGOLCHO,4, ,4, ,2011,0,, ,5, 
425,1,2,2,KUBSA,3, ,4, ,2012,1,2, ,, 
426,1,2,1,KUBSA,8, ,4, ,2009,0,, ,5, 
426,1,2,2,OGOLCHO,2, ,4, ,2011,1,2, ,, 
427,0,,, ,, ,, ,,,, ,, 
428,1,2,1,Kubsa,3, ,4, ,2010,0,, ,3, 
428,1,2,2,Ogolcho,3, ,4, ,2011,1,4, ,, 
429,1,2,1,Kubsa,3, ,4, ,2009,0,, ,3, 
429,1,2,2,Ogolcho,2, ,2, ,2012,1,2, ,, 
430,0,,, ,, ,, ,,,, ,, 
431,1,1,1,OGRLCHO,2, ,2, ,2009,1,2, ,, 
432,0,,, ,, ,, ,,,, ,, 
433,1,2,1,HIDASE,5, ,4, ,2010,0,, ,5, 
433,1,2,2,KUBSA,3, ,4, ,2012,1,2, ,, 
434,1,2,1,Ogolcho,2, ,2, ,2009,1,2, ,, 
435,0,,, ,, ,, ,,,, ,, 
436,0,,, ,, ,, ,,,, ,, 
454,0,,, ,, ,, ,,,, ,, 
455,0,,, ,, ,, ,,,, ,, 
456,1,2,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
456,1,2,2,LIBAN,4, ,4, ,2011,0,, ,1, 
457,0,,, ,, ,, ,,,, ,, 
458,0,,, ,, ,, ,,,, ,, 
459,0,,, ,, ,, ,,,, ,, 
460,1,1,1,OGOLCHO,3, ,4, ,2009,0,, ,2, 
461,1,2,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
461,1,2,2,HIDASIE,4, ,4, ,2012,0,, ,5, 
462,1,1,1,OGOLCHO,4, ,4, ,2012,0,, ,3, 
463,0,,, ,, ,, ,,,, ,, 
464,1,2,1,DIGALU,4, ,4, ,2009,0,, ,5, 
464,1,2,2,OGOLCHO,4, ,4, ,2012,0,, ,3, 
465,0,,, ,, ,, ,,,, ,, 
466,1,2,1,HIDASE,4, ,4, ,2010,1,2, ,, 
467,1,2,1,HIDASE,3, ,4, ,2011,1,2, ,, 
468,1,2,1,ASRASIDIST(16),4, ,4, ,2011,1,2, ,, 
469,0,,, ,, ,, ,,,, ,, 
470,0,,, ,, ,, ,,,, ,, 
471,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
544,1,3,1,TUSE,3, ,4, ,2010,0,, ,5, 
544,1,3,2,QULUMSA,3, ,4, ,2009,0,, ,6, 
544,1,3,3,OGOLCHO,3, ,4, ,2011,0,, ,2, 
545,1,1,1,OGOLCHO,6, ,4, ,2009,1,2, ,, 
547,0,,, ,, ,, ,,,, ,, 
548,0,,, ,, ,, ,,,, ,, 
549,0,,, ,, ,, ,,,, ,, 
550,1,3,1,ESRAEL,3, ,4, ,2009,0,, ,1, 
550,1,3,2,LAKECH,3, ,4, ,2010,0,, ,5, 
550,1,3,3,QULUMSA,3, ,4, ,2011,0,, ,2, 
552,1,1,1,OGOLCHO,3, ,4, ,2011,1,1, ,, 
553,0,,, ,, ,, ,,,, ,, 
554,1,2,1,KUBSA,3, ,4, ,2010,0,, ,5, 
554,1,2,2,LIBAN,3, ,4, ,2012,1,2, ,, 
555,0,,, ,, ,, ,,,, ,, 
556,1,2,1,OGOLCHO,3, ,4, ,2012,1,2, ,, 
558,1,2,1,Hiddase,4, ,4, ,2011,0,, ,3, 
558,1,2,2,Tuse,4, ,4, ,2011,0,, ,7, 
559,1,2,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
559,1,2,2,LIBAN,4, ,4, ,2012,1,2, ,, 
651,1,3,1,SHORIMA,3, ,4, ,2009,0,, ,1, 
651,1,3,2,HIDASE,3, ,4, ,2010,0,, ,1, 
651,1,3,3,"DANDA,AA",3, ,4, ,2012,0,, ,1, 
652,0,,, ,, ,, ,,,, ,, 
653,1,1,1,OGOLCHO,3, ,4, ,2010,0,, ,5, 
654,1,2,1,DANDAYA,4, ,4, ,2009,0,, ,5, 
654,1,2,2,OGOLCHO,4, ,4, ,2012,1,2, ,, 
656,1,1,1,HIDASE,3, ,4, ,2011,0,, ,1, 
657,1,2,1,Hidase,4, ,4, ,2009,0,, ,1, 
657,1,2,2,Tuse,4, ,4, ,2010,0,, ,2, 
658,1,1,1,Digalu,4, ,4, ,2010,0,, ,3, 
659,1,2,1,OGLCHO,3, ,4, ,2012,1,2, ,, 
660,1,1,1,OGOLCHO,3, ,4, ,2009,1,2, ,, 
662,1,2,1,OGOLCHO,3, ,4, ,2012,1,2, ,, 
664,0,,, ,, ,, ,,,, ,, 
665,1,1,1,MADAWALABU,3, ,4, ,2011,0,, ,5, 
667,0,,, ,, ,, ,,,, ,, 
668,1,2,1,KUBSA,4, ,4, ,2010,0,, ,5, 
668,1,2,2,OGOLCHO,6, ,3, ,2013,1,2, ,, 
670,1,1,1,OGOLICHO,3, ,4, ,2010,1,5, ,, 
671,0,,, ,, ,, ,,,, ,, 
672,1,2,1,KEKEBA,3, ,4, ,2010,0,, ,1, 
672,1,2,2,OGOLICHO,3, ,4, ,2012,1,2, ,, 
673,0,,, ,, ,, ,,,, ,, 
674,1,1,1,KUBSA,3, ,4, ,2009,0,, ,5, 
675,0,,, ,, ,, ,,,, ,, 
676,1,2,1,DIGELU,3, ,4, ,2010,0,, ,6, 
676,1,2,2,OGOLICHO,3, ,4, ,2011,1,2, ,, 
677,1,1,1,KUBSA,3, ,4, ,2011,0,, ,5, 
678,0,,, ,, ,, ,,,, ,, 
679,0,,, ,, ,, ,,,, ,, 
680,1,1,1,KUBSA,8, ,4, ,2010,0,, ,3, 
681,1,1,1,KUBSA,3, ,4, ,2009,0,, ,5, 
682,1,1,1,KUBSA,3, ,4, ,2010,0,, ,5, 
683,0,,, ,, ,, ,,,, ,, 
684,0,,, ,, ,, ,,,, ,, 
685,1,1,1,GOLBA,3, ,4, ,2012,1,2, ,, 
686,1,2,1,KUBSA,3, ,4, ,2009,0,, ,5, 
686,1,2,2,OGOLCHO,4, ,4, ,2012,1,2, ,, 
687,1,2,1,KUBSA,3, ,4, ,2009,0,, ,5, 
687,1,2,2,OGOLCHO,3, ,4, ,2012,1,2, ,, 
689,0,,, ,, ,, ,,,, ,, 
690,1,1,1,OGOLCHO,4, ,4, ,2010,0,, ,3, 
691,0,,, ,, ,, ,,,, ,, 
692,0,,, ,, ,, ,,,, ,, 
693,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
694,1,2,1,OGOLCHO,4, ,4, ,2009,1,2, ,, 
695,0,,, ,, ,, ,,,, ,, 
696,1,1,1,OHOLCHO,4, ,4, ,2009,0,, ,3, 
697,0,,, ,, ,, ,,,, ,, 
698,0,,, ,, ,, ,,,, ,, 
699,1,1,1,OGOLCHO,3, ,4, ,2009,0,, ,3, 
700,0,,, ,, ,, ,,,, ,, 
701,0,,, ,, ,, ,,,, ,, 
702,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
703,0,,, ,, ,, ,,,, ,, 
705,1,1,1,DIGELU,3, ,4, ,2011,1,2, ,, 
706,0,,, ,, ,, ,,,, ,, 
708,1,1,1,OGOLCHO,4, ,4, ,2010,0,, ,3, 
709,0,,, ,, ,, ,,,, ,, 
711,0,,, ,, ,, ,,,, ,, 
712,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
714,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
715,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,3, 
716,0,,, ,, ,, ,,,, ,, 
717,0,,, ,, ,, ,,,, ,, 
817,1,1,1,OGOLCHO,4, ,4, ,2010,0,, ,3, 
818,0,,, ,, ,, ,,,, ,, 
819,0,,, ,, ,, ,,,, ,, 
820,0,,, ,, ,, ,,,, ,, 
822,1,1,1,OGOLCHO,4, ,4, ,2009,0,, ,5, 
823,0,,, ,, ,, ,,,, ,, 
824,0,,, ,, ,, ,,,, ,, 
826,0,,, ,, ,, ,,,, ,, 
827,1,1,1,ogolcho,4, ,4, ,2010,0,, ,3, 
829,1,2,1,LIBAN,4, ,4, ,2009,0,, ,5, 
829,1,2,2,OGOLCHO,4, ,4, ,2012,0,, ,3, 
830,1,1,1,OGOLCHO,3, ,4, ,2009,0,, ,3, 
831,1,1,1,OGOLCHO,4, ,4, ,2010,0,, ,3, 
832,0,,, ,, ,, ,,,, ,, 
833,0,,, ,, ,, ,,,, ,, 
871,1,2,1,OGOLCHO,3, ,4, ,2010,1,2, ,, 
872,1,2,1,DENDEA,3, ,4, ,2011,1,2, ,, 
873,1,2,1,OGOLCHO,3, ,4, ,2011,1,2, ,, 
874,0,,, ,, ,, ,,,, ,, 
875,1,2,1,LIBAN,3, ,4, ,2009,0,, ,5, 
875,1,2,2,OGOLCHO,3, ,4, ,2012,1,2, ,, 
876,1,3,1,HIDASE,3, ,4, ,2009,0,, ,5, 
876,1,3,2,DIGALU,3, ,4, ,2010,0,, ,5, 
876,1,3,3,KUBSA,6, ,10, ,2011,0,, ,3, 
877,1,1,1,HEDASIE,3, ,4, ,2010,0,, ,4, 
878,0,,, ,, ,, ,,,, ,, 
879,0,,, ,, ,, ,,,, ,, 
880,1,1,1,ISRAEL,3, ,4, ,2011,0,, ,5, 
881,0,,, ,, ,, ,,,, ,, 
882,0,,, ,, ,, ,,,, ,, 
883,0,,, ,, ,, ,,,, ,, 
884,1,1,1,Hiddase,4, ,4, ,2011,0,, ,7, 
885,0,,, ,, ,, ,,,, ,, 
886,1,1,1,Tuse,3, ,4, ,2010,0,, ,1, 
887,1,2,1,OGOLCHO,3, ,4, ,2012,1,2, ,, 
888,1,2,1,TUSE,3, ,4, ,2011,0,, ,5, 
888,1,2,2,ISRAEL,3, ,4, ,2010,0,, ,1, 
