HH_Id,Assets_Info,Aminity_Elec,Aminity_PipeWater,Aminity_CookGas,Aminity_Internet,Aminity_Landline,Aminity_Mobile,Aminity_PrivToilet,Aminity_RoadAcc,Aminity_StrongWalls,Aminity_ConcRoof,Aminity_ConcFloor,Aminity_Fenced,Aminity_Ownership
1581,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1582,1,0,1,0,0,0,1,1,1,0,0,0,1,1
1583,1,0,1,0,0,0,1,1,1,0,0,0,1,1
1585,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1586,1,0,0,0,1,0,1,1,1,0,0,0,1,1
1587,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1589,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1590,1,0,0,0,1,0,1,1,1,0,0,0,1,1
1591,1,0,0,0,1,0,1,0,1,0,0,0,1,1
1593,1,1,1,0,0,0,1,1,1,0,0,0,1,1
1611,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1612,1,0,0,0,0,0,0,1,0,0,1,0,1,1
1614,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1615,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1616,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1620,1,0,1,0,0,0,1,1,0,1,1,0,1,1
1622,1,0,1,0,1,0,1,1,0,1,1,0,0,1
1623,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1624,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1626,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1627,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1628,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1629,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1630,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1631,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1632,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1633,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1634,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1636,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1638,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1639,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1640,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1641,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1642,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1643,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1644,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1645,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1647,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1648,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1649,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1651,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1652,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1675,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1676,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1681,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1683,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1688,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1689,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1690,1,0,1,0,1,0,1,0,0,0,0,0,1,1
1692,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1693,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1709,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1710,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1711,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1712,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1713,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1714,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1715,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1716,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1719,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1721,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1722,1,0,1,0,1,0,1,1,1,0,0,0,1,1
1723,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1724,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1725,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1726,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1802,1,0,1,0,0,0,1,1,1,0,0,0,1,1
1803,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1805,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1806,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1807,1,0,0,0,1,0,1,1,1,0,0,0,1,1
1808,1,0,0,0,1,0,1,0,1,0,0,0,1,1
1809,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1810,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1811,1,0,1,0,0,0,0,1,1,0,0,0,1,1
1812,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1813,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1814,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1815,1,0,1,0,0,0,1,0,0,0,0,0,1,1
1816,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1817,1,0,0,0,1,0,1,1,1,0,0,0,1,1
1818,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1819,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1820,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1822,1,0,1,0,0,0,1,0,1,0,0,0,1,1
1823,1,0,1,0,0,0,0,0,1,1,0,0,1,1
1826,1,0,1,0,0,0,1,1,1,0,0,0,1,1
1827,1,0,1,0,0,0,1,1,1,0,0,0,1,1
1830,1,0,0,0,1,0,1,1,1,0,0,0,1,1
1831,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1834,1,0,1,0,1,0,1,0,1,0,0,0,1,1
1835,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1836,1,0,1,0,0,0,1,0,1,1,1,1,1,1
1837,1,0,0,0,1,0,1,1,1,0,0,0,1,1
1838,1,1,1,0,0,0,1,1,1,0,0,0,1,1
1839,1,1,1,0,0,0,1,1,1,0,0,0,1,1
1840,1,1,1,1,0,0,1,1,1,1,0,1,1,1
1841,1,1,1,0,0,0,0,1,1,0,0,0,1,1
1842,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1847,1,0,0,0,1,0,1,0,1,0,0,0,1,1
1849,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1852,1,0,0,0,0,0,1,1,1,1,1,0,1,1
1855,1,0,0,0,0,0,1,0,1,1,1,0,1,1
1857,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1858,1,0,0,0,1,0,1,0,1,0,0,0,1,1
1859,1,0,0,0,0,0,1,0,1,1,1,0,1,1
3001,1,0,1,0,1,0,1,1,0,0,0,0,0,1
3002,1,0,1,0,0,0,1,0,0,0,0,0,1,1
3003,1,0,1,0,0,0,1,1,0,1,1,0,1,1
3004,1,0,0,0,0,0,0,0,1,1,1,0,1,1
3005,1,0,0,0,0,0,1,0,1,1,1,0,1,1
3006,1,0,0,0,0,0,1,0,0,1,1,0,1,1
3007,1,0,0,0,0,0,0,1,1,0,0,0,1,1
3008,1,0,0,0,1,0,1,1,1,0,0,0,1,1
3009,1,0,0,0,1,0,1,1,1,0,0,0,1,1
3010,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3011,1,0,0,0,0,0,0,1,1,0,0,0,1,1
3012,1,0,1,0,0,0,1,1,0,0,0,0,1,1
3013,1,0,1,0,0,0,1,1,0,0,0,0,1,1
3014,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3015,1,0,1,0,0,0,1,1,0,0,0,0,0,1
3016,1,0,0,0,1,0,1,0,1,0,0,0,1,1
3017,1,0,1,1,0,0,1,1,1,0,0,0,1,1
3018,1,0,1,0,0,0,1,1,1,0,0,0,1,1
3019,1,0,0,0,1,0,1,1,1,0,0,1,1,1
3020,1,0,0,0,1,0,1,1,1,0,0,0,1,1
3021,1,0,1,0,0,0,0,0,1,0,0,0,1,1
3022,1,0,1,0,1,0,1,1,1,0,1,1,1,1
3023,1,1,1,0,1,0,1,1,1,0,1,1,1,1
3024,1,1,1,0,0,0,0,0,0,0,1,1,1,1
3025,1,0,1,0,0,0,1,1,1,0,0,0,1,1
3026,1,0,0,0,1,0,1,1,1,0,0,0,1,1
3030,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3031,1,0,1,0,1,0,1,1,1,0,0,0,1,1
3032,1,0,1,0,1,0,1,1,1,0,0,0,1,1
3033,1,0,0,0,0,0,1,0,1,0,0,0,1,1
3034,1,0,0,0,0,0,1,0,1,0,0,0,1,1
3035,1,0,1,0,1,0,1,1,1,0,0,0,1,1
3036,1,1,1,0,0,0,1,1,1,0,0,0,0,1
3037,1,0,0,0,0,0,0,1,1,0,0,0,0,1
3038,1,0,0,0,0,0,0,0,1,0,0,0,1,1
3039,1,0,0,0,0,0,0,1,1,0,0,0,0,1
3040,1,0,0,0,0,0,1,1,1,0,0,0,0,1
3041,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3042,1,0,0,0,0,0,1,1,1,0,0,0,0,1
3043,1,0,0,0,0,0,1,1,1,0,0,0,0,1
32,1,0,0,0,0,0,1,1,0,0,0,0,1,1
33,1,0,0,0,0,0,0,1,0,0,0,0,0,1
34,1,0,1,1,0,0,1,1,0,0,0,0,1,1
35,1,0,0,0,0,0,1,1,1,0,0,0,1,1
36,1,0,0,0,0,0,0,1,0,0,0,0,0,1
37,1,0,1,1,0,0,1,1,1,0,0,0,1,1
38,1,0,0,0,0,0,1,0,0,0,0,0,0,1
39,1,1,1,0,0,0,0,1,1,0,0,0,1,1
40,1,1,1,1,0,0,1,1,1,1,0,1,1,1
41,1,0,0,0,0,0,0,0,1,0,0,0,1,1
42,1,0,0,0,0,0,0,1,0,0,0,0,0,1
43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
44,1,0,0,0,0,0,1,1,1,0,0,0,1,1
45,1,0,0,0,0,0,0,1,0,0,0,0,1,1
46,1,0,0,0,0,0,1,1,0,0,0,0,1,1
47,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,0,0,0,0,0,1,1,1,0,0,0,1,1
49,1,0,0,0,0,0,0,0,0,0,0,0,0,1
68,1,0,0,0,0,0,0,1,1,0,0,0,0,1
69,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1,0,0,0,0,0,0,1,1,0,0,0,0,1
75,1,0,0,0,0,0,1,1,1,0,0,0,1,1
76,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77,1,0,0,0,0,0,1,1,1,0,0,0,1,1
78,1,0,0,0,0,0,0,1,0,0,0,0,0,1
79,1,0,0,0,0,0,1,0,0,0,0,0,1,1
80,1,0,0,0,0,0,0,1,1,0,0,0,0,1
81,1,0,0,0,0,0,0,0,1,0,0,0,0,1
82,1,0,0,0,0,0,0,1,1,0,0,0,0,1
83,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,0,0,0,0,0,0,1,1,0,0,0,0,1
85,1,0,0,0,0,0,1,1,1,0,0,0,0,1
86,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1,1,1,0,0,0,1,1,1,0,0,0,0,1
90,1,0,0,0,0,0,0,0,0,0,0,0,1,1
95,1,0,0,0,0,0,0,1,1,0,0,0,1,1
97,1,1,0,0,0,0,1,1,1,0,0,0,0,1
104,1,1,0,0,0,0,1,1,1,0,0,0,0,1
105,1,0,1,0,0,0,1,1,0,0,0,0,1,1
106,1,0,0,0,0,0,0,0,0,0,0,0,0,1
107,1,0,0,0,0,0,0,0,0,0,0,0,0,1
108,1,0,0,0,0,0,0,1,0,0,0,0,0,1
109,1,1,0,0,0,0,1,1,1,0,0,0,0,1
110,1,1,0,0,0,0,1,1,1,0,0,0,0,1
111,1,1,0,0,0,0,0,1,1,0,0,0,1,1
112,1,0,1,0,0,0,1,1,1,0,0,0,0,1
113,1,1,1,0,0,0,0,1,1,0,0,0,1,1
127,1,0,1,0,0,0,1,1,1,0,0,0,1,1
128,1,0,0,0,0,0,1,1,1,0,0,0,1,1
130,1,0,0,0,0,0,1,1,0,0,0,0,0,1
131,1,0,0,0,0,0,1,1,1,0,0,0,1,1
132,1,1,1,0,0,0,1,1,0,0,0,0,1,1
133,1,0,0,0,0,0,0,1,0,0,0,0,0,1
134,1,0,0,0,0,0,0,1,0,0,0,0,1,1
135,1,1,1,0,0,0,1,1,0,0,0,0,1,1
136,1,0,0,0,0,0,1,1,1,0,0,0,1,1
137,1,1,1,0,0,0,1,1,1,0,0,0,0,1
138,1,0,0,0,0,0,0,0,0,0,0,0,0,1
139,1,1,1,0,0,0,1,1,1,0,0,0,1,1
140,1,1,1,0,0,0,1,1,1,0,0,0,1,1
141,1,0,0,0,0,0,0,0,0,0,0,0,0,1
143,1,0,0,0,0,0,0,1,0,0,0,0,0,1
144,1,1,1,0,0,0,1,1,1,0,0,0,0,1
211,1,0,1,1,0,0,1,1,0,0,0,0,1,1
212,1,0,1,1,0,0,0,1,0,0,0,0,1,1
215,1,0,0,0,0,0,0,1,0,0,0,0,1,1
216,1,1,1,1,0,0,1,1,1,1,0,1,1,1
217,1,1,0,0,0,0,1,1,1,0,0,0,0,1
218,1,1,0,0,0,0,0,1,1,0,0,0,0,1
220,1,0,1,1,0,0,1,1,1,0,0,1,1,1
222,1,1,0,0,0,0,1,1,1,0,0,0,0,1
223,1,0,0,0,0,0,1,1,1,0,0,0,0,1
224,1,0,0,0,0,0,1,1,0,0,0,0,0,1
225,1,0,0,0,0,0,1,1,1,0,0,0,1,1
227,1,1,1,0,0,0,1,1,1,0,0,0,1,1
228,1,1,1,0,0,0,1,1,1,0,0,0,1,1
421,1,0,1,1,0,0,0,1,0,0,0,0,1,1
422,1,0,0,0,0,0,0,0,0,0,0,0,0,1
423,1,0,1,1,1,0,0,1,1,1,0,1,1,1
424,1,0,0,0,0,0,1,1,1,0,0,0,1,1
425,1,0,0,0,0,0,0,1,1,0,0,0,0,1
426,1,0,0,0,0,0,0,1,1,0,0,0,0,1
427,1,0,0,0,0,0,0,0,0,0,0,0,0,1
428,1,0,1,1,1,0,0,1,0,1,0,1,1,1
429,1,0,1,0,1,0,0,1,1,0,0,0,0,1
430,1,0,1,0,1,0,1,1,0,0,0,0,1,1
431,1,0,0,0,0,0,1,1,1,0,0,0,1,1
432,1,0,0,0,0,0,0,1,0,0,0,0,0,1
433,1,1,1,1,0,0,0,1,1,1,0,0,1,1
434,1,1,1,1,1,0,1,1,1,0,0,1,1,1
435,1,0,1,0,1,0,1,0,1,1,0,0,1,1
436,1,0,0,0,0,0,0,0,0,0,0,0,0,1
454,1,1,1,0,0,0,0,0,0,0,0,0,0,1
455,1,0,0,0,0,0,0,0,0,0,0,0,0,1
456,1,0,0,0,0,0,0,1,0,0,0,0,1,1
457,1,0,0,0,0,0,0,0,0,0,0,0,0,1
458,1,0,0,0,0,0,1,1,0,0,0,0,1,1
459,1,0,0,0,0,0,1,1,0,0,0,0,1,1
460,1,0,0,0,0,0,0,1,0,0,0,0,1,1
461,1,1,1,0,0,0,0,1,1,0,0,0,1,1
462,1,0,0,0,0,0,0,1,0,0,0,0,1,1
463,1,0,0,0,0,0,1,1,1,0,0,0,1,1
464,1,0,0,0,0,0,0,1,0,0,0,0,1,1
465,1,1,0,0,0,0,0,0,0,0,0,0,0,1
466,1,0,0,0,0,0,1,1,0,0,0,0,1,1
467,1,0,0,0,0,0,1,1,1,0,0,0,1,1
468,1,0,0,0,0,0,1,1,0,0,0,0,1,1
469,1,0,0,0,0,0,0,0,0,0,0,0,0,1
470,1,0,0,0,0,0,0,0,0,0,0,0,0,1
471,1,0,0,0,0,0,0,1,0,0,0,0,1,1
544,1,0,0,0,0,0,0,1,0,0,0,0,0,1
545,1,1,0,0,0,0,0,1,0,0,0,0,1,1
547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
548,1,1,0,0,0,0,1,1,0,0,0,0,1,1
549,1,0,0,0,0,0,0,0,0,0,0,0,0,1
550,1,0,0,0,0,0,1,1,0,0,0,0,0,1
552,1,1,1,0,0,0,1,1,0,0,0,0,1,1
553,1,0,0,0,0,0,0,0,0,0,0,0,0,1
554,1,1,0,0,0,0,0,1,0,0,0,0,1,1
555,1,1,1,0,0,0,1,1,0,0,0,0,1,1
556,1,0,0,0,0,0,1,1,0,0,0,0,1,1
558,1,1,1,1,0,0,1,1,0,0,0,0,1,1
559,1,1,0,0,0,0,0,1,1,0,0,0,1,1
651,1,0,0,0,0,0,0,0,0,0,0,0,0,1
652,1,0,0,0,0,0,0,0,0,0,0,0,0,1
653,1,0,0,0,0,0,0,1,0,0,0,0,0,1
654,1,0,0,0,0,0,0,1,1,0,0,0,1,1
656,1,0,0,0,0,0,1,1,0,0,0,0,0,1
657,1,0,1,0,0,0,1,1,0,0,0,0,0,1
658,1,0,1,0,0,0,1,1,0,0,0,0,0,1
659,1,0,0,0,0,0,1,1,0,0,0,0,1,1
660,1,0,0,0,0,0,0,1,1,0,0,0,1,1
662,1,0,0,0,0,0,1,1,0,0,0,0,1,1
664,1,0,0,0,0,0,1,1,0,0,0,0,0,1
665,1,0,0,0,0,0,1,1,0,0,1,0,0,1
667,1,0,1,0,0,0,1,1,1,0,0,0,1,1
668,1,0,0,0,0,0,0,1,1,0,0,0,1,1
670,1,0,1,0,0,0,1,1,1,0,0,0,0,1
671,1,0,1,0,0,0,1,1,1,0,0,0,1,1
672,1,0,1,0,0,0,1,1,1,0,0,0,1,1
673,1,1,1,0,0,0,1,1,1,0,0,0,1,1
674,1,0,0,0,0,0,0,1,0,0,0,0,1,1
675,1,0,1,0,0,0,1,1,1,0,0,0,1,1
676,1,0,1,0,0,0,1,1,1,1,0,1,1,1
677,1,0,1,0,0,0,0,0,0,0,0,0,0,1
678,1,0,1,0,0,0,0,1,1,0,0,0,0,1
679,1,0,1,0,0,0,1,1,1,0,0,0,1,1
680,1,0,1,0,0,0,0,1,1,0,0,0,0,1
681,1,0,1,0,0,0,0,1,1,0,0,0,0,1
682,1,0,1,0,0,0,0,1,1,0,0,0,0,1
683,1,0,1,0,0,0,1,1,1,0,0,0,1,1
684,1,0,0,0,0,0,0,1,0,0,0,0,1,1
685,1,0,1,0,0,0,1,1,1,0,0,0,1,1
686,1,0,1,0,0,0,0,1,1,0,0,0,0,1
687,1,0,1,0,0,0,1,1,1,0,0,0,1,1
689,1,0,0,0,0,0,0,0,0,0,0,0,0,1
690,1,0,0,0,0,0,0,1,0,0,0,0,1,1
691,1,0,0,0,0,0,1,1,1,0,0,0,1,1
692,1,0,0,0,0,0,1,0,0,0,0,0,0,1
693,1,0,0,0,0,0,0,1,0,0,0,0,1,1
694,1,0,0,0,0,0,1,1,1,0,0,0,1,1
695,1,0,0,0,0,0,0,0,0,0,0,0,0,1
696,1,0,0,0,0,0,0,1,0,0,0,0,1,1
697,1,0,0,0,0,0,1,1,1,0,0,0,1,1
698,1,0,0,0,0,0,0,0,0,0,0,0,0,1
699,1,0,0,0,0,0,0,1,0,0,0,0,1,1
700,1,0,0,0,0,0,1,0,0,0,0,0,0,1
701,1,0,0,0,0,0,0,0,0,0,0,0,0,1
702,1,0,0,0,0,0,0,1,0,0,0,0,1,1
703,1,0,0,0,0,0,0,0,0,0,0,0,0,1
705,1,0,0,0,0,0,1,1,1,0,0,0,1,1
706,1,0,0,0,0,0,1,1,1,0,0,0,1,1
708,1,0,0,0,0,0,0,1,0,0,0,0,1,1
709,1,0,0,0,0,0,0,0,0,0,0,0,0,1
711,1,0,0,0,0,0,0,0,0,0,0,0,0,1
712,1,0,0,0,0,0,0,1,0,0,0,0,1,1
714,1,0,0,0,0,0,0,1,0,0,0,0,1,1
715,1,0,0,0,0,0,0,1,0,0,0,0,1,1
716,1,0,0,0,0,0,1,1,1,0,0,0,1,1
717,1,0,0,0,0,0,1,1,1,0,0,0,1,1
817,1,0,0,0,0,0,0,1,0,0,0,0,0,1
818,1,0,0,0,0,0,0,0,0,0,0,0,0,1
819,1,1,1,0,0,0,1,1,0,0,0,0,1,1
820,1,1,1,0,0,0,1,1,0,0,0,0,1,1
822,1,0,0,0,0,0,0,0,0,0,0,0,0,1
823,1,0,0,0,0,0,0,1,0,0,0,0,1,1
824,1,1,1,0,0,0,1,1,0,0,0,0,1,1
826,1,0,0,0,0,0,0,1,0,0,0,0,1,1
827,1,0,0,0,0,0,0,1,0,0,0,0,1,1
829,1,0,0,0,0,0,0,1,0,0,0,0,1,1
830,1,0,0,0,0,0,0,1,0,0,0,0,1,1
831,1,1,1,0,0,0,0,1,1,1,0,1,1,1
832,1,0,0,0,0,0,0,0,0,0,0,1,0,1
833,1,0,0,0,0,0,1,0,0,0,0,0,0,1
871,1,0,0,0,0,0,1,1,0,0,0,0,1,1
872,1,0,0,0,0,0,1,1,0,0,0,0,1,1
873,1,0,0,0,0,0,1,1,0,0,0,0,1,1
874,1,0,1,0,0,0,1,1,0,0,0,0,1,1
875,1,0,0,0,0,0,0,0,0,0,0,0,0,1
876,1,0,0,0,0,0,1,1,1,0,0,0,0,1
877,1,0,0,0,0,0,0,1,0,0,0,0,0,1
878,1,0,1,0,0,0,1,1,0,0,0,0,1,1
879,1,0,0,0,0,0,1,1,0,0,0,0,1,1
880,1,0,0,0,0,0,1,1,0,0,0,0,0,1
881,1,0,0,0,0,0,0,1,0,0,0,0,0,1
882,1,0,0,0,0,0,0,0,0,0,0,0,0,1
883,1,0,0,0,0,0,0,0,0,0,0,0,0,1
884,1,0,1,0,0,0,1,1,0,0,0,0,1,1
885,1,0,0,0,0,0,1,1,0,0,0,0,1,1
886,1,0,1,0,0,0,1,1,0,0,0,0,1,1
887,1,0,1,0,0,0,1,0,0,0,0,0,1,1
888,1,0,0,0,0,0,1,1,0,0,0,0,0,1
889,1,0,1,0,0,0,1,1,0,0,0,0,1,1
890,1,0,0,0,0,0,1,1,0,0,0,0,1,1
891,1,0,0,0,0,0,0,0,0,0,0,0,0,1
892,1,0,0,0,0,0,0,0,0,0,0,0,0,1
893,1,0,1,0,0,0,1,1,0,0,0,0,1,1
894,1,1,0,0,0,0,0,0,0,0,0,0,0,1
895,1,1,0,0,0,0,0,1,0,0,0,0,1,1
896,1,0,0,0,0,0,0,1,0,0,0,0,1,1
897,1,1,1,0,0,0,1,1,1,0,0,0,1,1
899,1,0,1,0,0,0,1,1,0,0,0,0,1,1
900,1,1,1,0,0,0,1,1,1,0,0,0,1,1
901,1,1,1,0,0,0,1,1,1,0,0,0,1,1
902,1,0,0,0,0,0,1,1,0,0,0,0,1,1
903,1,1,1,1,0,0,1,1,1,1,0,0,1,1
904,1,1,1,0,0,0,1,1,1,0,0,0,0,1
905,1,1,1,0,0,0,1,1,1,0,0,0,0,1
906,1,0,0,0,0,0,0,1,0,0,0,0,1,1
907,1,1,0,0,0,0,1,1,1,0,0,0,1,1
908,1,1,1,0,0,0,1,1,1,0,0,0,1,1
910,1,1,0,0,0,0,1,1,1,0,0,0,1,1
911,1,1,0,0,0,0,1,1,1,0,0,0,1,1
912,1,0,0,0,0,0,0,0,0,0,0,0,0,1
913,1,0,0,0,0,0,0,0,0,0,0,0,0,1
914,1,1,1,0,0,0,0,1,1,0,0,0,1,1
915,1,0,0,0,0,0,0,1,1,0,0,0,1,1
916,1,0,0,0,0,0,0,0,0,0,0,0,0,1
917,1,0,0,0,0,0,0,0,0,0,0,0,0,1
918,1,0,0,0,0,0,0,0,0,0,0,0,0,1
919,1,1,1,0,0,0,0,1,1,0,0,0,1,1
920,1,0,0,0,0,0,1,1,1,0,0,0,1,1
921,1,0,0,0,0,0,1,1,1,0,0,0,1,1
922,1,0,1,0,0,0,1,1,1,0,0,0,1,1
923,1,0,0,0,0,0,0,0,0,0,0,0,0,1
924,1,1,1,0,0,0,0,1,1,0,0,0,1,1
1061,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1062,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1063,1,0,0,1,0,0,1,1,1,0,0,0,1,1
1064,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1065,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1066,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1067,1,1,1,0,0,0,1,1,1,0,0,0,0,1
1070,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1072,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1073,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1077,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1078,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1211,1,0,1,1,0,0,1,1,0,0,0,0,1,1
1213,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1214,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1215,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1216,1,1,1,1,0,0,1,1,1,1,0,1,1,1
1219,1,0,1,1,0,0,1,1,0,0,0,0,1,1
1221,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1222,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1223,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1224,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1225,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1226,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1230,1,1,1,0,0,0,1,1,1,0,0,0,1,1
1232,1,1,0,0,0,0,1,1,1,0,0,0,1,1
1235,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1237,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1238,1,1,1,1,0,0,1,1,1,1,0,1,1,1
1239,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1240,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1273,1,1,1,0,0,0,0,1,1,0,0,0,1,1
1274,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1275,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1276,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1277,1,0,1,1,0,0,1,1,0,0,0,0,1,1
1278,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1280,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,1,1,0,0,0,0,1,1,1,0,0,0,0,1
1307,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1311,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1312,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1313,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1314,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1317,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1318,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1319,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1320,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1323,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1324,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1325,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1326,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1328,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1329,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1330,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1331,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1332,1,1,1,0,0,0,0,1,1,0,0,0,1,1
1333,1,1,0,0,0,0,1,1,1,0,0,0,1,1
1334,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,1,0,0,0,0,0,1,1,1,0,0,0,1,1
1401,1,0,0,0,0,0,1,1,1,0,0,0,0,1
