HH_Id,HH_Member_Roster,HH_Member_Id,HH_Member_Name,HH_Mem_Gender,HH_Mem_Age,HHH_Reln,Marital_Status,Primary_Occpn,Primary_Occpn_Othr,Month_Worked,Working_Hrs_Week,Sec_Occpn,Sec_Occpn_Othr,Month_Worked,Working_Hrs_Week,Read_Write_Yn,Education,Education_Othr,Decision_Involvment
282,2,2,Removed,1,76,2,1,1, ,12,28,2, ,5,15,0,99,Iliterate,2
283,2,1,Removed,2,62,1,1,2, ,7,24,3, ,12,15,0,0, ,3
283,2,2,Removed,1,52,0,1,1, ,12,28,2, ,7,10,0,0, ,3
285,5,1,Removed,2,58,1,1,2, ,8,56,3, ,12,28,1,3, ,3
285,5,2,Removed,1,40,2,1,1, ,12,56,3, ,12,28,0,0, ,3
285,5,3,Removed,2,18,3,2,2, ,10,42,3, ,12,28,1,4, ,2
285,5,4,Removed,2,16,3,2,2, ,10,42,3, ,12,28,1,8, ,2
285,5,5,Removed,2,24,3,2,2, ,8,42,3, ,12,28,1,3, ,2
286,2,1,Removed,2,50,1,1,2, ,8,35,99, ,,,1,6, ,4
286,2,2,Removed,1,47,2,1,1, ,12,28,2, ,4,24,0,99,Iliterate,2
287,2,1,Removed,1,42,0,4,1, ,12,56,2, ,8,35,0,0, ,3
287,2,2,Removed,2,21,3,2,2, ,10,56,3, ,12,28,0,0, ,2
289,5,1,Removed,2,43,1,1,2, ,12,42,3, ,12,28,1,3, ,3
289,5,2,Removed,1,39,2,1,1, ,12,42,3, ,12,35,0,0, ,3
289,5,3,Removed,1,19,3,2,10, ,,,1, ,12,28,1,12, ,2
289,5,4,Removed,2,17,3,2,10, ,,,1, ,12,28,1,9, ,2
289,5,5,Removed,2,16,3,2,10, ,,,3, ,12,28,1,9, ,2
290,3,1,Removed,2,50,1,1,2, ,8,56,3, ,12,28,1,6, ,3
290,3,2,Removed,1,40,2,1,1, ,12,42,3, ,12,28,0,0, ,3
290,3,3,Removed,2,16,9,2,10, ,,,3, ,12,28,1,4, ,2
292,5,1,Removed,2,38,1,1,2, ,12,56,3, ,12,28,1,6, ,3
292,5,2,Removed,1,35,2,1,1, ,12,5,3, ,12,35,1,3, ,3
292,5,3,Removed,2,24,3,2,2, ,8,42,3, ,12,28,1,3, ,2
292,5,4,Removed,2,18,3,2,10, ,,,2, ,8,28,1,9, ,3
292,5,5,Removed,1,15,3,2,10, ,,,1, ,12,28,1,7, ,2
293,5,1,Removed,2,57,1,1,2, ,12,56,3, ,12,35,1,5, ,3
293,5,2,Removed,1,48,2,1,1, ,12,42,3, ,12,35,0,0, ,3
293,5,3,Removed,2,28,3,2,2, ,12,42,3, ,12,28,1,7, ,2
293,5,4,Removed,2,24,3,2,2, ,12,42,3, ,12,28,1,4, ,2
293,5,5,Removed,2,16,3,2,10, ,,,3, ,12,28,1,4, ,2
295,3,1,Removed,2,45,0,1,2, ,8,45,99, ,,,1,2, ,3
295,3,2,Removed,1,35,2,1,1, ,12,42,99, ,,,0,0, ,3
295,3,3,Removed,1,18,3,2,10, ,,,99, ,,,1,10, ,2
296,2,1,Removed,2,38,1,1,2, ,8,40,99, ,,,1,4, ,4
296,2,2,Removed,1,32,2,1,1, ,12,28,2, ,6,15,1,5, ,2
297,4,1,Removed,2,63,1,1,2, ,8,40,99, ,,,0,99,Iliterate,4
297,4,2,Removed,1,58,2,1,1, ,12,28,2, ,5,12,0,97, ,2
297,4,3,Removed,2,36,3,2,12, ,,,99, ,,,1,14, ,1
297,4,4,Removed,2,16,3,2,2, ,8,40,99, ,,,1,6, ,1
299,2,1,Removed,2,30,1,1,2, ,7,40,1, ,12,21,1,8, ,4
299,2,2,Removed,1,28,0,1,1, ,12,30,2, ,7,16,1,4, ,3
301,4,1,Removed,2,43,0,1,2, ,8,45,99, ,,,0,0, ,3
301,4,2,Removed,1,38,2,1,1, ,12,48,99, ,,,0,0, ,3
301,4,3,Removed,1,18,3,2,10, ,,,99, ,,,1,9, ,2
301,4,4,Removed,1,16,3,2,10, ,,,99, ,,,1,8, ,2
302,2,1,Removed,2,38,0,1,2, ,6,40,99, ,,,1,5, ,3
302,2,2,Removed,1,30,2,1,1, ,12,42,99, ,,,0,3, ,2
303,2,1,Removed,1,52,0,4,1, ,12,28,2, ,8,12,0,99,Iliterate,4
303,2,2,Removed,2,18,3,2,2, ,8,40,99, ,,,1,6, ,1
304,4,1,Removed,2,40,1,1,2, ,7,36,1, ,12,24,1,5, ,4
304,4,2,Removed,1,37,0,1,1, ,12,30,2, ,7,21,0,0, ,3
304,4,3,Removed,1,18,3,2,10, ,,,1, ,12,18,1,8, ,2
304,4,4,Removed,2,16,3,2,10, ,,,2, ,7,30,1,7, ,2
305,4,1,Removed,2,70,1,1,2, ,7,36,99, ,,,0,97, ,4
305,4,2,Removed,1,60,0,1,1, ,12,30,2, ,7,21,0,0, ,3
305,4,3,Removed,2,22,3,2,10, ,,,2, ,7,30,1,8, ,2
305,4,4,Removed,2,16,3,2,10, ,,,2, ,7,30,1,8, ,1
307,2,1,Removed,2,38,1,1,2, ,8,40,99, ,,,0,99,Iliterate,4
307,2,2,Removed,1,35,2,1,1, ,12,28,2, ,5,20,0,99,Iliterate,2
308,5,1,Removed,2,60,0,1,2, ,6,42,3, ,12,15,0,0, ,3
308,5,2,Removed,1,55,2,1,1, ,12,40,99, ,,,0,0, ,3
308,5,3,Removed,2,20,3,2,12, ,,,99, ,,,0,0, ,1
308,5,4,Removed,2,18,3,2,2, ,8,45,99, ,,,1,7, ,2
308,5,5,Removed,2,17,3,2,10, ,,,99, ,,,1,10, ,2
309,3,1,Removed,2,64,1,1,2, ,8,35,99, ,,,0,3, ,4
309,3,2,Removed,1,52,2,1,1, ,12,21,2, ,6,12,0,2, ,2
309,3,3,Removed,1,25,3,2,10, ,,,1, ,12,14,1,8, ,1
310,5,1,Removed,2,53,0,1,2, ,8,45,3, ,4,24,0,0, ,3
310,5,2,Removed,1,40,2,1,1, ,12,40,99, ,,,0,0, ,3
310,5,3,Removed,2,22,3,2,2, ,8,40,99, ,,,1,10, ,3
310,5,4,Removed,1,18,3,2,1, ,8,40,99, ,,,1,7, ,2
310,5,5,Removed,1,16,3,2,10, ,,,99, ,,,1,7, ,2
311,5,1,Removed,2,60,1,1,2, ,7,36,99, ,,,0,0, ,4
311,5,2,Removed,1,55,0,1,1, ,12,30,2, ,7,21,0,0, ,3
311,5,3,Removed,2,19,3,2,10, ,,,2, ,7,30,1,8, ,3
311,5,4,Removed,1,17,3,2,10, ,,,1, ,12,21,1,5, ,2
311,5,5,Removed,1,15,3,2,10, ,,,1, ,12,21,1,7, ,1
490,5,1,Removed,1,48,0,1,2, ,7,36,1, ,12,21,0,0, ,3
490,5,2,Removed,2,55,2,1,14,DISABLED,1,2,13, ,,,0,0, ,1
490,5,3,Removed,2,22,3,2,2, ,9,56,3, ,12,28,0,0, ,3
490,5,4,Removed,2,20,3,2,2, ,8,42,3, ,12,32,1,5, ,3
490,5,5,Removed,2,17,3,2,10, ,,,2, ,7,35,1,8, ,1
491,4,1,Removed,2,65,1,1,2, ,9,50,3, ,12,21,0,0, ,4
491,4,2,Removed,1,51,2,1,2, ,8,38,1, ,12,21,0,0, ,2
491,4,3,Removed,2,20,3,2,2, ,9,56,3, ,12,28,1,8, ,3
491,4,4,Removed,2,17,3,2,2, ,9,56,3, ,12,30,1,7, ,2
492,6,1,Removed,2,45,1,1,2, ,9,56,3, ,12,21,1,5, ,4
492,6,2,Removed,1,43,2,1,2, ,8,40,1, ,12,21,0,0, ,2
492,6,3,Removed,1,24,3,2,2, ,6,35,1, ,12,21,0,0, ,1
492,6,4,Removed,2,22,3,2,2, ,9,56,3, ,12,21,0,0, ,3
492,6,5,Removed,2,18,3,2,10, ,,,2, ,6,35,1,7, ,1
492,6,6,Removed,2,17,3,2,10, ,,,2, ,6,35,1,5, ,1
493,2,1,Removed,2,48,1,1,2, ,9,56,3, ,12,28,1,97, ,4
493,2,2,Removed,1,45,2,1,2, ,8,35,1, ,12,21,0,0, ,3
494,5,1,Removed,2,52,1,1,2, ,9,56,3, ,12,35,0,0, ,4
494,5,2,Removed,1,43,2,1,2, ,6,35,1, ,12,21,0,0, ,2
494,5,3,Removed,2,20,3,2,2, ,9,60,3, ,12,21,0,0, ,3
494,5,4,Removed,2,18,3,2,10, ,,,2, ,8,35,1,4, ,2
494,5,5,Removed,1,15,3,2,3, ,12,42,1, ,12,28,0,0, ,1
518,2,1,Removed,2,35,1,1,2, ,10,60,3, ,12,28,1,4, ,3
518,2,2,Removed,1,30,2,1,1, ,12,30,2, ,7,28,1,3, ,2
520,2,1,Removed,1,30,0,4,2, ,8,50,1, ,12,30,1,3, ,3
520,2,2,Removed,2,15,3,2,10, ,,,2, ,8,35,1,8, ,2
521,3,1,Removed,1,34,2,1,1, ,12,21,3, ,12,20,0,0, ,2
521,3,2,Removed,2,36,1,1,2, ,10,56,3, ,12,27,0,0, ,4
521,3,3,Removed,2,15,3,2,10, ,,,2, ,6,28,1,9, ,2
522,2,1,Removed,1,35,0,1,1, ,10,8,6, ,10,8,0,0, ,1
522,2,2,Removed,2,38,1,1,2, ,10,40,2, ,10,40,0,0, ,2
523,4,1,Removed,2,42,1,1,2, ,9,60,3, ,12,27,1,97, ,4
523,4,2,Removed,1,40,2,1,2, ,6,45,1, ,12,21,0,0, ,2
523,4,3,Removed,2,18,3,2,2, ,9,56,99, ,,,0,0, ,2
523,4,4,Removed,2,16,3,2,2, ,9,48,3, ,12,40,0,0, ,1
577,4,1,Removed,2,41,1,1,2, ,8,42,3, ,12,28,0,2, ,3
577,4,2,Removed,1,38,2,1,1, ,12,56,3, ,12,28,0,0, ,3
577,4,3,Removed,2,18,3,2,10, ,,,3, ,12,28,1,4, ,2
577,4,4,Removed,2,16,3,2,11, ,,,2, ,12,28,1,4, ,2
580,2,1,Removed,2,32,1,1,2, ,12,56,3, ,12,35,1,7, ,3
580,2,2,Removed,1,29,2,1,1, ,12,56,3, ,12,28,0,0, ,3
581,5,1,Removed,2,55,1,1,2, ,10,56,3, ,12,28,0,0, ,3
581,5,2,Removed,1,45,2,1,1, ,12,56,3, ,12,42,0,0, ,3
581,5,3,Removed,2,25,3,2,7, ,10,30,3, ,12,28,1,13, ,2
581,5,4,Removed,2,18,3,2,10, ,,,2, ,10,28,1,8, ,2
581,5,5,Removed,2,17,3,2,10, ,,,2, ,10,28,1,7, ,2
583,6,1,Removed,2,50,1,1,2, ,12,5,3, ,12,28,0,0, ,3
583,6,2,Removed,1,47,2,1,1, ,12,56,3, ,12,35,0,0, ,3
583,6,3,Removed,2,19,3,1,10, ,,,2, ,8,35,1,11, ,2
583,6,4,Removed,2,19,3,2,10, ,,,2, ,12,28,1,11, ,2
583,6,5,Removed,1,18,3,2,10, ,,,1, ,12,28,1,10, ,2
583,6,6,Removed,2,22,3,2,10, ,,,2, ,6,28,1,8, ,2
584,2,1,Removed,2,48,1,1,2, ,12,42,3, ,12,35,1,8, ,3
584,2,2,Removed,1,34,2,1,1, ,12,56,3, ,12,28,0,0, ,3
585,2,1,Removed,2,55,1,1,2, ,12,56,3, ,12,28,1,8, ,3
585,2,2,Removed,1,40,2,1,1, ,12,60,3, ,12,28,0,0, ,3
586,6,1,Removed,2,45,1,1,2, ,12,56,9, ,12,35,1,4, ,3
586,6,2,Removed,1,38,2,1,1, ,12,60,3, ,12,35,0,0, ,3
586,6,3,Removed,2,20,3,2,10, ,,,2, ,12,42,1,6, ,2
586,6,4,Removed,1,19,3,2,10, ,,,1, ,12,28,1,11, ,2
586,6,5,Removed,1,18,3,2,10, ,,,1, ,12,28,1,8, ,2
586,6,6,Removed,2,15,3,2,10, ,,,3, ,12,28,1,6, ,2
587,3,1,Removed,2,40,1,1,2, ,12,60,3, ,12,42,1,10, ,3
587,3,2,Removed,1,35,2,1,1, ,12,56,3, ,12,28,0,0, ,3
587,3,3,Removed,2,17,3,2,10, ,,,2, ,6,35,1,5, ,2
588,3,1,Removed,2,57,1,1,2, ,12,56,3, ,12,28,0,0, ,3
588,3,2,Removed,1,45,2,1,1, ,12,56,3, ,12,28,0,0, ,3
588,3,3,Removed,2,19,3,2,10, ,,,2, ,6,35,1,10, ,2
589,2,1,Removed,2,20,3,2,10, ,,,2, ,12,42,1,10, ,3
589,2,2,Removed,1,46,5,4,1, ,12,42,3, ,12,28,0,0, ,3
590,3,1,Removed,2,35,3,2,2, ,12,56,3, ,12,28,0,0, ,3
590,3,2,Removed,1,52,5,4,1, ,12,56,3, ,12,42,0,0, ,3
590,3,3,Removed,2,20,3,2,2, ,12,42,3, ,12,28,0,0, ,3
591,3,1,Removed,2,59,1,1,2, ,10,56,3, ,12,28,0,0, ,3
591,3,2,Removed,1,51,2,1,1, ,12,56,3, ,12,28,0,0, ,3
591,3,3,Removed,2,20,3,2,10, ,,,3, ,12,28,1,10, ,2
718,4,1,Removed,2,57,1,1,2, ,8,56,3, ,12,35,0,0, ,4
718,4,2,Removed,1,50,2,1,1, ,12,35,3, ,12,28,0,0, ,3
718,4,3,Removed,2,19,3,2,10, ,,,2, ,8,35,1,11, ,2
718,4,4,Removed,1,16,3,2,10, ,,,2, ,8,35,1,9, ,1
719,3,1,Removed,2,45,1,1,2, ,9,50,3, ,12,21,1,4, ,4
719,3,2,Removed,1,43,2,1,1, ,12,35,2, ,8,25,0,0, ,3
719,3,3,Removed,2,20,3,2,10, ,,,2, ,9,35,1,10, ,3
720,2,1,Removed,2,46,1,1,2, ,9,45,3, ,12,28,1,6, ,3
720,2,2,Removed,1,42,2,1,1, ,12,70,3, ,12,28,0,0, ,2
721,2,1,Removed,2,70,1,1,2, ,12,35,3, ,12,28,0,0, ,3
721,2,2,Removed,1,62,2,1,1, ,12,56,3, ,12,35,0,0, ,2
722,6,1,Removed,2,48,1,1,2, ,9,50,3, ,12,32,1,6, ,4
722,6,2,Removed,1,45,2,1,1, ,12,38,3, ,12,21,1,5, ,3
722,6,3,Removed,2,21,3,2,10, ,,,2, ,6,32,1,10, ,2
722,6,4,Removed,1,19,3,2,10, ,,,2, ,7,36,1,8, ,1
722,6,5,Removed,1,17,3,2,10, ,,,2, ,6,25,1,8, ,1
722,6,6,Removed,1,16,3,2,10, ,,,3, ,12,24,1,8, ,1
723,4,1,Removed,2,45,1,1,2, ,8,46,3, ,12,30,1,9, ,4
723,4,2,Removed,1,43,2,1,1, ,12,35,3, ,12,21,1,3, ,2
723,4,3,Removed,2,16,3,2,10, ,,,2, ,5,35,1,8, ,2
723,4,4,Removed,2,20,3,2,10, ,,,2, ,6,40,1,9, ,2
724,3,1,Removed,2,58,1,1,2, ,7,30,3, ,12,10,1,5, ,3
724,3,2,Removed,1,50,0,1,1, ,12,28,3, ,12,10,0,0, ,3
724,3,3,Removed,2,15,3,2,10, ,,,3, ,12,21,1,8, ,1
725,5,1,Removed,2,40,3,1,2, ,12,56,3, ,12,40,1,6, ,3
725,5,2,Removed,1,35,2,1,1, ,12,56,3, ,12,28,0,0, ,3
725,5,3,Removed,2,16,3,2,10, ,,,3, ,12,56,1,8, ,2
725,5,4,Removed,2,85,5,1,12, ,,,99, ,,,0,0, ,3
725,5,5,Removed,1,65,5,1,10, ,,,99, ,,,0,0, ,2
726,3,1,Removed,2,78,1,1,3, ,12,35,13, ,,,0,0, ,3
726,3,2,Removed,1,65,2,1,1, ,12,25,3, ,12,21,0,0, ,3
726,3,3,Removed,2,25,4,2,2, ,9,56,3, ,12,24,1,10, ,4
727,2,1,Removed,2,60,1,1,2, ,8,56,3, ,12,28,0,0, ,3
727,2,2,Removed,1,38,2,1,1, ,12,56,3, ,12,28,0,0, ,2
728,5,1,Removed,2,60,1,1,2, ,8,45,3, ,12,30,0,0, ,4
728,5,2,Removed,1,55,2,1,1, ,12,28,3, ,12,21,0,0, ,3
728,5,3,Removed,2,20,3,2,10, ,,,2, ,8,35,1,10, ,3
728,5,4,Removed,1,17,3,2,1, ,12,35,2, ,8,21,1,7, ,2
728,5,5,Removed,1,15,3,2,10, ,,,3, ,12,35,1,3, ,1
729,3,1,Removed,2,61,1,1,2, ,8,28,99, ,,,0,0, ,3
729,3,2,Removed,1,50,2,1,1, ,12,70,3, ,12,35,0,0, ,3
729,3,3,Removed,2,15,3,2,10, ,,,2, ,8,56,1,5, ,2
801,4,1,Removed,2,45,1,1,2, ,8,30,3, ,12,15,1,9, ,4
801,4,2,Removed,1,40,0,1,1, ,12,28,2, ,7,10,0,0, ,3
801,4,3,Removed,2,20,3,2,10, ,,,2, ,4,20,1,11, ,1
801,4,4,Removed,2,18,3,2,10, ,,,2, ,12,16,1,10, ,1
802,2,1,Removed,1,56,0,4,2, ,12,56,2, ,8,42,0,0, ,3
802,2,2,Removed,1,20,3,2,1, ,12,42,3, ,12,28,0,0, ,2
803,2,1,Removed,2,65,1,1,2, ,8,56,3, ,12,42,0,1, ,3
803,2,2,Removed,1,58,2,1,1, ,12,56,3, ,12,42,0,0, ,3
805,5,1,Removed,2,47,1,1,2, ,7,36,3, ,12,15,1,9, ,4
805,5,2,Removed,1,40,0,1,1, ,12,35,3, ,12,10,0,2, ,3
805,5,3,Removed,1,20,3,2,10, ,,,1, ,12,15,1,10, ,1
805,5,4,Removed,2,19,3,2,10, ,,,2, ,7,15,1,8, ,1
805,5,5,Removed,2,17,3,2,10, ,,,3, ,12,20,1,7, ,1
806,3,1,Removed,2,52,1,1,2, ,10,56,3, ,12,35,1,9, ,3
806,3,2,Removed,1,45,2,1,1, ,12,56,3, ,12,42,0,0, ,3
806,3,3,Removed,1,17,3,2,10, ,,,1, ,12,42,1,8, ,2
807,4,1,Removed,2,55,1,1,2, ,8,24,3, ,12,12,0,3, ,4
807,4,2,Removed,1,45,0,1,1, ,12,24,4, ,12,15,0,0, ,3
807,4,3,Removed,2,20,3,2,2, ,7,24,3, ,12,15,1,8, ,1
807,4,4,Removed,2,16,3,2,10, ,,,3, ,12,20,1,7, ,1
808,4,1,Removed,1,50,0,4,1, ,12,56,2, ,8,28,1,3, ,3
808,4,2,Removed,2,23,3,2,10, ,,,2, ,8,56,1,3, ,2
808,4,3,Removed,2,19,3,2,10, ,,,2, ,8,28,1,4, ,2
808,4,4,Removed,2,17,3,2,10, ,,,2, ,8,56,1,4, ,2
809,2,1,Removed,2,67,1,1,2, ,6,56,3, ,12,28,0,0, ,3
809,2,2,Removed,1,40,2,1,1, ,12,56,3, ,12,28,0,0, ,2
810,3,1,Removed,2,52,1,1,2, ,12,56,3, ,12,28,1,5, ,3
810,3,2,Removed,1,41,2,1,1, ,12,56,3, ,12,35,0,97, ,3
810,3,3,Removed,2,19,3,2,10, ,,,2, ,8,56,1,7, ,2
812,3,1,Removed,2,42,1,1,2, ,7,20,3, ,12,10,0,0, ,3
812,3,2,Removed,1,30,0,1,1, ,12,21,4, ,12,8,0,0, ,3
812,3,3,Removed,2,15,3,2,10, ,,,3, ,12,15,1,8, ,1
813,4,1,Removed,2,55,1,1,2, ,12,56,3, ,12,28,1,5, ,3
813,4,2,Removed,1,42,2,1,1, ,12,56,3, ,12,28,0,0, ,3
813,4,3,Removed,2,18,3,2,10, ,,,2, ,8,28,1,2, ,2
813,4,4,Removed,1,15,3,2,10, ,,,1, ,12,20,0,1, ,2
814,2,1,Removed,2,50,1,1,2, ,7,20,4, ,7,20,1,8, ,3
814,2,2,Removed,1,40,0,1,1, ,12,30,3, ,12,15,0,4, ,3
816,5,1,Removed,2,62,1,1,2, ,9,45,3, ,12,27,0,97, ,4
816,5,2,Removed,1,50,2,1,1, ,12,35,3, ,12,21,0,0, ,3
816,5,3,Removed,2,20,3,2,2, ,9,50,3, ,12,35,1,5, ,3
816,5,4,Removed,2,18,3,2,10, ,,,2, ,9,35,1,7, ,2
816,5,5,Removed,1,15,3,2,10, ,,,2, ,8,27,1,5, ,1
1158,2,1,Removed,2,37,1,1,2, ,12,60,3, ,12,23,0,0, ,4
1158,2,2,Removed,1,35,2,1,1, ,12,42,2, ,12,28,1,2, ,3
1159,2,1,Removed,1,35,0,4,2, ,6,45,1, ,12,21,0,0, ,4
1159,2,2,Removed,2,16,3,2,10, ,,,2, ,6,35,1,8, ,3
1163,3,1,Removed,2,55,1,1,2, ,12,56,3, ,12,28,0,0, ,3
1163,3,2,Removed,1,45,2,1,1, ,12,56,3, ,12,28,0,0, ,2
1163,3,3,Removed,2,15,3,2,2, ,12,42,3, ,12,28,0,0, ,2
1164,3,1,Removed,2,60,1,1,2, ,7,25,3, ,12,20,0,0, ,3
1164,3,2,Removed,1,50,0,1,1, ,12,24,3, ,12,10,0,0, ,3
1164,3,3,Removed,2,19,3,2,2, ,7,24,3, ,12,20,1,6, ,3
1165,3,1,Removed,2,51,1,1,2, ,8,56,3, ,12,28,1,1, ,3
1165,3,2,Removed,1,46,2,1,1, ,12,70,3, ,12,28,0,0, ,2
1165,3,3,Removed,2,15,3,2,10, ,,,3, ,12,28,1,5, ,2
1166,3,1,Removed,2,25,1,2,2, ,7,30,99, ,,,1,10, ,3
1166,3,2,Removed,1,60,0,4,2, ,7,15,1, ,12,20,0,0, ,3
1166,3,3,Removed,2,19,3,2,2, ,7,30,3, ,12,30,0,0, ,2
1167,4,1,Removed,2,40,1,1,2, ,8,25,3, ,12,15,0,0, ,3
1167,4,2,Removed,1,35,0,1,1, ,12,24,3, ,12,20,0,0, ,3
1167,4,3,Removed,1,16,3,2,10, ,,,1, ,12,15,1,6, ,1
1167,4,4,Removed,1,15,3,2,1, ,12,15,3, ,12,15,0,0, ,1
1168,6,1,Removed,2,65,1,1,2, ,8,50,3, ,12,30,0,0, ,4
1168,6,2,Removed,1,35,2,1,1, ,12,35,2, ,12,28,0,0, ,3
1168,6,3,Removed,1,24,3,2,10, ,,,2, ,5,35,1,10, ,2
1168,6,4,Removed,1,22,3,2,10, ,,,2, ,5,28,1,12, ,2
1168,6,5,Removed,1,20,3,2,10, ,,,2, ,5,28,1,4, ,1
1168,6,6,Removed,2,18,3,2,10, ,,,2, ,5,35,1,8, ,2
1169,6,1,Removed,2,52,1,1,3, ,12,24,3, ,12,15,1,4, ,3
1169,6,2,Removed,1,45,0,1,1, ,12,35,3, ,12,15,0,0, ,3
1169,6,3,Removed,1,28,3,2,10, ,,,1, ,3,15,1,13, ,1
1169,6,4,Removed,2,22,3,2,10, ,,,2, ,5,18,1,9, ,2
1169,6,5,Removed,2,20,3,2,10, ,,,3, ,12,20,1,8, ,1
1169,6,6,Removed,1,15,3,2,10, ,,,1, ,12,15,1,6, ,1
1170,4,1,Removed,2,51,1,1,2, ,12,70,3, ,12,28,0,0, ,3
1170,4,2,Removed,1,40,2,1,1, ,12,70,3, ,12,28,0,0, ,2
1170,4,3,Removed,2,18,3,2,10, ,,,2, ,6,28,1,3, ,2
1170,4,4,Removed,1,17,3,2,10, ,,,1, ,12,28,1,9, ,2
1171,3,1,Removed,2,57,1,1,2, ,7,30,3, ,12,20,0,97, ,4
1171,3,2,Removed,1,48,0,1,1, ,12,35,3, ,12,10,0,0, ,3
1171,3,3,Removed,2,16,3,2,2, ,12,24,3, ,12,35,0,0, ,2
1174,4,1,Removed,2,66,1,1,2, ,12,56,99, ,,,0,0, ,3
1174,4,2,Removed,1,50,2,1,1, ,12,56,2, ,12,28,0,0, ,2
1174,4,3,Removed,2,24,3,2,10, ,,,2, ,12,28,1,9, ,2
1174,4,4,Removed,2,19,3,2,10, ,,,99, ,,,1,8, ,2
1253,2,1,Removed,2,40,0,1,2, ,8,40,99, ,,,1,8, ,3
1253,2,2,Removed,1,28,2,1,1, ,12,42,99, ,,,0,0, ,3
1254,4,1,Removed,1,75,0,1,2, ,3,28,99, ,,,0,2, ,3
1254,4,2,Removed,1,35,2,1,1, ,12,42,99, ,,,0,0, ,3
1254,4,3,Removed,1,18,3,2,10, ,,,99, ,,,1,10, ,2
1254,4,4,Removed,2,16,3,2,10, ,,,99, ,,,1,11, ,2
1255,2,1,Removed,2,70,0,1,2, ,8,40,99, ,,,0,0, ,3
1255,2,2,Removed,1,30,2,1,1, ,12,45,99, ,,,1,3, ,2
1257,2,1,Removed,1,60,0,4,2, ,6,35,1, ,12,46,0,0, ,4
1257,2,2,Removed,1,25,3,2,1, ,12,36,99, ,,,1,10, ,2
1258,2,1,Removed,2,32,0,1,7, ,10,40,2, ,2,20,1,14, ,3
1258,2,2,Removed,1,28,2,1,1, ,12,45,99, ,,,1,12, ,3
1259,4,1,Removed,1,50,0,4,1, ,12,40,99, ,,,0,0, ,4
1259,4,2,Removed,1,25,3,2,7, ,12,48,1, ,12,12,1,6, ,2
1259,4,3,Removed,1,24,3,2,1, ,12,48,99, ,,,1,6, ,2
1259,4,4,Removed,1,23,3,2,10, ,,,99, ,,,1,7, ,2
1260,5,1,Removed,2,42,0,1,2, ,8,35,3, ,12,30,1,6, ,4
1260,5,2,Removed,1,32,2,1,1, ,12,42,99, ,,,0,0, ,2
1260,5,3,Removed,1,20,3,2,10, ,,,99, ,,,1,11, ,2
1260,5,4,Removed,1,17,3,2,10, ,,,99, ,,,1,9, ,2
1260,5,5,Removed,1,15,3,2,10, ,,,99, ,,,1,8, ,1
1261,1,1,Removed,1,61,0,4,1, ,12,35,99, ,,,0,0, ,4
1262,4,1,Removed,2,60,0,1,2, ,8,42,3, ,12,28,0,0, ,3
1262,4,2,Removed,1,37,2,1,1, ,12,42,99, ,,,0,0, ,3
1262,4,3,Removed,2,19,3,2,10, ,,,99, ,,,0,11, ,2
1262,4,4,Removed,2,16,3,2,10, ,,,99, ,,,1,5, ,2
1263,5,1,Removed,2,50,0,1,2, ,8,45,99, ,,,1,2, ,3
1263,5,2,Removed,1,35,2,1,1, ,12,45,99, ,,,0,0, ,3
1263,5,3,Removed,2,18,3,2,10, ,,,99, ,,,1,6, ,3
1263,5,4,Removed,2,17,1,2,10, ,,,99, ,,,1,9, ,2
1263,5,5,Removed,2,15,3,2,10, ,,,99, ,,,1,4, ,1
1264,3,1,Removed,1,40,0,3,1, ,12,40,99, ,,,0,0, ,4
1264,3,2,Removed,2,20,3,2,2, ,4,32,99, ,,,1,4, ,2
1264,3,3,Removed,2,18,3,2,2, ,6,40,99, ,,,1,7, ,2
1265,3,1,Removed,2,40,0,1,2, ,8,45,99, ,,,1,4, ,3
1265,3,2,Removed,1,38,2,1,1, ,12,35,99, ,,,0,0, ,3
1265,3,3,Removed,2,16,3,2,10, ,,,99, ,,,1,10, ,2
1266,3,1,Removed,2,38,0,1,2, ,8,40,99, ,,,0,0, ,3
1266,3,2,Removed,1,33,2,1,1, ,12,40,99, ,,,0,0, ,3
1266,3,3,Removed,2,15,3,2,10, ,,,99, ,,,1,9, ,2
1267,4,1,Removed,2,77,0,1,2, ,6,30,3, ,12,21,1,10, ,3
1267,4,2,Removed,1,65,0,1,1, ,12,28,99, ,,,0,0, ,3
1267,4,3,Removed,1,17,3,2,10, ,,,99, ,,,1,10, ,2
1267,4,4,Removed,1,15,3,2,10, ,,,99, ,,,1,4, ,1
1268,3,1,Removed,2,46,0,1,2, ,8,48,99, ,,,1,6, ,3
1268,3,2,Removed,1,40,2,1,1, ,12,42,99, ,,,0,0, ,3
1268,3,3,Removed,1,15,3,2,10, ,,,99, ,,,1,11, ,1
1269,3,1,Removed,2,85,0,1,13, ,,,99, ,,,0,0, ,1
1269,3,2,Removed,1,60,2,1,1, ,12,45,99, ,,,0,0, ,3
1269,3,3,Removed,2,15,3,2,10, ,,,2, ,4,30,1,8, ,2
1336,3,1,Removed,2,67,1,1,2, ,7,20,3, ,12,15,0,0, ,3
1336,3,2,Removed,1,55,0,1,1, ,12,21,2, ,7,12,0,0, ,3
1336,3,3,Removed,2,18,3,2,2, ,7,24,3, ,12,21,1,5, ,2
1337,5,1,Removed,2,40,1,1,2, ,8,30,3, ,12,10,1,4, ,4
