HH_Id,HH_Member_Roster,HH_Member_Id,HH_Member_Name,HH_Mem_Gender,HH_Mem_Age,HHH_Reln,Marital_Status,Primary_Occpn,Primary_Occpn_Othr,Month_Worked,Working_Hrs_Week,Sec_Occpn,Sec_Occpn_Othr,Month_Worked,Working_Hrs_Week,Read_Write_Yn,Education,Education_Othr,Decision_Involvment
1273,4,1,Removed,2,45,1,1,2, ,5,48,3, ,12,21,1,6, ,3
1273,4,2,Removed,1,40,2,1,1, ,12,56,99, ,,,0,0, ,2
1273,4,3,Removed,2,18,3,2,10, ,,,1, ,12,35,1,4, ,1
1273,4,4,Removed,2,16,3,2,10, ,,,1, ,12,35,1,4, ,1
1274,4,1,Removed,2,56,1,1,2, ,8,50,3, ,12,16,1,1, ,4
1274,4,2,Removed,1,44,2,1,1, ,12,50,2, ,3,12,0,0, ,2
1274,4,3,Removed,1,19,3,2,10, ,,,2, ,4,18,1,8, ,1
1274,4,4,Removed,1,17,3,2,10, ,,,1, ,12,20,1,7, ,1
1275,3,1,Removed,2,75,1,1,2, ,8,32,99, ,,,1,4, ,3
1275,3,2,Removed,1,45,2,1,1, ,12,48,99, ,,,0,0, ,2
1275,3,3,Removed,2,25,3,2,10, ,,,99, ,,,1,12, ,1
1276,5,1,Removed,2,70,1,1,2, ,8,32,99, ,,,0,0, ,3
1276,5,2,Removed,1,50,2,1,1, ,12,40,99, ,,,0,0, ,2
1276,5,3,Removed,2,20,3,2,10, ,,,99, ,,,1,12, ,1
1276,5,4,Removed,2,19,3,2,10, ,,,99, ,,,1,10, ,1
1276,5,5,Removed,2,18,3,2,10, ,,,99, ,,,1,9, ,1
1277,5,1,Removed,2,45,1,1,2, ,8,50,3, ,12,20,1,9, ,4
1277,5,2,Removed,1,40,2,1,1, ,12,54,2, ,3,18,0,0, ,2
1277,5,3,Removed,2,25,3,2,4, ,12,28,2, ,4,30,1,12, ,2
1277,5,4,Removed,2,20,3,2,10, ,,,2, ,4,20,1,8, ,1
1277,5,5,Removed,1,18,3,2,10, ,,,1, ,12,20,1,8, ,1
1278,5,1,Removed,2,60,1,1,2, ,5,48,3, ,12,21,0,0, ,3
1278,5,2,Removed,1,50,2,1,1, ,12,56,99, ,,,0,0, ,2
1278,5,3,Removed,2,22,3,2,10, ,,,99, ,,,1,6, ,1
1278,5,4,Removed,1,26,3,2,10, ,,,99, ,,,1,7, ,1
1278,5,5,Removed,1,18,3,2,10, ,,,99, ,,,1,4, ,1
1280,5,1,Removed,2,70,1,1,2, ,8,32,99, ,,,1,3, ,3
1280,5,2,Removed,1,50,2,1,1, ,12,48,99, ,,,0,0, ,2
1280,5,3,Removed,2,18,3,2,10, ,,,99, ,,,1,5, ,1
1280,5,4,Removed,1,22,3,2,10, ,,,99, ,,,1,10, ,1
1280,5,5,Removed,1,20,3,2,10, ,,,99, ,,,1,9, ,1
1282,2,1,Removed,2,50,1,1,2, ,8,48,99, ,,,0,0, ,3
1282,2,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
1307,2,1,Removed,2,65,1,1,2, ,8,30,3, ,12,24,1,6, ,3
1307,2,2,Removed,1,30,2,1,1, ,12,30,3, ,12,21,1,2, ,2
1311,4,1,Removed,2,45,1,1,3, ,8,48,99, ,,,0,0, ,3
1311,4,2,Removed,1,38,2,1,1, ,12,40,99, ,,,0,0, ,2
1311,4,3,Removed,2,20,3,2,10, ,,,99, ,,,1,7, ,1
1311,4,4,Removed,1,22,3,2,10, ,,,99, ,,,1,12, ,2
1312,3,1,Removed,1,42,0,4,2, ,8,32,1, ,12,40,0,0, ,4
1312,3,2,Removed,2,20,3,2,10, ,,,99, ,,,1,8, ,1
1312,3,3,Removed,2,15,3,2,10, ,,,99, ,,,1,5, ,1
1313,4,1,Removed,2,48,1,1,2, ,8,30,3, ,12,24,1,6, ,3
1313,4,2,Removed,1,38,2,1,1, ,12,24,3, ,12,20,1,4, ,2
1313,4,3,Removed,1,18,3,2,10, ,,,1, ,12,18,1,8, ,2
1313,4,4,Removed,1,16,3,2,10, ,,,1, ,12,18,1,6, ,2
1314,4,1,Removed,2,50,1,1,2, ,8,30,3, ,12,24,0,0, ,3
1314,4,2,Removed,1,45,2,1,1, ,12,20,3, ,4,20,0,0, ,2
1314,4,3,Removed,2,20,3,2,10, ,,,2, ,2,30,1,4, ,1
1314,4,4,Removed,1,18,3,2,10, ,,,1, ,12,20,1,5, ,2
1317,4,1,Removed,2,55,1,1,2, ,7,48,4, ,6,24,1,9, ,4
1317,4,2,Removed,1,50,2,1,1, ,12,48,3, ,12,30,0,0, ,2
1317,4,3,Removed,2,20,3,2,10, ,,,2, ,3,18,1,10, ,1
1317,4,4,Removed,2,16,3,2,10, ,,,2, ,3,16,1,8, ,1
1318,5,1,Removed,2,40,1,1,2, ,8,30,3, ,12,24,1,10, ,3
1318,5,2,Removed,1,40,2,1,1, ,12,28,3, ,12,21,1,3, ,2
1318,5,3,Removed,1,20,3,2,10, ,,,1, ,12,24,1,9, ,2
1318,5,4,Removed,1,18,3,2,10, ,,,1, ,12,20,1,7, ,1
1318,5,5,Removed,2,16,3,2,10, ,,,3, ,12,20,1,5, ,1
1319,4,1,Removed,2,60,1,1,2, ,8,30,3, ,12,20,1,9, ,3
1319,4,2,Removed,1,45,2,1,1, ,12,30,3, ,12,20,1,6, ,2
1319,4,3,Removed,2,20,3,2,10, ,,,2, ,4,30,1,12, ,2
1319,4,4,Removed,2,15,3,2,10, ,,,2, ,4,20,1,5, ,2
1320,2,1,Removed,2,60,1,1,2, ,8,40,99, ,,,0,0, ,4
1320,2,2,Removed,1,55,2,1,1, ,12,48,2, ,3,20,0,0, ,2
1323,4,1,Removed,2,50,1,1,2, ,10,48,99, ,,,1,6, ,3
1323,4,2,Removed,1,45,2,1,1, ,12,56,99, ,,,0,0, ,2
1323,4,3,Removed,2,20,3,2,10, ,,,99, ,,,1,9, ,1
1323,4,4,Removed,2,17,3,2,10, ,,,99, ,,,1,5, ,1
1324,1,1,Removed,1,32,0,4,2, ,5,35,1, ,12,21,1,2, ,3
1325,2,1,Removed,2,35,1,1,2, ,6,45,3, ,12,24,0,3, ,3
1325,2,2,Removed,1,29,2,1,1, ,12,42,2, ,4,21,0,0, ,2
1326,2,1,Removed,1,50,2,1,1, ,12,48,99, ,,,0,0, ,2
1326,2,2,Removed,2,55,1,1,2, ,8,48,99, ,,,0,0, ,3
1328,5,1,Removed,2,55,1,1,2, ,8,32,99, ,,,1,6, ,3
1328,5,2,Removed,1,48,2,1,1, ,12,48,99, ,,,1,5, ,2
1328,5,3,Removed,2,18,3,2,10, ,,,99, ,,,1,6, ,1
1328,5,4,Removed,2,16,3,2,10, ,,,99, ,,,1,12, ,1
1328,5,5,Removed,2,15,3,2,10, ,,,99, ,,,1,6, ,1
1329,6,1,Removed,2,45,1,1,2, ,8,32,99, ,,,1,7, ,3
1329,6,2,Removed,1,40,2,1,1, ,12,48,99, ,,,1,3, ,2
1329,6,3,Removed,2,20,3,2,10, ,,,99, ,,,1,10, ,1
1329,6,4,Removed,2,17,3,2,10, ,,,99, ,,,1,4, ,1
1329,6,5,Removed,2,16,3,2,10, ,,,99, ,,,1,7, ,1
1329,6,6,Removed,2,15,3,2,10, ,,,99, ,,,1,3, ,1
1330,2,1,Removed,2,60,1,1,2, ,5,48,99, ,,,0,0, ,3
1330,2,2,Removed,1,50,2,1,1, ,12,48,99, ,,,0,0, ,2
1331,4,1,Removed,2,54,1,1,2, ,5,48,3, ,12,21,1,4, ,3
1331,4,2,Removed,1,40,2,1,1, ,12,56,99, ,,,0,0, ,2
1331,4,3,Removed,2,18,3,2,10, ,,,99, ,,,1,10, ,1
1331,4,4,Removed,2,16,3,2,10, ,,,99, ,,,1,9, ,1
1332,2,1,Removed,2,60,1,1,2, ,5,48,99, ,,,1,2, ,3
1332,2,2,Removed,1,55,2,1,1, ,12,48,99, ,,,0,0, ,2
1333,2,1,Removed,2,37,1,1,2, ,6,30,3, ,12,25,1,7, ,3
1333,2,2,Removed,1,34,2,1,1, ,12,30,2, ,5,20,1,9, ,2
1334,4,1,Removed,2,50,1,1,2, ,8,32,99, ,,,0,0, ,3
1334,4,2,Removed,1,45,2,1,1, ,12,48,99, ,,,1,2, ,2
1334,4,3,Removed,2,25,3,2,10, ,,,99, ,,,1,10, ,1
1334,4,4,Removed,2,22,3,2,10, ,,,99, ,,,1,9, ,1
1335,5,1,Removed,2,52,1,1,2, ,6,38,3, ,12,18,1,10, ,3
1335,5,2,Removed,1,48,2,1,1, ,12,34,3, ,12,15,1,7, ,2
1335,5,3,Removed,2,30,3,2,2, ,6,42,3, ,12,18,1,10, ,2
1335,5,4,Removed,2,27,1,2,2, ,5,28,3, ,12,21,1,12, ,2
1335,5,5,Removed,1,24,3,2,2, ,6,30,3, ,12,15,1,10, ,2
1401,3,1,Removed,2,42,1,1,2, ,8,36,3, ,12,28,0,0, ,3
1401,3,2,Removed,1,32,2,1,1, ,12,34,3, ,12,28,0,0, ,2
1401,3,3,Removed,1,16,3,2,10, ,,,3, ,12,28,1,7, ,1
1403,2,1,Removed,2,50,1,1,2, ,8,38,3, ,12,28,1,10, ,3
1403,2,2,Removed,1,46,2,1,1, ,12,28,4, ,12,24,1,5, ,2
1408,4,1,Removed,2,38,1,1,2, ,6,30,3, ,12,18,1,12, ,3
1408,4,2,Removed,1,38,2,1,1, ,12,24,4, ,12,18,1,7, ,2
1408,4,3,Removed,2,17,3,2,10, ,,,2, ,4,28,1,11, ,1
1408,4,4,Removed,1,15,3,2,10, ,,,1, ,12,18,1,9, ,1
1409,3,1,Removed,2,51,1,1,2, ,8,30,3, ,12,24,1,12, ,3
1409,3,2,Removed,1,45,2,1,1, ,12,28,3, ,12,20,1,11, ,2
1409,3,3,Removed,2,16,3,2,10, ,,,3, ,12,18,1,4, ,1
1413,3,1,Removed,2,50,1,1,2, ,8,50,3, ,12,15,1,6, ,3
1413,3,2,Removed,1,45,2,1,1, ,12,60,2, ,4,15,0,0, ,2
1413,3,3,Removed,2,18,3,2,2, ,8,50,8, ,5,20,0,0, ,2
1415,3,1,Removed,2,35,1,1,2, ,8,30,3, ,12,28,0,0, ,3
1415,3,2,Removed,1,30,2,1,1, ,12,24,3, ,12,21,0,0, ,2
1415,3,3,Removed,2,17,3,1,10, ,,,99, ,,,1,98, ,1
6001,3,1,Removed,2,52,1,1,2, ,8,60,3, ,12,15,1,6, ,3
6001,3,2,Removed,1,47,2,1,1, ,12,60,2, ,4,20,0,0, ,2
6001,3,3,Removed,1,17,3,2,10, ,,,2, ,4,25,1,5, ,2
6002,4,1,Removed,2,52,1,1,2, ,8,48,3, ,12,15,1,4, ,3
6002,4,2,Removed,1,42,2,1,1, ,12,54,2, ,4,20,1,4, ,2
6002,4,3,Removed,2,18,3,2,10, ,,,2, ,4,20,1,11, ,2
6002,4,4,Removed,1,16,3,2,10, ,,,1, ,12,20,1,8, ,1
6003,4,1,Removed,2,45,1,1,2, ,8,48,3, ,12,15,0,0, ,3
6003,4,2,Removed,1,42,2,1,1, ,12,50,2, ,4,20,0,0, ,2
6003,4,3,Removed,2,19,3,2,10, ,,,2, ,8,22,1,6, ,2
6003,4,4,Removed,1,17,3,2,10, ,,,1, ,12,25,1,4, ,1
6004,2,1,Removed,2,30,1,1,2, ,6,40,99, ,,,1,9, ,3
6004,2,2,Removed,1,22,2,1,1, ,12,44,2, ,3,21,1,10, ,3
6005,5,1,Removed,2,72,1,1,2, ,3,14,99, ,,,1,7, ,3
6005,5,2,Removed,1,57,2,1,1, ,12,40,3, ,12,18,0,3, ,3
6005,5,3,Removed,2,20,3,2,2, ,6,36,99, ,,,1,10, ,3
6005,5,4,Removed,1,18,3,2,1, ,12,28,3, ,12,21,1,9, ,2
6005,5,5,Removed,1,17,3,2,1, ,12,14,2, ,4,30,1,10, ,2
6006,4,1,Removed,2,54,1,1,2, ,8,20,3, ,12,14,1,3, ,3
6006,4,2,Removed,1,47,2,1,1, ,12,28,3, ,12,20,0,0, ,2
6006,4,3,Removed,2,23,3,2,2, ,8,24,3, ,12,15,1,10, ,2
6006,4,4,Removed,2,17,3,2,2, ,8,20,3, ,12,14,1,8, ,2
6007,4,1,Removed,2,47,1,1,2, ,8,24,3, ,12,18,1,10, ,3
6007,4,2,Removed,1,42,2,1,1, ,12,20,3, ,12,26,1,7, ,2
6007,4,3,Removed,1,21,3,2,10, ,,,1, ,12,20,1,7, ,1
6007,4,4,Removed,1,18,3,2,10, ,,,3, ,12,24,1,8, ,1
6008,2,1,Removed,2,29,1,1,2, ,12,65,4, ,10,52,1,10, ,3
6008,2,2,Removed,1,26,2,1,1, ,12,40,4, ,12,25,1,9, ,1
6011,4,1,Removed,2,65,1,1,2, ,8,45,3, ,12,22,1,4, ,4
6011,4,2,Removed,1,45,2,1,1, ,12,50,2, ,3,15,0,0, ,2
6011,4,3,Removed,2,18,3,2,2, ,8,48,3, ,12,18,1,4, ,2
6011,4,4,Removed,2,17,3,2,10, ,,,2, ,4,28,1,8, ,1
6012,2,1,Removed,2,25,1,1,2, ,8,30,3, ,12,24,1,5, ,3
6012,2,2,Removed,1,25,2,1,1, ,12,30,3, ,12,28,1,7, ,2
6013,5,1,Removed,2,50,1,1,2, ,8,35,9, ,10,28,1,14, ,3
6013,5,2,Removed,1,34,3,2,2, ,8,24,3, ,12,18,1,14, ,2
6013,5,3,Removed,1,35,3,2,2, ,8,30,3, ,12,20,1,12, ,2
6013,5,4,Removed,2,16,3,2,10, ,,,3, ,12,28,1,5, ,1
6013,5,5,Removed,2,15,3,2,2, ,8,28,3, ,12,21,1,4, ,1
6014,6,1,Removed,2,48,1,1,2, ,8,30,3, ,12,20,1,6, ,3
6014,6,2,Removed,1,45,2,1,1, ,12,30,3, ,12,20,0,0, ,2
6014,6,3,Removed,2,25,3,2,10, ,,,2, ,4,20,1,11, ,1
6014,6,4,Removed,1,20,3,2,10, ,,,1, ,12,28,1,11, ,1
6014,6,5,Removed,2,18,3,2,10, ,,,2, ,4,20,1,7, ,1
6014,6,6,Removed,2,15,3,2,10, ,,,3, ,12,18,1,4, ,1
6015,3,1,Removed,2,43,1,1,4, ,12,36,2, ,6,30,1,9, ,3
6015,3,2,Removed,1,35,2,1,1, ,12,30,3, ,12,28,0,0, ,3
6015,3,3,Removed,2,15,3,2,10, ,,,2, ,5,24,1,7, ,1
6016,2,1,Removed,2,25,1,1,2, ,7,42,3, ,12,21,0,1, ,3
6016,2,2,Removed,1,20,2,1,1, ,12,32,2, ,3,15,1,8, ,3
6017,4,1,Removed,2,67,1,1,2, ,5,28,99, ,,,0,0, ,3
6017,4,2,Removed,1,58,2,1,1, ,12,35,3, ,12,14,0,0, ,2
6017,4,3,Removed,2,17,3,2,2, ,6,36,99, ,,,1,5, ,2
6017,4,4,Removed,2,15,3,2,3, ,12,35,2, ,4,21,0,4, ,1
6019,4,1,Removed,2,44,1,1,2, ,6,35,3, ,12,20,1,6, ,3
6019,4,2,Removed,1,40,2,1,1, ,12,42,3, ,12,18,0,0, ,2
6019,4,3,Removed,2,22,3,2,2, ,5,30,3, ,12,15,1,9, ,2
6019,4,4,Removed,2,19,3,2,2, ,5,40,3, ,12,25,1,8, ,2
6020,2,1,Removed,2,35,1,1,2, ,10,48,99, ,,,1,10, ,3
6020,2,2,Removed,1,30,2,1,1, ,12,40,99, ,,,1,10, ,3
6021,3,1,Removed,1,60,0,4,2, ,8,28,1, ,12,22,0,0, ,4
6021,3,2,Removed,2,33,3,1,7, ,12,56,2, ,4,18,1,13, ,3
6021,3,3,Removed,1,29,9,1,1, ,12,48,2, ,3,12,1,6, ,2
6022,3,1,Removed,2,50,1,1,2, ,7,45,3, ,12,22,0,0, ,4
6022,3,2,Removed,1,40,2,1,1, ,12,50,2, ,3,15,0,0, ,2
6022,3,3,Removed,2,15,3,2,10, ,,,2, ,3,18,1,4, ,1
6023,2,1,Removed,2,35,1,1,2, ,8,42,3, ,12,20,1,9, ,4
6023,2,2,Removed,1,30,2,1,1, ,12,48,2, ,4,22,1,11, ,2
6024,4,1,Removed,2,40,1,1,2, ,8,40,3, ,4,24,0,0, ,4
6024,4,2,Removed,1,36,2,1,1, ,12,48,2, ,3,12,0,0, ,2
6024,4,3,Removed,2,20,3,2,10, ,,,2, ,4,20,1,10, ,2
6024,4,4,Removed,2,18,3,2,10, ,,,3, ,12,22,1,8, ,1
6025,2,1,Removed,2,36,1,1,2, ,8,45,3, ,12,24,1,7, ,4
6025,2,2,Removed,1,32,2,1,1, ,12,54,2, ,3,20,0,0, ,2
6026,3,1,Removed,2,60,1,1,2, ,8,48,3, ,12,22,1,3, ,4
6026,3,2,Removed,1,50,2,1,1, ,12,52,2, ,4,24,1,6, ,2
6026,3,3,Removed,2,16,3,2,10, ,,,2, ,6,20,1,8, ,1
6027,4,1,Removed,2,60,1,1,2, ,8,48,3, ,12,18,1,3, ,4
6027,4,2,Removed,1,45,2,1,1, ,12,50,2, ,3,18,0,0, ,2
6027,4,3,Removed,1,21,3,2,1, ,12,30,3, ,12,24,1,10, ,1
6027,4,4,Removed,2,20,3,2,2, ,6,40,3, ,12,22,1,9, ,2
6028,4,1,Removed,1,55,0,4,2, ,7,40,1, ,12,30,0,0, ,4
6028,4,2,Removed,2,23,3,2,2, ,8,54,99, ,,,1,5, ,3
6028,4,3,Removed,1,18,4,2,10, ,,,1, ,12,24,1,6, ,1
6028,4,4,Removed,1,15,4,2,10, ,,,1, ,12,28,1,3, ,1
6030,3,1,Removed,2,42,1,1,2, ,10,56,99, ,,,1,5, ,3
6030,3,2,Removed,1,35,2,1,1, ,12,56,99, ,,,0,0, ,1
6030,3,3,Removed,1,17,3,2,10, ,,,99, ,,,1,6, ,3
6031,3,1,Removed,2,38,1,1,2, ,8,56,8, ,10,32,1,10, ,3
6031,3,2,Removed,1,35,2,1,1, ,12,56,99, ,,,0,0, ,1
6031,3,3,Removed,2,15,3,2,10, ,,,99, ,,,1,8, ,1
6032,7,1,Removed,2,49,1,1,2, ,10,56,99, ,,,1,11, ,3
6032,7,2,Removed,1,42,2,1,1, ,12,48,99, ,,,1,5, ,1
6032,7,3,Removed,2,25,3,2,10, ,,,99, ,,,1,6, ,1
6032,7,4,Removed,2,22,3,2,10, ,,,99, ,,,1,10, ,1
6032,7,5,Removed,2,20,3,2,10, ,,,99, ,,,1,12, ,1
6032,7,6,Removed,1,18,3,2,10, ,,,99, ,,,1,12, ,1
6032,7,7,Removed,2,17,3,2,10, ,,,99, ,,,1,9, ,1
6033,3,1,Removed,2,45,1,1,2, ,10,48,99, ,,,1,4, ,3
6033,3,2,Removed,1,40,2,1,1, ,12,48,99, ,,,0,0, ,2
6033,3,3,Removed,2,16,3,2,10, ,,,99, ,,,1,7, ,1
6034,3,1,Removed,2,60,1,1,2, ,8,48,99, ,,,1,5, ,3
6034,3,2,Removed,1,46,2,1,1, ,12,40,99, ,,,0,0, ,2
6034,3,3,Removed,2,18,3,2,10, ,,,99, ,,,1,8, ,1
6035,2,1,Removed,2,35,1,1,2, ,6,24,99, ,,,1,13, ,3
6035,2,2,Removed,1,25,2,1,1, ,12,48,99, ,,,0,0, ,2
6036,4,1,Removed,2,40,1,1,2, ,8,32,99, ,,,1,6, ,3
6036,4,2,Removed,1,36,2,1,1, ,12,48,99, ,,,1,2, ,2
6036,4,3,Removed,2,18,3,2,10, ,,,99, ,,,1,9, ,1
6036,4,4,Removed,2,17,3,2,10, ,,,99, ,,,1,2, ,1
6037,2,1,Removed,1,30,0,1,1, ,12,48,2, ,5,21,0,0, ,3
6037,2,2,Removed,2,70,2,1,2, ,5,48,99, ,,,0,0, ,2
6038,5,1,Removed,2,55,1,1,2, ,5,48,99, ,,,0,0, ,3
6038,5,2,Removed,1,45,2,1,1, ,12,56,99, ,,,0,0, ,2
6038,5,3,Removed,2,25,3,2,2, ,5,48,99, ,,,1,7, ,2
6038,5,4,Removed,2,20,3,2,10, ,,,99, ,,,1,6, ,1
6038,5,5,Removed,2,15,3,2,10, ,,,99, ,,,1,5, ,1
6039,2,1,Removed,2,35,1,1,2, ,5,49,3, ,12,28,1,7, ,3
6039,2,2,Removed,1,30,2,1,1, ,12,56,99, ,,,0,0, ,2
329,2,1,Removed,2,40,0,1,5, ,12,60,1, ,6,50,0,7, ,4
329,2,2,Removed,1,35,0,1,3, ,10,10,4, ,10,50,0,10, ,4
330,4,1,Removed,2,70,0,1,2, ,10,50,99, ,,,0,0, ,4
330,4,2,Removed,1,50,1,1,1, ,12,30,99, ,,,0,0, ,2
330,4,3,Removed,2,30,3,2,6, ,10,70,1, ,12,60,1,10, ,4
330,4,4,Removed,2,28,3,2,7, ,12,40,4, ,10,20,1,3, ,4
331,2,1,Removed,2,16,3,2,10, ,,,10, ,,,1,9, ,1
331,2,2,Removed,1,15,2,2,10, ,,,10, ,,,1,6, ,1
332,3,1,Removed,2,65,0,2,5, ,12,60,99, ,,,0,0, ,3
332,3,2,Removed,1,45,2,2,1, ,12,60,1, ,12,60,0,0, ,1
332,3,3,Removed,2,29,13,2,5, ,12,30,99, ,,,1,11, ,2
333,4,1,Removed,1,55,0,1,4, ,12,30,99, ,,,0,0, ,3
333,4,2,Removed,2,19,3,2,11, ,,,99, ,,,1,9, ,1
333,4,3,Removed,2,22,3,2,5, ,12,60,4, ,12,50,1,12, ,3
333,4,4,Removed,2,29,3,2,5, ,12,50,99, ,,,1,13, ,3
334,4,1,Removed,2,85,1,1,5, ,11,60,99, ,,,0,0, ,4
334,4,2,Removed,1,45,0,1,1, ,12,60,99, ,,,0,0, ,2
334,4,3,Removed,2,30,3,2,5, ,9,65,99, ,,,1,12, ,2
334,4,4,Removed,2,27,3,2,5, ,12,60,99, ,,,1,12, ,3
335,5,1,Removed,2,53,0,1,4, ,5,50,99, ,,,1,7, ,4
335,5,2,Removed,1,40,6,1,4, ,10,60,4, ,12,50,0,4, ,4
335,5,3,Removed,2,25,6,2,4, ,12,50,4, ,10,50,0,6, ,4
335,5,4,Removed,1,25,3,2,2, ,10,9,2, ,12,5,0,3, ,4
335,5,5,Removed,2,35,3,2,5, ,12,60,99, ,,,1,4, ,2
336,6,1,Removed,2,35,0,1,6, ,12,50,6, ,10,50,1,8, ,4
336,6,2,Removed,1,35,1,1,1, ,12,50,4, ,12,60,1,5, ,4
336,6,3,Removed,2,29,6,1,5, ,10,60,99, ,,,1,5, ,4
336,6,4,Removed,1,23,7,1,2, ,11,60,99, ,,,0,1, ,1
336,6,5,Removed,1,17,3,2,1, ,9,30,10, ,,,0,0, ,1
336,6,6,Removed,1,55,12,3,5, ,1,5,1, ,1,20,0,0, ,1
337,6,1,Removed,2,23,3,2,11, ,,,11, ,,,1,10, ,2
337,6,2,Removed,2,25,3,2,10, ,,,99, ,,,1,10, ,1
337,6,3,Removed,1,21,3,2,10, ,,,99, ,,,1,6, ,1
337,6,4,Removed,2,19,3,2,10, ,,,99, ,,,0,8, ,1
337,6,5,Removed,1,18,3,2,10, ,,,99, ,,,0,0, ,1
337,6,6,Removed,2,25,3,2,10, ,,,99, ,,,0,7, ,1
338,4,1,Removed,2,55,1,1,6, ,12,50,10, ,,,0,0, ,4
338,4,2,Removed,1,40,1,1,4, ,10,60,5, ,11,50,0,0, ,4
338,4,3,Removed,2,55,0,1,4, ,10,50,4, ,11,50,0,0, ,1
338,4,4,Removed,2,15,3,2,5, ,10,26,4, ,10,30,1,0, ,1
339,4,1,Removed,2,45,1,1,5, ,12,60,99, ,,,1,10, ,3
339,4,2,Removed,1,35,0,1,5, ,12,60,4, ,12,60,1,9, ,3
339,4,3,Removed,2,28,3,2,5, ,10,65,5, ,12,60,1,11, ,2
339,4,4,Removed,2,22,3,2,10, ,,,99, ,,,1,10, ,2
340,1,1,Removed,2,30,3,2,7, ,12,56,4, ,10,58,1,12, ,1
341,2,1,Removed,2,50,1,1,2, ,12,60,7, ,12,30,0,0, ,3
341,2,2,Removed,1,35,0,1,1, ,12,65,4, ,12,20,0,0, ,3
342,4,1,Removed,2,35,0,1,7, ,12,60,99, ,,,1,6, ,4
342,4,2,Removed,1,35,0,1,7, ,12,60,1, ,12,60,1,3, ,4
342,4,3,Removed,2,19,3,2,10, ,,,99, ,,,1,12, ,4
342,4,4,Removed,2,15,3,2,10, ,,,99, ,,,1,10, ,3
343,5,1,Removed,2,70,0,1,5, ,12,30,99, ,,,0,0, ,3
343,5,2,Removed,1,60,1,1,1, ,12,40,99, ,,,0,0, ,2
343,5,3,Removed,2,29,3,2,5, ,12,50,4, ,12,50,1,7, ,3
343,5,4,Removed,2,27,3,2,5, ,12,30,99, ,,,1,11, ,3
343,5,5,Removed,1,23,3,2,10, ,,,99, ,,,1,10, ,1
344,5,1,Removed,2,52,1,1,5, ,12,60,99, ,,,1,4, ,2
344,5,2,Removed,1,40,0,1,5, ,12,60,99, ,,,1,2, ,2
344,5,3,Removed,2,32,3,2,5, ,12,60,99, ,,,1,8, ,2
344,5,4,Removed,2,23,3,2,5, ,12,60,99, ,,,1,0, ,3
344,5,5,Removed,2,28,3,2,5, ,12,50,99, ,,,1,0, ,2
345,6,1,Removed,2,75,0,1,5, ,12,60,5, ,12,60,0,2, ,3
345,6,2,Removed,1,50,0,1,5, ,10,70,99, ,,,0,0, ,2
345,6,3,Removed,1,22,3,2,5, ,12,9,99, ,,,1,9, ,3
345,6,4,Removed,2,26,6,2,5, ,12,60,11, ,,,1,10, ,2
345,6,5,Removed,1,27,13,2,1, ,12,90,12, ,,,1,4, ,1
345,6,6,Removed,2,19,13,2,10, ,,,99, ,,,1,6, ,2
346,3,1,Removed,1,16,3,2,10, ,,,99, ,,,1,10, ,1
346,3,2,Removed,2,17,3,2,10, ,,,99, ,,,1,9, ,1
346,3,3,Removed,2,21,3,2,11, ,,,99, ,,,1,10, ,2
398,3,1,Removed,2,45,1,1,2, ,12,45,99, ,,,0,0, ,3
398,3,2,Removed,1,40,2,1,1, ,12,50,99, ,,,0,0, ,2
398,3,3,Removed,2,25,3,2,10, ,,,2, ,12,32,1,10, ,2
399,4,1,Removed,2,55,1,1,2, ,5,30,99, ,,,0,0, ,3
399,4,2,Removed,1,50,2,1,1, ,6,36,99, ,,,0,0, ,2
399,4,3,Removed,2,23,3,2,11, ,,,99, ,,,1,7, ,2
399,4,4,Removed,2,20,3,2,10, ,,,99, ,,,1,8, ,2
400,4,1,Removed,2,40,1,1,2, ,3,5,99, ,,,0,2, ,3
400,4,2,Removed,1,33,2,1,1, ,6,30,99, ,,,0,0, ,2
400,4,3,Removed,1,18,3,2,10, ,,,99, ,,,1,11, ,2
400,4,4,Removed,2,16,3,2,10, ,,,99, ,,,1,9, ,2
495,5,1,Removed,2,57,1,1,2, ,5,24,99, ,,,1,9, ,3
495,5,2,Removed,1,53,2,1,1, ,6,56,99, ,,,0,0, ,2
495,5,3,Removed,2,22,3,2,10, ,,,99, ,,,1,13, ,2
495,5,4,Removed,2,19,3,2,10, ,,,99, ,,,1,12, ,2
495,5,5,Removed,1,16,3,2,10, ,,,99, ,,,1,8, ,1
496,4,1,Removed,2,35,1,1,2, ,8,28,3, ,12,15,1,10, ,4
496,4,2,Removed,1,34,2,1,1, ,12,60,99, ,,,0,0, ,2
496,4,3,Removed,2,16,3,2,10, ,,,99, ,,,1,10, ,1
496,4,4,Removed,2,15,3,2,10, ,,,99, ,,,1,7, ,1
498,4,1,Removed,2,70,1,1,2, ,12,52,99, ,,,1,5, ,3
498,4,2,Removed,1,65,2,1,1, ,12,54,99, ,,,0,0, ,2
498,4,3,Removed,2,20,3,2,10, ,,,99, ,,,1,12, ,2
498,4,4,Removed,2,18,3,2,10, ,,,99, ,,,1,10, ,2
499,6,1,Removed,2,45,1,1,2, ,12,56,99, ,,,1,6, ,3
