HH_Id,HH_Activity_M,Activity_Part_M,Decision_maker_Actvty_M,Influence_Decision_Actvty_M,Own_Decision_Actvty_M
1166,5,1,1,3,4
1166,6,1,5,2,2
1166,7,1,5,2,3
1167,1,1,1,3,4
1167,2,1,1,3,4
1167,3,1,1,3,4
1167,4,1,1,3,4
1167,5,1,1,3,4
1167,6,1,1,3,4
1167,7,1,1,3,4
1168,1,1,5,3,3
1168,2,1,5,3,4
1168,3,1,5,3,4
1168,4,1,5,3,4
1168,5,1,5,3,3
1168,6,1,5,3,3
1168,7,1,5,3,3
1169,1,1,1,3,4
1169,2,1,1,3,4
1169,3,1,1,3,4
1169,4,1,1,3,4
1169,5,1,1,3,4
1169,6,1,1,3,4
1169,7,1,1,3,4
1170,1,1,1,3,3
1170,2,1,5,3,3
1170,3,1,5,3,3
1170,4,1,5,3,3
1170,5,1,5,3,3
1170,6,1,5,3,4
1170,7,1,5,3,4
1171,1,1,1,3,4
1171,2,1,1,3,4
1171,3,1,1,3,4
1171,4,1,1,3,4
1171,5,1,1,3,4
1171,6,1,1,3,4
1171,7,1,1,3,4
1174,1,1,5,3,4
1174,2,1,5,3,4
1174,3,1,5,3,4
1174,4,1,5,3,3
1174,5,1,5,3,3
1174,6,1,5,3,4
1174,7,1,5,3,3
1253,1,1,1,3,4
1253,2,1,1,3,4
1253,3,1,1,3,3
1253,4,1,1,3,3
1253,5,1,1,3,4
1253,6,1,5,3,4
1253,7,1,5,3,4
1254,1,1,5,2,3
1254,2,1,5,2,4
1254,3,1,5,2,4
1254,4,1,5,3,4
1254,5,1,5,2,4
1254,6,1,5,3,4
1254,7,1,5,3,4
1255,1,1,1,3,4
1255,2,1,1,3,4
1255,3,1,1,3,4
1255,4,1,1,3,4
1255,5,1,1,3,4
1255,6,1,1,3,3
1255,7,1,2,2,4
1257,,,,,
1258,1,1,5,3,4
1258,2,1,5,3,4
1258,3,1,5,3,4
1258,4,1,5,3,4
1258,5,1,1,3,4
1258,6,1,5,3,3
1258,7,1,5,3,3
1259,,,,,
1260,1,1,1,3,4
1260,2,1,1,3,4
1260,3,1,1,3,3
1260,4,1,1,3,4
1260,5,1,1,3,4
1260,6,1,1,2,3
1260,7,1,2,3,3
1261,,,,,
1262,1,1,5,3,4
1262,2,1,1,3,4
1262,3,1,1,3,4
1262,4,1,1,3,3
1262,5,1,5,3,4
1262,6,1,5,4,4
1262,7,1,5,2,3
1263,1,1,5,3,4
1263,2,1,5,3,4
1263,3,1,5,3,4
1263,4,1,5,3,4
1263,5,1,5,3,4
1263,6,1,5,3,4
1263,7,1,5,3,4
1264,,,,,
1265,1,1,1,3,3
1265,2,1,5,3,4
1265,3,1,5,3,4
1265,4,1,1,3,4
1265,5,1,1,3,3
1265,6,1,5,3,3
1265,7,1,1,3,3
1266,1,1,5,3,4
1266,2,1,5,3,4
1266,3,1,5,3,4
1266,4,1,5,3,4
1266,5,1,5,3,4
1266,6,1,5,3,3
1266,7,1,5,3,4
1267,1,1,1,3,4
1267,2,1,1,3,4
1267,3,1,5,3,4
1267,4,1,5,3,4
1267,5,1,5,3,4
1267,6,0,,,
1267,7,1,5,3,4
1268,1,1,5,2,4
1268,2,1,5,2,4
1268,3,1,5,3,4
1268,4,1,5,3,3
1268,5,1,5,3,3
1268,6,1,5,3,4
1268,7,1,5,2,3
1269,1,2,4,2,3
1269,2,1,4,2,3
1269,3,1,4,2,3
1269,4,0,,,
1269,5,1,5,2,3
1269,6,0,,,
1269,7,1,3,2,2
1336,1,1,1,3,4
1336,2,1,1,3,4
1336,3,1,1,3,4
1336,4,1,1,3,4
1336,5,1,1,3,4
1336,6,1,1,3,4
1336,7,1,1,3,4
1337,1,1,1,3,4
1337,2,1,1,3,4
1337,3,1,1,3,4
1337,4,1,1,3,4
1337,5,1,1,3,4
1337,6,1,1,3,4
1337,7,1,1,3,4
1339,1,1,1,3,4
1339,2,1,1,3,4
1339,3,1,1,3,4
1339,4,1,1,3,4
1339,5,1,1,3,4
1339,6,1,1,3,4
1339,7,1,1,3,4
1340,1,1,5,3,3
1340,2,1,5,3,3
1340,3,1,5,3,3
1340,4,1,5,3,3
1340,5,1,5,3,3
1340,6,1,5,3,3
1340,7,1,5,3,3
1341,,,,,
1342,1,1,1,3,4
1342,2,1,1,3,4
1342,3,1,1,3,4
1342,4,1,1,3,4
1342,5,1,1,3,4
1342,6,1,1,3,4
1342,7,1,1,3,4
1416,1,1,1,3,4
1416,2,1,1,3,4
1416,3,1,1,3,4
1416,4,1,1,3,4
1416,5,1,1,3,4
1416,6,1,1,3,4
1416,7,1,1,3,4
1418,,,,,
1420,1,1,1,3,4
1420,2,1,1,3,4
1420,3,1,1,3,4
1420,4,1,1,3,4
1420,5,1,1,3,4
1420,6,1,1,3,4
1420,7,1,1,3,4
1421,,,,,
1424,1,1,1,3,4
1424,2,1,1,3,4
1424,3,1,1,3,4
1424,4,1,1,3,4
1424,5,1,1,3,4
1424,6,1,1,3,4
1424,7,1,1,3,4
1425,1,1,1,3,4
1425,2,1,1,3,4
1425,3,1,1,3,4
1425,4,1,1,3,4
1425,5,1,1,3,4
1425,6,1,1,3,4
1425,7,1,1,3,4
1430,1,1,1,3,4
1430,2,1,1,3,4
1430,3,1,1,3,4
1430,4,1,1,3,4
1430,5,1,1,3,4
1430,6,1,5,3,3
1430,7,1,1,3,4
1431,1,1,1,3,4
1431,2,1,1,3,4
1431,3,1,1,3,4
1431,4,1,1,3,4
1431,5,1,1,3,4
1431,6,1,1,3,4
1431,7,1,1,3,4
1433,1,1,1,3,4
1433,2,1,1,3,4
1433,3,1,1,3,4
1433,4,1,1,3,4
1433,5,1,1,3,4
1433,6,1,1,3,3
1433,7,1,1,3,4
1453,1,1,1,3,4
1453,2,1,1,3,4
1453,3,1,1,3,4
1453,4,1,1,3,4
1453,5,1,1,3,4
1453,6,1,1,3,4
1453,7,1,1,3,4
1454,1,1,5,3,4
1454,2,1,5,3,3
1454,3,1,1,3,4
1454,4,1,1,3,4
1454,5,1,1,3,4
1454,6,1,5,3,3
1454,7,1,5,3,3
1455,1,1,5,3,3
1455,2,1,1,3,4
1455,3,1,1,3,4
1455,4,1,1,3,4
1455,5,1,1,3,4
1455,6,1,5,3,3
1455,7,1,5,3,3
1456,1,1,5,3,3
1456,2,1,1,3,4
1456,3,1,1,3,4
1456,4,1,1,3,4
1456,5,1,1,3,4
1456,6,1,5,3,3
1456,7,1,5,3,3
1458,1,1,1,3,4
1458,2,1,1,3,4
1458,3,1,1,3,4
1458,4,1,1,3,4
1458,5,1,1,3,4
1458,6,1,1,3,4
1458,7,1,1,3,4
1459,1,1,1,3,4
1459,2,1,1,3,4
1459,3,1,1,3,4
1459,4,1,1,3,4
1459,5,1,1,3,4
1459,6,1,1,3,4
1459,7,1,1,3,4
1460,1,1,1,3,4
1460,2,1,1,3,4
1460,3,1,1,3,4
1460,4,1,1,3,4
1460,5,1,1,3,4
1460,6,1,1,3,4
1460,7,1,1,3,4
1461,1,1,5,3,4
1461,2,1,1,3,4
1461,3,1,1,3,4
1461,4,1,1,3,4
1461,5,1,1,3,4
1461,6,1,5,3,3
1461,7,1,5,3,3
1462,,,,,
1463,1,1,5,3,4
1463,2,1,1,3,4
1463,3,1,1,3,4
1463,4,1,1,3,4
1463,5,1,1,3,4
1463,6,1,5,3,3
1463,7,1,5,3,3
1464,,,,,
1465,1,1,5,3,4
1465,2,1,5,3,4
1465,3,1,5,3,4
1465,4,1,5,3,4
1465,5,1,5,3,4
1465,6,1,5,3,4
1465,7,1,5,3,4
1466,1,1,1,3,4
1466,2,1,1,3,4
1466,3,1,1,3,4
1466,4,1,1,3,4
1466,5,1,1,3,4
1466,6,1,1,3,4
1466,7,1,1,3,4
1512,,,,,
1514,1,1,1,3,4
1514,2,1,1,3,4
1514,3,1,1,3,4
1514,4,1,1,3,4
1514,5,1,1,3,4
1514,6,1,1,3,4
1514,7,1,1,3,4
1515,1,1,1,3,4
1515,2,1,1,3,4
1515,3,1,1,3,4
1515,4,1,1,3,4
1515,5,1,1,3,4
1515,6,1,1,3,4
1515,7,1,1,3,4
1516,1,1,1,3,4
1516,2,1,1,3,4
1516,3,1,1,3,4
1516,4,1,1,3,4
1516,5,1,1,3,4
1516,6,1,1,3,4
1516,7,1,1,3,4
1517,1,1,1,3,4
1517,2,1,1,3,4
1517,3,1,1,3,4
1517,4,1,1,3,4
1517,5,1,1,3,4
1517,6,1,1,3,4
1517,7,1,1,3,4
1518,1,1,1,3,4
1518,2,1,1,3,4
1518,3,1,1,3,4
1518,4,1,1,3,4
1518,5,1,1,3,4
1518,6,1,1,3,4
1518,7,1,1,3,4
1521,1,1,1,3,4
1521,2,1,1,3,4
1521,3,1,1,3,4
1521,4,1,1,3,4
1521,5,1,1,3,4
1521,6,1,1,3,4
1521,7,1,1,3,4
1522,1,1,1,3,4
1522,2,1,1,3,4
1522,3,1,1,3,4
1522,4,1,1,3,4
1522,5,1,1,3,4
1522,6,1,1,3,4
1522,7,1,1,3,4
1525,1,1,1,3,4
1525,2,1,1,3,4
1525,3,1,1,3,4
1525,4,1,1,3,4
1525,5,1,1,3,4
1525,6,1,1,3,4
1525,7,1,1,3,4
1526,1,1,1,3,4
1526,2,1,1,3,4
1526,3,1,1,3,4
1526,4,1,1,3,4
1526,5,1,1,3,4
1526,6,1,1,3,4
1526,7,1,1,3,4
1527,1,1,1,3,4
1527,2,1,1,3,4
1527,3,1,1,3,4
1527,4,1,1,3,4
1527,5,1,1,3,4
1527,6,1,1,3,4
1527,7,1,1,3,4
1528,1,1,1,3,4
1528,2,1,1,3,4
1528,3,1,1,3,4
1528,4,1,1,3,4
1528,5,1,1,3,4
1528,6,1,1,3,4
1528,7,1,1,3,4
1529,1,1,1,3,4
1529,2,1,1,3,4
1529,3,1,1,3,4
1529,4,1,1,3,4
1529,5,1,1,3,4
1529,6,1,1,3,4
1529,7,1,1,3,4
1530,1,1,1,3,4
1530,2,1,1,3,4
1530,3,1,1,3,4
1530,4,1,1,3,4
1530,5,1,1,3,4
1530,6,1,1,3,4
1530,7,1,1,3,4
1531,1,1,1,3,4
1531,2,1,1,3,4
1531,3,1,1,3,4
1531,4,1,1,3,4
1531,5,1,1,3,4
1531,6,1,1,3,4
1531,7,1,1,3,4
1533,1,1,1,3,4
1533,2,1,1,3,4
1533,3,1,1,3,4
1533,4,1,1,3,4
1533,5,1,1,3,4
1533,6,1,1,3,4
1533,7,1,1,3,4
1534,1,1,5,3,4
1534,2,1,5,3,4
1534,3,1,5,3,4
1534,4,1,5,3,4
1534,5,1,5,3,4
1534,6,1,5,3,4
1534,7,1,5,3,4
1535,1,1,3,3,3
1535,2,1,4,3,3
1535,3,1,4,3,3
1535,4,1,3,3,3
1535,5,1,3,3,2
1535,6,1,3,3,2
1535,7,1,3,3,3
1536,1,1,1,3,4
1536,2,1,1,3,4
1536,3,1,2,3,4
1536,4,1,5,3,2
1536,5,1,5,2,4
1536,6,1,5,3,4
1536,7,1,5,3,4
1539,1,1,1,3,3
1539,2,1,5,2,4
1539,3,1,5,2,4
1539,4,1,5,3,3
1539,5,1,5,3,4
1539,6,1,5,2,4
1539,7,1,5,3,3
1540,1,1,98,,
1540,2,1,5,3,4
1540,3,1,5,3,3
1540,4,1,5,2,3
1540,5,1,5,3,3
1540,6,1,5,3,4
1540,7,1,5,3,4
1542,1,1,5,3,4
1542,2,1,5,3,4
1542,3,1,5,3,4
1542,4,1,5,3,4
1542,5,1,5,3,4
1542,6,1,5,3,4
1542,7,1,5,3,4
1543,1,1,5,3,4
1543,2,1,5,2,4
1543,3,1,1,3,4
1543,4,1,1,3,4
1543,5,1,5,3,3
1543,6,1,5,3,3
1543,7,1,5,3,4
1545,1,1,5,3,4
1545,2,1,5,3,4
1545,3,1,5,3,4
1545,4,1,5,3,4
1545,5,1,5,3,4
1545,6,1,5,3,4
1545,7,1,5,3,4
1546,1,1,1,3,1
1546,2,1,1,3,1
1546,3,1,1,3,1
1546,4,1,1,3,1
1546,5,1,1,2,3
1546,6,1,98,,
1546,7,1,5,3,2
1548,1,1,5,3,4
1548,2,1,5,3,4
1548,3,1,5,3,4
1548,4,1,5,3,4
1548,5,1,5,3,4
1548,6,1,5,3,4
1548,7,1,5,3,4
1549,1,1,5,3,4
1549,2,1,5,3,4
1549,3,1,5,3,4
1549,4,1,5,3,4
1549,5,1,5,3,4
1549,6,1,5,3,4
1549,7,1,5,3,4
1551,1,1,5,3,4
1551,2,1,5,3,4
1551,3,1,5,3,3
1551,4,1,5,3,4
1551,5,1,5,3,4
1551,6,1,5,3,4
1551,7,1,5,3,3
1552,1,1,5,3,4
1552,2,1,5,3,4
1552,3,1,5,3,4
1552,4,1,5,3,4
1552,5,1,5,3,4
1552,6,1,5,3,4
1552,7,1,5,3,4
1553,1,1,1,3,4
1553,2,1,5,3,4
1553,3,1,1,3,4
1553,4,1,1,3,4
1553,5,1,5,3,3
1553,6,1,5,3,4
1553,7,1,5,3,4
1554,1,1,5,3,4
1554,2,1,5,3,4
1554,3,1,5,3,4
1554,4,1,5,3,3
1554,5,1,4,3,2
1554,6,1,5,3,4
1554,7,1,5,3,3
1556,,,,,
1580,1,1,5,3,4
1580,2,1,5,3,4
1580,3,1,5,3,4
1580,4,1,5,3,4
1580,5,1,5,3,4
1580,6,1,5,3,4
1580,7,1,5,3,4
1581,1,1,5,3,3
1581,2,1,1,3,4
1581,3,1,1,3,4
1581,4,1,1,2,4
1581,5,1,1,3,4
1581,6,1,5,3,4
1581,7,1,5,3,3
1582,1,1,5,3,4
1582,2,1,1,3,3
1582,3,1,1,3,4
1582,4,1,1,3,4
1582,5,1,5,3,4
1582,6,1,1,3,4
1582,7,1,5,3,4
1583,1,1,5,2,4
1583,2,1,5,2,4
1583,3,1,5,2,4
1583,4,1,5,3,2
1583,5,1,5,2,4
1583,6,1,5,3,4
1583,7,1,5,3,4
1585,1,1,5,2,4
1585,2,1,1,3,4
1585,3,1,1,3,4
1585,4,1,1,3,4
1585,5,1,1,3,4
1585,6,1,5,3,4
1585,7,1,5,3,4
1586,1,1,5,3,4
1586,2,1,5,3,4
1586,3,1,5,3,4
1586,4,1,5,3,4
1586,5,1,5,3,4
1586,6,1,5,3,4
1586,7,1,5,3,4
1587,1,1,5,3,4
1587,2,1,5,3,4
1587,3,1,5,3,4
1587,4,1,5,3,4
1587,5,1,5,3,4
1587,6,1,5,3,4
1587,7,1,5,3,4
1589,1,1,5,3,4
1589,2,1,5,3,4
1589,3,1,5,3,4
1589,4,1,5,3,4
1589,5,1,5,3,4
1589,6,1,5,3,4
1589,7,1,5,3,4
1590,1,1,3,3,4
1590,2,1,3,3,4
1590,3,1,3,3,4
1590,4,1,3,3,4
1590,5,1,3,3,4
1590,6,1,1,3,4
1590,7,1,3,3,4
1591,1,1,5,3,4
1591,2,1,5,3,4
1591,3,1,5,3,4
1591,4,1,5,3,4
1591,5,1,5,3,4
1591,6,1,5,3,4
1591,7,1,5,3,4
1593,1,1,5,2,4
1593,2,1,5,3,4
1593,3,1,5,2,4
1593,4,1,98,,
1593,5,1,5,2,4
1593,6,1,5,3,2
1593,7,1,5,3,3
1611,1,1,2,3,3
1611,2,1,2,3,3
1611,3,1,2,3,3
1611,4,1,2,3,3
1611,5,1,2,3,3
1611,6,1,2,3,3
1611,7,1,2,3,3
1612,1,1,2,3,4
1612,2,1,2,3,4
1612,3,1,2,3,3
1612,4,1,2,3,3
1612,5,1,2,3,3
1612,6,1,2,3,3
1612,7,1,2,3,3
1614,1,1,1,3,4
1614,2,1,1,3,4
1614,3,1,1,3,4
1614,4,1,1,3,4
1614,5,1,1,3,4
1614,6,1,1,3,4
1614,7,1,5,3,4
1615,1,1,1,3,4
1615,2,1,1,2,3
1615,3,1,1,3,4
1615,4,1,1,3,4
1615,5,1,1,3,3
1615,6,1,1,2,3
1615,7,1,2,2,3
1616,1,1,2,3,3
1616,2,1,5,3,3
1616,3,1,5,3,4
1616,4,1,5,3,4
1616,5,1,5,3,4
1616,6,1,5,3,3
1616,7,0,,,
1620,1,1,1,3,4
1620,2,1,1,3,4
1620,3,1,1,3,4
1620,4,1,1,3,4
1620,5,1,1,3,4
1620,6,1,2,3,3
1620,7,1,1,3,4
1622,1,1,5,3,4
1622,2,1,5,3,4
1622,3,1,5,3,4
1622,4,1,5,3,4
1622,5,1,5,3,4
1622,6,1,5,3,4
1622,7,1,5,3,4
1623,1,1,1,3,4
1623,2,1,1,3,4
1623,3,1,1,3,4
1623,4,1,1,3,4
1623,5,1,1,3,4
1623,6,1,1,3,4
1623,7,1,1,3,4
1624,1,1,1,3,4
1624,2,1,1,3,4
1624,3,1,1,3,4
1624,4,1,1,3,4
1624,5,1,1,3,4
1624,6,1,1,3,4
1624,7,1,1,3,4
1626,,,,,
1627,1,1,1,3,4
1627,2,1,1,3,4
1627,3,1,1,2,4
1627,4,1,1,3,4
1627,5,1,1,3,4
1627,6,1,1,3,4
1627,7,1,1,3,4
1628,1,1,1,3,4
1628,2,1,1,3,4
1628,3,1,1,3,4
1628,4,1,1,3,4
1628,5,1,1,3,4
1628,6,1,1,3,4
1628,7,1,1,3,4
1629,1,1,5,3,3
1629,2,1,1,3,3
1629,3,1,5,3,3
1629,4,1,5,3,3
1629,5,1,5,3,4
1629,6,1,5,3,4
1629,7,1,5,3,3
1630,1,1,5,3,4
1630,2,1,5,3,4
1630,3,1,5,3,4
1630,4,1,5,3,4
1630,5,1,5,3,4
1630,6,1,5,3,4
1630,7,1,5,3,4
1631,1,1,1,3,3
1631,2,1,1,3,4
1631,3,1,1,3,4
1631,4,1,1,4,3
1631,5,1,1,3,4
1631,6,1,1,3,4
1631,7,1,1,3,4
1632,1,1,5,3,4
1632,2,1,5,3,4
1632,3,1,5,3,4
1632,4,1,5,3,4
1632,5,1,5,3,4
1632,6,1,5,3,4
1632,7,1,5,3,4
1633,1,1,5,3,3
1633,2,1,5,3,4
1633,3,1,5,3,4
1633,4,1,5,3,4
1633,5,1,5,3,3
1633,6,1,5,3,3
1633,7,1,5,3,4
1634,1,1,1,3,4
1634,2,1,1,3,4
1634,3,1,1,3,4
1634,4,1,1,3,4
1634,5,1,1,3,4
1634,6,1,1,3,4
1634,7,1,1,3,4
1636,1,1,1,3,4
1636,2,1,1,3,4
1636,3,1,1,3,4
1636,4,1,1,3,4
1636,5,1,1,3,4
1636,6,1,1,3,4
1636,7,1,1,3,4
1638,1,1,5,3,3
1638,2,1,5,3,3
1638,3,1,5,3,3
1638,4,1,5,3,3
1638,5,1,5,3,3
1638,6,1,5,3,3
1638,7,1,5,3,3
1639,1,1,1,3,4
1639,2,1,1,3,4
1639,3,1,1,3,4
1639,4,1,1,3,4
1639,5,1,1,3,4
1639,6,1,1,3,4
1639,7,1,1,3,4
1640,1,1,5,3,3
1640,2,1,5,3,4
1640,3,1,5,3,4
1640,4,1,5,3,4
1640,5,1,5,3,4
1640,6,1,5,3,4
1640,7,1,5,3,4
1641,1,1,5,3,3
1641,2,1,5,3,3
1641,3,1,5,3,4
1641,4,1,5,3,4
1641,5,1,5,3,4
1641,6,1,5,3,3
1641,7,1,5,3,3
1642,1,1,1,3,2
1642,2,1,1,3,2
1642,3,1,1,3,3
1642,4,1,1,3,4
1642,5,1,1,3,4
1642,6,1,1,3,4
1642,7,1,1,3,4
1643,1,1,5,3,4
1643,2,1,5,3,3
1643,3,1,5,3,4
1643,4,1,5,3,4
1643,5,1,5,3,4
1643,6,1,5,3,4
1643,7,1,5,3,4
1644,1,1,5,3,3
1644,2,1,5,2,2
1644,3,1,5,2,3
1644,4,1,5,2,2
1644,5,1,5,3,3
1644,6,1,5,3,3
1644,7,1,5,3,3
1645,1,1,5,3,3
1645,2,1,5,3,3
1645,3,1,5,3,3
1645,4,1,5,3,3
1645,5,1,5,3,3
1645,6,1,5,3,3
1645,7,1,5,3,3
1647,,,,,
1648,,,,,
1649,1,1,5,3,3
1649,2,1,5,3,3
1649,3,1,5,3,3
1649,4,1,5,3,3
1649,5,1,5,3,3
1649,6,0,,,
1649,7,1,5,3,3
1651,1,1,1,3,4
1651,2,1,5,3,3
1651,3,1,5,3,3
1651,4,1,5,3,3
1651,5,1,5,3,3
1651,6,1,5,3,3
1651,7,1,5,3,3
1652,1,1,5,3,3
1652,2,1,5,3,3
1652,3,1,5,3,3
1652,4,1,5,3,3
1652,5,1,5,3,3
1652,6,1,5,3,4
1652,7,1,5,3,3
1675,1,1,1,3,4
1675,2,1,1,3,4
1675,3,1,1,3,4
1675,4,1,1,3,4
1675,5,1,1,3,4
1675,6,1,1,3,4
1675,7,1,1,3,4
1676,1,1,1,3,4
1676,2,1,1,3,4
1676,3,1,1,3,4
1676,4,1,1,3,4
1676,5,1,1,3,4
1676,6,1,1,3,4
1676,7,1,1,3,4
1681,1,1,1,3,4
1681,2,1,1,3,4
1681,3,1,1,3,4
1681,4,1,1,3,4
1681,5,1,1,3,4
1681,6,1,1,3,4
1681,7,1,1,3,4
1683,1,1,1,3,4
1683,2,1,1,3,4
1683,3,1,1,3,4
1683,4,1,1,3,4
1683,5,1,1,3,4
1683,6,1,1,3,4
1683,7,1,1,3,4
1688,1,1,5,3,4
1688,2,1,5,3,4
1688,3,1,5,3,4
1688,4,1,5,3,4
1688,5,1,5,3,4
1688,6,1,5,3,4
1688,7,1,5,3,4
1689,1,1,5,3,4
1689,2,1,5,3,4
1689,3,1,5,3,4
1689,4,1,5,3,4
1689,5,1,5,3,4
1689,6,1,5,3,4
1689,7,1,5,3,4
1690,1,1,5,3,4
1690,2,1,5,3,4
1690,3,1,5,3,4
1690,4,1,5,3,4
1690,5,1,5,3,4
1690,6,1,5,3,4
1690,7,1,5,3,4
1692,1,1,5,3,4
1692,2,1,5,3,4
1692,3,1,5,3,4
1692,4,1,5,3,4
1692,5,1,5,3,4
1692,6,1,5,3,4
1692,7,1,5,3,4
1693,1,1,5,3,4
1693,2,1,5,3,4
1693,3,1,5,3,4
1693,4,1,5,3,4
1693,5,1,5,3,4
1693,6,1,5,3,4
1693,7,1,5,3,4
1709,1,1,1,3,3
1709,2,1,1,3,3
1709,3,1,1,3,3
1709,4,1,1,3,3
1709,5,1,5,3,3
1709,6,1,5,3,3
1709,7,1,5,3,3
1710,1,1,5,3,3
1710,2,1,5,3,3
1710,3,1,5,3,3
1710,4,1,5,3,3
1710,5,1,5,3,3
1710,6,1,5,3,3
1710,7,1,5,3,3
1711,1,1,5,3,3
1711,2,1,5,3,3
1711,3,1,5,3,3
1711,4,1,5,3,3
1711,5,1,5,3,3
1711,6,1,5,3,3
1711,7,1,5,3,3
1712,1,1,5,3,4
1712,2,1,5,3,4
1712,3,1,5,3,4
1712,4,1,5,3,4
1712,5,1,5,3,4
1712,6,1,5,3,4
1712,7,1,5,3,4
1713,,,,,
1714,1,1,5,3,3
1714,2,1,5,3,3
1714,3,1,5,3,3
1714,4,1,5,3,3
1714,5,1,5,3,3
1714,6,1,5,3,3
1714,7,1,5,3,3
1715,1,1,5,3,4
1715,2,1,5,3,4
1715,3,1,5,3,4
1715,4,1,5,3,4
1715,5,1,5,3,4
1715,6,1,5,3,4
1715,7,1,5,3,4
1716,1,1,5,3,4
1716,2,1,5,3,4
1716,3,1,5,3,4
1716,4,1,5,3,4
1716,5,1,5,3,4
1716,6,1,5,3,4
1716,7,1,5,3,4
1719,1,1,5,3,4
1719,2,1,5,3,4
1719,3,1,5,3,4
1719,4,1,5,3,4
1719,5,1,5,3,4
1719,6,1,5,3,4
1719,7,1,5,3,4
1721,1,1,5,3,4
1721,2,1,5,3,4
1721,3,1,5,3,4
1721,4,1,5,3,4
1721,5,1,5,3,4
1721,6,1,5,3,4
1721,7,1,5,3,4
1722,1,1,5,3,4
1722,2,1,5,3,4
1722,3,1,5,3,4
1722,4,1,5,3,4
1722,5,1,5,3,4
1722,6,1,5,3,4
1722,7,1,5,3,4
1723,1,1,5,3,4
1723,2,1,5,3,4
1723,3,1,5,3,4
1723,4,1,5,3,4
1723,5,1,5,3,4
1723,6,1,5,3,4
1723,7,1,5,3,4
1724,1,1,5,3,4
1724,2,1,5,3,4
1724,3,1,5,3,4
1724,4,1,5,3,4
1724,5,1,5,3,4
1724,6,1,5,3,4
1724,7,1,5,3,4
1725,1,1,5,3,4
1725,2,1,5,3,4
1725,3,1,5,3,4
1725,4,1,5,3,4
1725,5,1,5,3,4
1725,6,1,5,3,4
1725,7,1,5,3,4
1726,1,1,5,3,4
1726,2,1,5,3,4
1726,3,1,5,3,4
1726,4,1,5,2,4
1726,5,1,5,3,4
1726,6,1,5,3,4
1726,7,1,5,3,4
1802,1,1,5,3,4
1802,2,1,1,3,4
1802,3,1,1,3,4
1802,4,1,1,3,4
1802,5,1,1,3,4
1802,6,1,5,3,3
1802,7,1,5,3,3
1803,,,,,
1805,1,1,5,3,4
1805,2,1,5,3,4
1805,3,1,5,3,4
1805,4,1,5,3,4
1805,5,1,5,3,4
1805,6,1,5,3,4
1805,7,1,5,3,4
1806,,,,,
1807,1,1,5,3,4
1807,2,1,5,3,4
1807,3,1,5,3,4
1807,4,1,5,3,4
1807,5,1,5,3,4
1807,6,1,5,3,4
1807,7,1,5,3,4
1808,,,,,
1809,1,1,5,3,4
1809,2,1,5,3,4
1809,3,1,5,3,4
1809,4,1,5,3,4
1809,5,1,5,3,4
1809,6,1,5,3,4
1809,7,1,5,3,4
1810,1,1,1,3,4
1810,2,1,1,3,4
1810,3,1,1,3,4
1810,4,1,1,3,4
1810,5,1,1,3,4
1810,6,1,1,3,4
1810,7,1,1,3,4
1811,1,1,5,3,4
1811,2,1,5,3,4
1811,3,1,5,3,4
1811,4,1,5,3,4
1811,5,1,5,3,4
1811,6,1,5,3,4
1811,7,1,5,3,4
1812,1,1,1,3,4
1812,2,1,1,3,4
1812,3,1,1,3,4
1812,4,1,1,3,4
1812,5,1,1,3,4
1812,6,1,5,3,3
1812,7,1,5,3,4
1813,1,1,5,3,4
1813,2,1,1,3,4
1813,3,1,1,3,4
1813,4,1,1,3,4
1813,5,1,1,3,4
1813,6,1,5,3,3
1813,7,1,5,3,4
1814,1,1,5,3,4
1814,2,1,1,3,4
1814,3,1,1,3,4
1814,4,1,1,3,4
1814,5,1,1,3,4
1814,6,1,5,3,3
1814,7,1,1,3,4
1815,1,1,5,3,4
1815,2,1,1,3,4
1815,3,1,1,3,4
1815,4,1,1,3,4
1815,5,1,1,3,4
1815,6,1,5,3,3
1815,7,1,5,3,4
1816,1,1,5,3,4
1816,2,1,1,3,4
1816,3,1,1,3,4
1816,4,1,1,3,4
1816,5,1,1,3,4
1816,6,1,5,3,3
1816,7,1,5,3,3
1817,,,,,
1818,1,1,5,3,4
1818,2,1,5,3,4
1818,3,1,1,3,4
1818,4,1,1,3,4
1818,5,1,1,3,4
1818,6,1,5,3,4
1818,7,1,5,3,4
1819,1,1,5,3,4
1819,2,1,1,3,4
1819,3,1,1,3,4
1819,4,1,1,3,4
1819,5,1,1,3,4
1819,6,1,5,3,3
1819,7,1,5,3,3
1820,1,1,5,3,4
1820,2,1,1,3,4
1820,3,1,1,3,4
1820,4,1,1,3,4
1820,5,1,1,3,4
1820,6,1,5,3,4
1820,7,1,5,3,4
1822,1,1,5,3,4
1822,2,1,1,3,4
1822,3,1,1,3,4
1822,4,1,1,3,4
1822,5,1,1,3,4
1822,6,1,5,3,3
1822,7,1,1,3,4
1823,,,,,
1826,1,1,2,2,3
1826,2,1,5,2,3
1826,3,1,5,2,3
1826,4,1,5,3,2
1826,5,1,5,3,3
1826,6,1,5,2,3
1826,7,1,5,2,3
1827,1,1,5,3,4
1827,2,1,5,3,4
1827,3,1,5,3,4
1827,4,1,5,3,4
1827,5,1,5,3,4
1827,6,1,5,3,4
1827,7,1,5,3,4
1830,1,1,5,3,4
