HH_Id,HH_Activity_M,Activity_Part_M,Decision_maker_Actvty_M,Influence_Decision_Actvty_M,Own_Decision_Actvty_M
1994,2,1,1,3,4
1994,3,1,5,2,3
1994,4,1,5,3,3
1994,5,0,,,
1994,6,0,,,
1994,7,1,5,3,3
1995,1,1,5,2,3
1995,2,1,5,2,3
1995,3,1,5,3,4
1995,4,1,5,2,3
1995,5,1,5,2,3
1995,6,1,5,3,3
1995,7,1,5,2,3
1996,1,1,1,3,3
1996,2,1,1,3,3
1996,3,1,1,3,3
1996,4,1,1,3,3
1996,5,1,1,3,3
1996,6,1,1,3,3
1996,7,1,1,3,3
1997,1,1,1,3,4
1997,2,1,1,3,4
1997,3,1,1,3,4
1997,4,1,1,3,4
1997,5,1,1,3,4
1997,6,1,1,3,4
1997,7,1,1,3,4
1999,1,1,5,3,3
1999,2,1,5,3,3
1999,3,1,5,3,2
1999,4,1,5,3,3
1999,5,1,5,3,3
1999,6,1,5,3,3
1999,7,1,5,3,3
2000,1,1,2,2,3
2000,2,1,2,2,3
2000,3,1,2,3,3
2000,4,1,2,3,3
2000,5,1,2,3,3
2000,6,1,2,3,3
2000,7,1,2,3,3
2020,1,1,1,3,3
2020,2,1,1,3,3
2020,3,1,1,3,4
2020,4,1,1,3,3
2020,5,0,,,
2020,6,0,,,
2020,7,1,1,3,3
2021,1,1,1,3,3
2021,2,1,5,3,3
2021,3,1,5,3,3
2021,4,1,5,3,3
2021,5,1,5,3,3
2021,6,1,5,3,3
2021,7,1,5,3,3
2023,1,1,2,3,3
2023,2,1,2,3,4
2023,3,1,2,3,3
2023,4,1,2,3,4
2023,5,1,2,3,4
2023,6,1,2,3,3
2023,7,1,2,3,3
2025,1,1,2,3,3
2025,2,1,2,3,3
2025,3,1,2,3,3
2025,4,1,2,3,3
2025,5,1,2,3,4
2025,6,1,2,2,3
2025,7,1,2,3,3
2026,1,1,1,3,3
2026,2,1,1,3,3
2026,3,1,1,3,3
2026,4,1,1,3,3
2026,5,1,1,3,3
2026,6,1,1,3,3
2026,7,1,1,3,3
2027,1,1,1,3,4
2027,2,1,1,3,3
2027,3,1,5,3,3
2027,4,1,1,3,3
2027,5,0,,,
2027,6,0,,,
2027,7,1,1,3,4
2031,1,1,1,3,3
2031,2,1,1,3,3
2031,3,1,1,3,3
2031,4,1,1,3,3
2031,5,1,1,3,3
2031,6,1,1,3,3
2031,7,1,1,3,3
2032,1,1,1,3,3
2032,2,1,1,3,3
2032,3,1,1,3,3
2032,4,1,1,3,3
2032,5,1,1,3,3
2032,6,1,1,3,3
2032,7,1,1,3,3
2033,1,1,5,3,3
2033,2,1,5,3,3
2033,3,1,5,3,3
2033,4,1,5,3,3
2033,5,1,5,3,3
2033,6,1,5,3,3
2033,7,1,5,3,3
2085,1,1,5,3,3
2085,2,1,5,2,3
2085,3,1,5,3,3
2085,4,1,5,3,3
2085,5,1,5,3,3
2085,6,1,5,3,3
2085,7,1,5,3,3
2086,1,1,1,3,3
2086,2,1,1,3,3
2086,3,1,1,3,3
2086,4,1,1,3,3
2086,5,1,1,3,3
2086,6,1,1,3,3
2086,7,1,1,3,3
2088,1,1,5,2,3
2088,2,1,5,2,3
2088,3,1,5,2,3
2088,4,1,5,2,3
2088,5,1,5,2,3
2088,6,1,5,2,3
2088,7,1,5,2,3
2089,1,1,2,3,3
2089,2,1,2,2,3
2089,3,1,2,3,3
2089,4,1,2,3,3
2089,5,1,2,2,3
2089,6,1,2,3,3
2089,7,1,2,3,3
2093,1,1,2,2,3
2093,2,1,2,3,2
2093,3,1,2,2,3
2093,4,1,2,2,3
2093,5,1,2,2,3
2093,6,1,2,2,3
2093,7,1,2,2,3
2094,,,,,
2095,1,1,5,3,3
2095,2,1,5,3,3
2095,3,1,5,3,3
2095,4,1,5,2,3
2095,5,1,5,3,3
2095,6,1,5,2,3
2095,7,1,5,3,3
2096,1,1,5,2,3
2096,2,1,5,2,3
2096,3,1,5,2,3
2096,4,1,5,2,3
2096,5,1,5,2,3
2096,6,1,5,2,3
2096,7,1,5,2,3
2097,1,1,5,2,3
2097,2,1,5,2,3
2097,3,1,5,2,3
2097,4,1,5,2,3
2097,5,1,5,2,3
2097,6,1,5,2,3
2097,7,1,5,2,3
2098,1,1,1,3,3
2098,2,1,1,3,3
2098,3,1,1,3,3
2098,4,1,5,3,3
2098,5,0,,,
2098,6,0,,,
2098,7,1,5,3,3
2099,1,1,5,3,3
2099,2,1,5,3,3
2099,3,1,5,3,3
2099,4,1,5,3,4
2099,5,1,5,3,3
2099,6,1,5,3,3
2099,7,1,5,3,3
4001,,,,,
4002,1,1,1,3,3
4002,2,1,1,3,3
4002,3,1,1,3,3
4002,4,1,1,3,3
4002,5,1,1,3,3
4002,6,0,,,
4002,7,0,,,
4003,1,1,5,2,4
4003,2,1,5,3,4
4003,3,1,5,3,4
4003,4,0,,,
4003,5,1,5,2,3
4003,6,1,5,2,3
4003,7,1,5,2,3
4004,1,1,5,3,3
4004,2,1,5,3,3
4004,3,1,5,3,3
4004,4,1,5,3,3
4004,5,1,5,3,3
4004,6,1,5,3,3
4004,7,1,5,3,3
4005,1,1,1,2,2
4005,2,1,5,2,3
4005,3,1,5,2,3
4005,4,1,5,3,3
4005,5,1,5,4,2
4005,6,1,5,2,3
4005,7,1,5,3,3
4006,1,1,2,2,3
4006,2,1,2,3,3
4006,3,1,2,2,3
4006,4,1,2,3,3
4006,5,1,2,3,3
4006,6,1,2,3,3
4006,7,1,2,2,2
4007,1,1,5,2,3
4007,2,1,5,2,3
4007,3,1,5,2,3
4007,4,1,5,2,4
4007,5,1,5,2,3
4007,6,1,5,2,3
4007,7,1,5,2,3
4008,1,1,5,3,3
4008,2,1,5,3,3
4008,3,1,5,3,3
4008,4,1,5,3,3
4008,5,1,5,3,3
4008,6,1,5,3,3
4008,7,1,5,3,3
4009,1,1,5,3,3
4009,2,1,5,3,3
4009,3,1,5,3,3
4009,4,1,5,3,3
4009,5,1,5,3,3
4009,6,1,5,3,4
4009,7,1,5,3,3
4010,1,1,5,3,3
4010,2,1,5,3,3
4010,3,1,5,3,3
4010,4,1,5,3,3
4010,5,1,5,3,3
4010,6,1,5,3,3
4010,7,1,5,3,3
4011,1,1,5,2,3
4011,2,1,5,2,3
4011,3,1,5,2,3
4011,4,1,5,2,3
4011,5,1,5,2,3
4011,6,1,5,2,3
4011,7,1,5,2,3
4012,1,1,5,2,3
4012,2,1,5,2,3
4012,3,1,5,2,3
4012,4,1,5,2,3
4012,5,1,5,2,3
4012,6,1,5,2,3
4012,7,1,5,2,3
4013,1,1,5,2,3
4013,2,1,5,2,3
4013,3,1,5,2,3
4013,4,1,5,2,3
4013,5,1,5,2,3
4013,6,1,5,2,3
4013,7,1,5,2,3
4014,1,1,1,3,3
4014,2,1,1,3,3
4014,3,1,1,3,3
4014,4,1,1,3,3
4014,5,1,1,3,3
4014,6,1,1,3,3
4014,7,1,1,3,3
4015,1,1,1,3,3
4015,2,1,1,3,3
4015,3,1,1,3,3
4015,4,1,1,3,3
4015,5,1,1,3,3
4015,6,1,1,3,3
4015,7,1,1,3,3
4016,1,1,5,2,3
4016,2,1,5,3,3
4016,3,1,5,3,3
4016,4,1,5,3,3
4016,5,1,5,3,3
4016,6,1,5,3,3
4016,7,1,5,3,3
4017,1,1,1,3,3
4017,2,1,1,3,4
4017,3,1,1,3,3
4017,4,1,1,3,4
4017,5,1,1,3,3
4017,6,1,1,3,4
4017,7,1,1,3,3
4018,1,1,1,3,3
4018,2,1,1,3,3
4018,3,1,1,3,3
4018,4,1,1,3,3
4018,5,1,1,3,3
4018,6,1,1,3,3
4018,7,1,1,3,3
4019,1,1,5,3,3
4019,2,1,5,3,4
4019,3,1,5,3,2
4019,4,1,5,3,3
4019,5,1,5,3,4
4019,6,1,5,3,3
4019,7,1,5,3,3
4020,1,1,1,3,4
4020,2,1,1,3,4
4020,3,1,1,3,3
4020,4,1,1,3,4
4020,5,1,1,3,4
4020,6,1,1,3,4
4020,7,1,1,3,4
4021,,,,,
4022,1,1,5,3,3
4022,2,1,5,3,3
4022,3,1,5,3,3
4022,4,1,5,3,3
4022,5,1,5,3,4
4022,6,1,5,3,3
4022,7,1,5,3,3
4023,1,1,5,2,4
4023,2,1,5,2,4
4023,3,1,5,2,3
4023,4,1,5,2,3
4023,5,1,5,2,3
4023,6,1,5,2,3
4023,7,1,5,2,3
4024,1,1,5,2,3
4024,2,1,5,2,4
4024,3,1,5,2,3
4024,4,1,5,2,3
4024,5,1,5,2,3
4024,6,1,5,2,3
4024,7,1,5,2,3
4025,1,1,1,3,3
4025,2,1,1,3,3
4025,3,1,1,3,3
4025,4,1,1,3,3
4025,5,1,1,3,3
4025,6,1,1,3,3
4025,7,1,1,3,3
4026,,,,,
4027,1,1,5,2,4
4027,2,1,5,2,4
4027,3,1,5,2,3
4027,4,1,5,2,3
4027,5,1,5,2,3
4027,6,1,5,2,3
4027,7,1,5,2,3
4028,1,1,5,3,3
4028,2,1,5,3,3
4028,3,1,5,3,3
4028,4,1,5,3,3
4028,5,1,5,3,3
4028,6,1,5,3,3
4028,7,1,5,3,3
4029,1,1,1,3,3
4029,2,1,1,3,3
4029,3,1,1,3,3
4029,4,1,1,3,3
4029,5,1,1,3,3
4029,6,1,1,3,3
4029,7,1,1,3,3
4030,1,1,1,3,4
4030,2,1,1,3,4
4030,3,1,1,3,4
4030,4,1,1,3,4
4030,5,1,1,3,4
4030,6,1,1,3,4
4030,7,1,1,3,4
4031,1,1,1,3,3
4031,2,1,5,3,3
4031,3,1,5,3,3
4031,4,1,5,3,3
4031,5,1,5,3,3
4031,6,1,5,3,3
4031,7,1,5,3,3
4032,1,1,1,3,3
4032,2,1,1,3,3
4032,3,1,1,3,3
4032,4,1,1,3,3
4032,5,1,1,3,3
4032,6,1,1,3,3
4032,7,1,1,3,3
4033,1,1,1,3,3
4033,2,1,1,3,3
4033,3,1,1,3,3
4033,4,1,1,3,3
4033,5,1,1,3,3
4033,6,1,1,3,3
4033,7,1,1,3,3
4034,1,1,1,3,4
4034,2,1,1,3,4
4034,3,1,1,3,3
4034,4,1,1,3,4
4034,5,1,1,3,3
4034,6,1,1,3,3
4034,7,1,1,3,4
4035,1,1,5,3,3
4035,2,1,5,3,4
4035,3,1,5,3,3
4035,4,1,5,3,4
4035,5,1,5,3,4
4035,6,1,5,3,3
4035,7,1,5,3,3
4036,,,,,
4037,1,1,1,3,3
4037,2,1,1,3,3
4037,3,1,1,3,3
4037,4,1,1,3,3
4037,5,1,1,3,3
4037,6,1,1,3,3
4037,7,1,1,3,3
4038,,,,,
4039,1,1,2,3,3
4039,2,1,2,2,3
4039,3,1,2,3,3
4039,4,1,2,3,3
4039,5,1,2,3,3
4039,6,1,2,3,3
4039,7,1,2,3,3
4040,1,1,5,3,3
4040,2,1,5,3,3
4040,3,1,5,3,3
4040,4,1,5,3,3
4040,5,1,5,3,3
4040,6,1,5,3,3
4040,7,1,5,3,3
4041,1,1,1,3,4
4041,2,1,1,3,4
4041,3,1,1,3,4
4041,4,1,1,3,4
4041,5,1,1,3,4
4041,6,1,1,3,4
4041,7,1,1,3,4
4042,1,1,5,2,3
4042,2,1,5,2,3
4042,3,1,5,2,3
4042,4,1,5,2,3
4042,5,1,5,2,3
4042,6,1,5,2,3
4042,7,1,5,2,3
4043,1,1,1,3,3
4043,2,1,1,3,3
4043,3,1,1,3,3
4043,4,1,1,3,3
4043,5,1,1,3,3
4043,6,1,1,3,3
4043,7,1,1,3,3
4044,1,1,2,3,3
4044,2,1,2,3,4
4044,3,1,2,3,4
4044,4,1,2,3,4
4044,5,1,2,3,4
4044,6,1,2,3,4
4044,7,1,2,3,4
4045,1,1,2,3,4
4045,2,1,2,3,3
4045,3,1,2,3,3
4045,4,1,2,3,4
4045,5,1,2,3,4
4045,6,1,2,3,3
4045,7,1,2,3,4
4046,1,1,5,3,3
4046,2,1,5,3,3
4046,3,1,1,3,3
4046,4,1,1,3,4
4046,5,1,5,3,3
4046,6,1,5,3,3
4046,7,1,5,3,3
4047,1,1,5,3,3
4047,2,1,5,3,3
4047,3,1,5,3,3
4047,4,1,5,3,3
4047,5,1,5,3,3
4047,6,1,5,3,3
4047,7,1,5,3,3
4048,1,1,5,3,3
4048,2,1,5,3,3
4048,3,1,5,3,3
4048,4,1,5,3,3
4048,5,1,5,3,3
4048,6,1,5,3,3
4048,7,1,5,3,3
98,1,1,5,3,3
98,2,1,5,3,3
98,3,1,5,3,3
98,4,1,5,3,4
98,5,1,5,3,3
98,6,1,5,3,3
98,7,1,5,3,3
99,1,1,5,3,3
99,2,1,5,3,3
99,3,1,5,3,4
99,4,1,5,3,4
99,5,1,5,3,4
99,6,1,5,3,4
99,7,1,5,3,4
100,1,1,5,3,3
100,2,1,5,3,3
100,3,1,5,3,3
100,4,1,5,3,4
100,5,1,5,3,4
100,6,1,5,3,4
100,7,1,5,3,4
101,1,1,5,3,4
101,2,1,5,3,4
101,3,1,5,3,3
101,4,1,5,3,3
101,5,1,5,3,3
101,6,1,5,3,3
101,7,1,5,3,3
102,1,1,5,3,3
102,2,1,5,3,3
102,3,1,5,3,4
102,4,1,5,3,3
102,5,1,5,3,3
102,6,1,5,3,3
102,7,1,5,3,3
103,1,1,5,3,4
103,2,1,5,3,3
103,3,1,5,3,4
103,4,1,5,3,3
103,5,1,5,3,4
103,6,1,5,3,3
103,7,1,5,3,3
260,1,1,5,3,4
260,2,1,5,3,4
260,3,1,5,3,4
260,4,1,5,3,4
260,5,1,5,3,4
260,6,0,,,
260,7,1,5,3,3
261,1,1,5,3,4
261,2,1,5,3,4
261,3,1,5,3,4
261,4,1,5,3,4
261,5,1,5,3,4
261,6,1,5,3,4
261,7,1,5,3,4
262,,,,,
263,1,1,5,3,4
263,2,1,5,3,4
263,3,0,,,
263,4,1,5,3,4
263,5,0,,,
263,6,1,5,3,3
263,7,1,5,3,3
264,1,1,1,3,4
264,2,1,1,3,4
264,3,1,1,3,4
264,4,1,1,3,4
264,5,1,1,3,4
264,6,1,1,3,4
264,7,1,1,3,4
266,1,1,1,3,4
266,2,1,1,3,4
266,3,1,1,3,4
266,4,1,1,3,4
266,5,1,1,3,4
266,6,1,1,3,4
266,7,1,1,3,4
267,1,1,5,2,3
267,2,1,5,2,3
267,3,1,5,2,3
267,4,1,5,2,3
267,5,1,5,2,3
267,6,1,5,2,3
267,7,1,5,2,3
269,1,1,5,3,4
269,2,1,1,3,4
269,3,1,1,3,4
269,4,1,1,3,4
269,5,1,1,3,4
269,6,1,1,3,4
269,7,1,1,3,4
270,1,1,5,3,4
270,2,1,5,3,4
270,3,1,5,3,4
270,4,1,5,3,4
270,5,1,5,3,4
270,6,1,5,3,4
270,7,1,5,3,4
271,1,1,1,3,4
271,2,1,1,3,4
271,3,1,1,3,4
271,4,1,1,3,4
271,5,1,1,3,4
271,6,1,1,3,4
271,7,1,1,3,4
272,1,1,5,3,4
272,2,1,5,3,4
272,3,1,5,3,4
272,4,1,5,3,4
272,5,1,5,3,4
272,6,1,5,3,4
272,7,1,5,3,4
273,1,1,1,3,4
273,2,1,1,3,4
273,3,1,1,3,4
273,4,1,1,3,4
273,5,1,1,3,4
273,6,1,1,3,4
273,7,1,1,3,4
275,1,1,5,3,3
275,2,1,5,3,3
275,3,1,5,3,3
275,4,1,5,3,3
275,5,1,5,3,3
275,6,0,,,
275,7,1,5,3,3
276,1,1,1,3,4
276,2,1,1,3,4
276,3,1,1,3,4
276,4,1,1,3,4
276,5,1,1,3,4
276,6,1,1,3,4
276,7,1,1,3,4
277,,,,,
278,1,1,5,3,4
278,2,1,5,3,4
278,3,1,5,3,4
278,4,1,5,3,4
278,5,1,5,3,4
278,6,1,5,3,4
278,7,1,5,3,4
279,1,1,1,3,4
279,2,1,1,3,4
279,3,1,1,3,4
279,4,1,1,3,4
279,5,1,1,3,4
279,6,1,1,3,4
279,7,1,1,3,4
280,1,1,5,3,4
280,2,1,1,3,4
280,3,1,1,3,4
280,4,1,1,3,4
280,5,1,1,3,4
280,6,1,5,3,3
280,7,1,5,3,3
281,1,1,1,3,4
281,2,1,1,3,4
281,3,1,1,3,4
281,4,1,1,3,4
281,5,1,1,3,4
281,6,1,1,3,4
281,7,1,1,3,4
282,1,1,5,3,4
282,2,1,1,3,4
282,3,1,1,3,4
282,4,1,1,3,4
282,5,1,5,3,4
282,6,1,5,3,3
282,7,1,5,3,3
283,1,1,1,3,4
283,2,1,1,3,4
283,3,1,1,3,4
283,4,1,1,3,4
283,5,1,1,3,4
283,6,1,1,3,4
283,7,1,1,3,4
285,1,1,1,3,4
285,2,1,1,3,4
285,3,1,1,3,4
285,4,1,1,3,4
285,5,1,1,3,4
285,6,1,1,3,4
285,7,1,1,3,4
286,1,1,5,3,3
286,2,1,1,3,4
286,3,1,1,3,4
286,4,1,1,3,4
286,5,1,1,3,4
286,6,1,5,3,3
286,7,1,5,3,3
287,,,,,
289,1,1,1,3,4
289,2,1,1,3,4
289,3,1,1,3,4
289,4,1,1,3,4
289,5,1,1,3,3
289,6,1,1,3,4
289,7,1,1,3,4
290,1,1,1,3,4
290,2,1,1,3,4
290,3,1,1,3,4
290,4,1,1,3,4
290,5,1,1,3,4
290,6,1,1,3,4
290,7,1,1,3,4
292,1,1,5,3,4
292,2,1,5,3,4
292,3,1,5,3,4
292,4,1,5,3,4
292,5,1,5,3,4
292,6,1,5,3,4
292,7,1,5,3,4
293,1,1,1,3,4
293,2,1,1,3,4
293,3,1,1,3,4
293,4,1,1,3,4
293,5,1,1,3,4
293,6,1,1,3,4
293,7,1,1,3,4
295,1,1,1,2,4
295,2,1,1,3,3
295,3,1,1,3,4
295,4,1,5,2,4
295,5,1,5,2,4
295,6,1,5,2,4
295,7,1,5,3,2
296,1,1,5,3,4
296,2,1,2,3,4
296,3,1,1,3,4
296,4,1,1,3,4
296,5,1,5,3,3
296,6,1,5,3,3
296,7,1,5,3,3
297,1,1,5,3,4
297,2,1,1,3,4
297,3,1,1,3,4
297,4,1,1,3,4
297,5,1,1,3,4
297,6,1,5,3,3
297,7,1,5,3,3
299,1,1,5,3,4
299,2,1,5,3,4
299,3,1,5,3,4
299,4,1,5,3,4
299,5,1,5,3,4
299,6,1,5,3,4
299,7,1,5,3,4
301,1,1,1,3,4
301,2,1,5,2,3
301,3,1,4,3,2
301,4,1,1,3,3
301,5,1,5,2,1
301,6,2,2,4,2
301,7,0,,,
302,1,1,5,2,2
302,2,1,98,,
302,3,1,2,3,3
302,4,1,1,3,3
302,5,1,5,2,2
302,6,1,5,2,3
302,7,1,3,2,4
303,,,,,
304,1,1,5,3,4
304,2,1,5,3,4
304,3,1,5,3,4
304,4,1,5,3,4
304,5,1,5,3,4
304,6,1,5,3,4
304,7,1,5,3,4
305,1,1,5,3,4
305,2,1,5,3,4
305,3,1,5,3,4
305,4,1,5,3,4
305,5,1,5,3,4
305,6,1,5,3,4
305,7,1,5,3,4
307,1,1,5,3,4
307,2,1,1,3,4
307,3,1,1,3,4
307,4,1,1,3,4
307,5,1,1,3,4
307,6,1,5,3,3
307,7,1,5,3,3
308,1,1,5,2,4
308,2,1,5,3,4
308,3,1,5,2,4
308,4,1,98,,
308,5,1,5,3,4
308,6,1,5,2,4
308,7,1,5,3,4
309,1,1,5,3,3
309,2,1,1,3,4
309,3,1,1,3,4
309,4,1,1,3,4
309,5,1,1,3,4
309,6,1,5,3,3
309,7,1,5,3,3
310,1,1,2,3,4
310,2,1,5,3,4
310,3,1,5,3,4
310,4,1,5,3,4
310,5,1,5,3,3
310,6,1,5,3,4
310,7,1,1,3,4
311,1,1,5,3,4
311,2,1,5,3,4
311,3,1,5,3,4
311,4,1,5,3,4
311,5,1,5,3,4
311,6,1,5,3,4
311,7,1,5,3,4
490,,,,,
491,1,1,5,3,3
491,2,1,5,3,3
491,3,1,5,3,3
491,4,1,5,3,3
491,5,1,5,3,3
491,6,1,5,3,4
491,7,1,5,3,4
492,1,1,5,3,4
492,2,1,5,3,4
492,3,1,5,3,3
492,4,1,5,3,4
492,5,1,5,3,3
492,6,1,5,3,3
492,7,1,5,3,3
493,1,1,5,3,4
493,2,1,5,3,3
493,3,1,5,3,3
493,4,1,5,3,3
493,5,1,5,3,3
493,6,1,5,3,3
493,7,1,1,3,3
494,1,1,1,3,3
494,2,1,5,3,3
494,3,1,5,3,3
494,4,1,5,3,3
494,5,1,5,3,4
494,6,1,5,3,4
494,7,1,5,3,3
518,1,1,5,3,3
518,2,1,5,3,4
518,3,1,5,3,4
518,4,1,5,3,4
518,5,1,5,3,4
518,6,1,5,3,3
518,7,1,5,3,3
520,,,,,
521,1,1,5,3,3
521,2,1,5,3,4
521,3,1,5,3,3
521,4,1,5,3,3
521,5,1,5,3,3
521,6,1,5,3,3
521,7,1,5,3,3
522,1,0,,,
522,2,0,,,
522,3,0,,,
522,4,0,,,
522,5,0,,,
522,6,0,,,
522,7,0,,,
523,1,1,5,3,3
523,2,1,5,3,3
523,3,1,5,3,3
523,4,1,5,3,3
523,5,1,5,3,3
523,6,1,5,3,3
523,7,1,5,3,3
577,1,1,1,3,4
577,2,1,1,3,4
577,3,1,1,3,4
577,4,1,1,3,4
577,5,1,1,3,4
577,6,1,1,3,4
577,7,1,1,3,4
580,1,1,5,3,4
580,2,1,5,3,4
580,3,1,5,3,4
580,4,1,5,3,4
580,5,1,5,3,4
580,6,1,5,3,4
580,7,1,5,3,4
581,1,1,5,3,3
581,2,1,5,3,3
581,3,1,5,3,3
581,4,1,5,3,3
581,5,1,5,3,3
581,6,1,5,3,3
581,7,1,5,3,3
583,1,1,5,3,4
583,2,1,5,3,4
583,3,1,5,3,4
583,4,1,5,3,4
583,5,1,5,3,4
583,6,1,5,3,4
583,7,1,5,3,4
584,1,1,1,3,4
584,2,1,1,3,4
584,3,1,1,3,4
584,4,1,1,3,4
584,5,1,1,3,4
584,6,1,1,3,4
584,7,1,1,3,4
585,1,1,1,3,4
585,2,1,1,3,4
585,3,1,1,3,4
585,4,1,1,3,4
585,5,1,1,3,4
585,6,1,1,3,4
585,7,1,1,3,4
586,1,1,5,3,4
586,2,1,5,3,4
586,3,1,5,3,4
586,4,1,5,3,4
586,5,1,5,3,3
586,6,1,5,3,4
586,7,1,5,3,4
587,1,1,5,3,4
587,2,1,5,3,4
587,3,1,5,3,4
587,4,1,5,3,4
587,5,1,5,3,4
587,6,1,5,3,4
587,7,1,5,3,4
588,1,1,1,3,3
588,2,1,1,3,3
588,3,1,1,3,3
588,4,1,1,3,3
588,5,1,1,3,3
588,6,1,1,3,3
588,7,1,1,3,3
589,1,1,5,3,4
589,2,1,5,3,4
589,3,1,5,3,4
589,4,1,5,3,3
589,5,1,5,3,4
589,6,1,5,3,3
589,7,1,5,3,4
590,1,1,3,3,3
590,2,1,3,3,3
590,3,1,3,3,3
590,4,1,3,3,3
590,5,1,3,3,3
590,6,1,3,3,3
590,7,1,3,3,3
591,1,1,1,3,4
591,2,1,1,3,4
591,3,1,1,3,4
591,4,1,1,3,4
591,5,1,1,3,4
591,6,1,1,3,4
591,7,1,1,3,4
718,1,1,5,3,4
718,2,1,5,3,3
718,3,1,5,3,3
718,4,1,5,3,3
718,5,1,5,3,3
718,6,0,,,
718,7,1,5,3,4
719,1,1,5,3,3
719,2,1,5,3,3
719,3,1,5,3,3
719,4,1,5,3,3
719,5,1,5,3,3
719,6,0,,,
719,7,1,5,3,3
720,1,1,5,3,4
720,2,1,5,3,4
720,3,1,5,3,4
720,4,1,5,3,4
720,5,1,5,3,4
720,6,1,5,3,4
720,7,1,5,3,4
721,1,1,5,3,3
721,2,1,5,3,3
721,3,1,5,3,3
721,4,1,5,3,3
721,5,1,5,3,3
721,6,1,5,3,3
721,7,1,5,3,3
722,1,1,5,3,3
722,2,1,5,3,3
722,3,1,5,3,3
722,4,1,5,3,3
722,5,1,5,3,3
722,6,1,5,3,3
722,7,1,5,3,3
723,1,1,5,3,3
723,2,1,5,3,3
723,3,1,5,3,3
723,4,1,5,3,3
723,5,1,5,3,3
723,6,1,5,3,3
723,7,1,5,3,3
724,1,1,1,3,4
724,2,1,1,3,4
724,3,1,1,3,4
724,4,1,1,3,4
724,5,1,1,3,4
724,6,1,1,3,4
724,7,1,1,3,4
725,1,1,5,3,3
725,2,1,5,3,3
725,3,1,5,3,3
725,4,1,5,3,3
725,5,1,5,3,3
725,6,1,5,3,3
725,7,1,5,3,3
726,1,1,5,3,3
726,2,1,5,3,3
726,3,1,5,3,3
726,4,1,5,3,3
726,5,1,5,3,3
726,6,0,,,
726,7,1,2,2,3
727,1,1,5,3,4
727,2,1,5,3,4
727,3,1,5,3,4
727,4,1,5,3,4
727,5,1,5,3,4
727,6,1,5,3,4
727,7,1,5,3,4
728,1,1,98,,
728,2,1,5,3,3
728,3,1,5,3,3
728,4,1,5,3,3
728,5,1,5,3,3
728,6,0,,,
728,7,1,5,3,3
729,1,1,5,3,3
729,2,1,5,3,3
729,3,1,5,3,3
729,4,1,5,3,3
729,5,1,5,3,3
729,6,1,5,3,3
729,7,1,5,3,3
801,1,1,1,3,4
801,2,1,1,3,4
801,3,1,1,3,4
801,4,1,1,3,4
801,5,1,1,3,4
801,6,1,1,3,4
801,7,1,1,3,4
802,,,,,
803,1,1,5,3,3
803,2,1,5,3,3
803,3,1,5,3,3
803,4,1,5,3,3
803,5,1,5,3,3
803,6,1,5,3,3
803,7,1,5,3,3
805,1,1,1,3,4
805,2,1,1,3,4
805,3,1,1,3,4
805,4,1,1,3,4
805,5,1,1,3,4
805,6,1,1,3,4
805,7,1,1,3,4
806,1,1,5,3,4
806,2,1,5,3,4
806,3,1,5,3,4
806,4,1,5,3,4
806,5,1,5,3,4
806,6,1,5,3,4
806,7,1,5,3,4
807,1,1,1,3,4
807,2,1,1,3,4
807,3,1,1,3,4
807,4,1,1,3,4
807,5,1,1,3,4
807,6,1,1,3,4
807,7,1,1,3,4
808,,,,,
809,1,1,1,3,4
809,2,1,1,3,4
809,3,1,1,3,4
809,4,1,1,3,4
809,5,1,1,3,4
809,6,1,1,3,4
809,7,1,1,3,4
810,1,1,5,3,4
810,2,1,5,3,4
810,3,1,5,3,4
810,4,1,5,3,4
810,5,1,5,3,4
810,6,1,5,3,4
810,7,1,5,3,4
812,1,1,1,3,4
812,2,1,1,3,4
812,3,1,1,3,4
812,4,1,1,3,4
812,5,1,1,3,4
812,6,1,1,3,4
812,7,1,1,3,4
813,1,1,1,3,4
813,2,1,1,3,4
813,3,1,1,3,4
813,4,1,1,3,4
813,5,1,1,3,4
813,6,1,1,3,4
813,7,1,1,3,4
814,1,1,1,3,4
814,2,1,1,3,4
814,3,1,1,3,4
814,4,1,1,3,4
814,5,1,1,3,4
814,6,1,1,3,4
814,7,1,1,3,4
816,1,1,5,3,3
816,2,1,5,3,4
816,3,1,5,3,4
816,4,1,5,3,3
816,5,1,5,3,3
816,6,1,5,3,3
816,7,1,5,3,4
1158,1,1,5,3,4
1158,2,1,5,3,3
1158,3,1,5,3,3
1158,4,1,5,3,3
1158,5,1,5,3,3
1158,6,1,5,3,3
1158,7,1,5,3,3
1159,,,,,
1163,1,1,1,3,4
1163,2,1,1,3,4
1163,3,1,1,3,4
1163,4,1,1,3,4
1163,5,1,1,3,4
1163,6,1,1,3,4
1163,7,1,1,3,4
1164,1,1,1,2,3
1164,2,1,5,2,3
1164,3,1,5,2,3
1164,4,1,5,2,3
1164,5,1,5,2,3
1164,6,1,5,2,3
1164,7,1,5,2,3
1165,1,1,1,3,4
1165,2,1,1,3,4
1165,3,1,1,3,4
1165,4,1,1,3,4
1165,5,1,1,3,4
1165,6,1,1,3,4
1165,7,1,1,3,4
1166,1,1,5,2,3
1166,2,1,1,3,4
1166,3,1,1,3,3
1166,4,1,5,2,3
